animal,cluster,seconds,percent
15.6,Freeze,91.5,23.73540856031128
15.6,Sniff,21.75,5.642023346303502
15.6,Groom,2.5,0.648508430609598
15.6,Turn,241.5,62.64591439688716
15.6,Locomotion,10.75,2.7885862516212714
15.6,Climb,9.5,2.4643320363164722
15.6,Jump,8.0,2.075226977950713
