animal,cluster,seconds,percent
11.6,Freeze,140.0,40.96561814191661
11.6,Sniff,8.75,2.560351133869788
11.6,Groom,2.25,0.6583760058522311
11.6,Turn,172.25,50.40234089246525
11.6,Locomotion,12.75,3.730797366495977
11.6,Climb,2.0,0.5852231163130944
11.6,Jump,3.75,1.097293343087052
