animal,cluster,seconds,percent
62.4,Freeze,123.25,29.627403846153843
62.4,Sniff,2.25,0.5408653846153846
62.4,Groom,0.25,0.06009615384615385
62.4,Turn,200.75,48.25721153846153
62.4,Locomotion,52.75,12.680288461538462
62.4,Climb,30.75,7.391826923076923
62.4,Jump,6.0,1.4423076923076923
