animal,cluster,seconds,percent
34.4,Freeze,39.25,9.631901840490798
34.4,Sniff,9.5,2.331288343558282
34.4,Groom,0.75,0.18404907975460122
34.4,Turn,264.0,64.78527607361964
34.4,Locomotion,58.0,14.23312883435583
34.4,Climb,31.5,7.730061349693251
34.4,Jump,4.5,1.1042944785276074
