section,parameter,coef,se,z,p_value,ci_low,ci_high
Groom - Sanguino-Gomez & Krugers,ELS resilient - ELS vulnerable,0.09655945419103394,0.0762756711086495,1.2659272974929525,0.20553911232760136,-0.05293811407854142,0.2460570224606093
Groom - Sanguino-Gomez & Krugers,Time (per minute),0.0065162907268171725,0.008545044003190958,0.7625812955888592,0.44571314302535336,-0.010231687765747071,0.023264269219381416
Groom - Sanguino-Gomez & Krugers,Control - ELS vulnerable x time (per minute),-0.009830576441102922,0.011336281910264354,-0.8671781911317765,0.38584438371519336,-0.03204928070381398,0.012388127821608134
Groom - Sanguino-Gomez & Krugers,ELS resilient - ELS vulnerable x time (per minute),-0.025405179615706094,0.017442498031205962,-1.456510390326792,0.14525157942605385,-0.05959184755728058,0.008781488325868388
Groom - Sanguino-Gomez & Krugers,ELS resilient - Control,0.08094074074074074,0.07404635352330159,1.0931090714044354,0.2743459135515469,-0.06418744535145092,0.2260689268329324
Groom - Sanguino-Gomez & Krugers,ELS resilient - Control x time (per minute),-0.015574603174603175,0.016932704187006608,-0.9197942043158365,0.357680312595568,-0.048762093542006696,0.01761288719280035
Groom - Sanguino-Gomez et al.,Intercept,0.01355555555555559,0.017948655316248244,0.755240730668233,0.45010455380113856,-0.021623162435214338,0.04873427354632552
Groom - Sanguino-Gomez et al.,Control - ELS vulnerable,0.0072083333333332915,0.022880135925075148,0.3150476621702857,0.7527254658985529,-0.037635909041195036,0.05205257570786161
Groom - Sanguino-Gomez et al.,ELS resilient - ELS vulnerable,0.0038518518518518134,0.029310031395933873,0.13141752732431988,0.8954450241085653,-0.053594754069916824,0.06129845777362045
Groom - Sanguino-Gomez et al.,Time (per minute),-0.0020952380952381027,0.00407966846957167,-0.5135804810772001,0.6075453291189528,-0.010091241364462218,0.005900765173986012
Groom - Sanguino-Gomez et al.,Control - ELS vulnerable x time (per minute),0.002988095238095249,0.005200577283833784,0.5745699131101983,0.5655822049829544,-0.007204848937036107,0.013181039413226606
Groom - Sanguino-Gomez et al.,ELS resilient - ELS vulnerable x time (per minute),0.0005079365079365169,0.006662070713447829,0.07624303760559213,0.9392257432552836,-0.012549482152880292,0.013565355168753327
Groom - Sanguino-Gomez et al.,ELS resilient - Control,-0.003356481481481478,0.027171126311906373,-0.12353118685443193,0.9016864798724515,-0.0566109104722066,0.04989794750924364
Groom - Sanguino-Gomez et al.,ELS resilient - Control x time (per minute),-0.002480158730158732,0.0061759048432495104,-0.401586292714603,0.6879885193844739,-0.01458470979487426,0.009624392334556796
