animal,cluster,seconds,percent
159.4,Freeze,164.5,38.41214244016346
159.4,Sniff,55.5,12.95971978984238
159.4,Groom,0.0,0.0
159.4,Turn,190.75,44.54173963806188
159.4,Locomotion,4.5,1.0507880910683012
159.4,Climb,12.75,2.9772329246935203
159.4,Jump,0.25,0.05837711617046118
