animal_id,animal,group,project,experiment,t_030s,t_060s,t_090s,t_120s,t_150s,t_180s,t_210s,t_240s,t_270s,t_300s,t_330s,t_360s,t_390s,t_420s,t_450s
54.4,Animal_54_4DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,Control,"Sanguino-Gomez and Krugers, 2024",1,6.2666666666666666,5.7333333333333334,10.53333333333333,9.6,3.7333333333333338,43.333333333333343,21.06666666666667,48.8,62.666666666666671,41.333333333333343,50.4,22.8,45.2,37.733333333333327,74.400000000000006
54.6,Animal_54_6DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,Control,"Sanguino-Gomez and Krugers, 2024",1,0,11.06666666666667,14.133333333333329,4.3999999999999986,3.2,5.3333333333333339,23.866666666666671,51.333333333333329,25.866666666666671,32.266666666666673,33.333333333333329,29.6,49.2,39.333333333333329,52.533333333333331
55.3,Animal_55_3DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,ELS,"Sanguino-Gomez and Krugers, 2024",1,0,0,1.333333333333333,7.4666666666666677,10.266666666666669,0,23.2,12.133333333333329,13.6,22.666666666666661,23.466666666666669,21.2,31.466666666666669,18.133333333333329,15.06666666666667
55.5,Animal_55_5DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,ELS,"Sanguino-Gomez and Krugers, 2024",1,0,6.2666666666666666,0,0.8,0,0,1.0666666666666671,12.53333333333333,5.2,10.93333333333333,12.93333333333333,18,7.4666666666666677,7.8666666666666663,9.0666666666666664
56.3,Animal_56_3DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,ELS,"Sanguino-Gomez and Krugers, 2024",1,0,0,2.8,1.466666666666667,2.8,7.0666666666666673,31.733333333333331,22.266666666666669,11.733333333333331,40.93333333333333,31.333333333333339,31.466666666666669,43.733333333333327,24.8,57.999999999999993
58.5,Animal_58_5DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,Control,"Sanguino-Gomez and Krugers, 2024",1,0,0.93333333333333346,4.2666666666666666,3.2,3.7333333333333338,0,5.2,11.733333333333331,22.8,15.2,5.2,28.133333333333329,34.4,73.866666666666674,48.8
62.1,Animal_62_1DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,Control,"Sanguino-Gomez and Krugers, 2024",1,0,0,0,0,0,2.1333333333333329,4.3999999999999986,3.4666666666666659,8.9333333333333336,11.06666666666667,12.266666666666669,22.666666666666661,14.53333333333333,42.666666666666671,38.666666666666657
62.2,Animal_62_2DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,Control,"Sanguino-Gomez and Krugers, 2024",1,1.333333333333333,4.5333333333333332,27.333333333333329,0,6.666666666666667,14.133333333333329,19.600000000000001,30.533333333333331,26.133333333333329,20.8,55.2,18.533333333333331,24.8,57.333333333333343,67.066666666666663
62.3,Animal_62_3DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,Control,"Sanguino-Gomez and Krugers, 2024",1,0,0,4.8,7.6,2.666666666666667,6.5333333333333323,26.133333333333329,20.266666666666669,25.6,39.866666666666667,62.133333333333333,57.999999999999993,51.866666666666667,49.733333333333327,74.266666666666666
62.4,Animal_62_4DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,Control,"Sanguino-Gomez and Krugers, 2024",1,0,0,2.4,1.2,10.8,2.2666666666666671,4.2666666666666666,26,27.466666666666669,18.8,66.400000000000006,65.86666666666666,44.8,55.066666666666663,55.866666666666667
62.5,Animal_62_5DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,Control,"Sanguino-Gomez and Krugers, 2024",1,0,0,0,0,0,0,2.2666666666666671,18.399999999999999,4.8,18.8,13.33333333333333,27.333333333333329,18.399999999999999,23.866666666666671,24.4
63.3,Animal_63_3DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,ELS,"Sanguino-Gomez and Krugers, 2024",1,0,11.733333333333331,0,1.8666666666666669,6.8000000000000007,0,5.4666666666666668,8.9333333333333336,5.6000000000000014,23.733333333333331,25.333333333333339,45.866666666666667,28.266666666666669,69.466666666666669,57.333333333333343
68.1,Animal_68_1DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,Control,"Sanguino-Gomez and Krugers, 2024",1,0,1.333333333333333,1.466666666666667,1.466666666666667,6.666666666666667,1.8666666666666669,3.4666666666666659,48,19.733333333333331,16.399999999999999,42.933333333333337,50.93333333333333,27.06666666666667,38.266666666666673,25.733333333333331
69.1,Animal_69_1DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,ELS,"Sanguino-Gomez and Krugers, 2024",1,0,0,8.4,20,6.666666666666667,9.6,12.133333333333329,13.2,8.2666666666666657,6.5333333333333323,33.6,8.7999999999999989,34,35.200000000000003,49.066666666666663
69.2,Animal_69_2DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,ELS,"Sanguino-Gomez and Krugers, 2024",1,0,0,0,6.9333333333333327,7.7333333333333334,0.1333333333333333,6.666666666666667,11.6,10.53333333333333,1.7333333333333329,2.9333333333333331,4.3999999999999986,19.06666666666667,25.06666666666667,16
69.3,Animal_69_3DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,ELS,"Sanguino-Gomez and Krugers, 2024",1,6.666666666666667,1.333333333333333,1.2,0,0,4.5333333333333332,13.066666666666659,18.93333333333333,12.266666666666669,4.8,19.866666666666671,20.533333333333331,34.133333333333333,17.333333333333339,17.2
69.5,Animal_69_5DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,ELS,"Sanguino-Gomez and Krugers, 2024",1,3.333333333333333,2.4,3.066666666666666,4,0,10.133333333333329,14.66666666666667,14.133333333333329,29.333333333333329,25.466666666666669,3.7333333333333338,17.2,45.2,20.533333333333331,52.266666666666659
73.1,Animal_73_1DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,ELS,"Sanguino-Gomez and Krugers, 2024",1,6.666666666666667,0,1.466666666666667,0,9.1999999999999993,2.5333333333333332,14.133333333333329,2,7.7333333333333334,17.333333333333339,26.8,25.2,24.666666666666671,41.866666666666667,55.066666666666663
73.4,Animal_73_4DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,ELS,"Sanguino-Gomez and Krugers, 2024",1,10.8,7.333333333333333,0,0,20.8,1.8666666666666669,4.2666666666666666,14.4,6.2666666666666666,8.7999999999999989,6.2666666666666666,24.666666666666671,32.133333333333333,18.533333333333331,56.666666666666657
74.1,Animal_74_1DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,Control,"Sanguino-Gomez and Krugers, 2024",1,0,0,5.3333333333333339,0.53333333333333333,4,1.466666666666667,5.2,34,10.266666666666669,18.399999999999999,30.533333333333331,19.866666666666671,34.266666666666673,57.733333333333327,31.333333333333339
75.1,Animal_75_1DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,ELS,"Sanguino-Gomez and Krugers, 2024",1,0,0,0.53333333333333333,2.9333333333333331,0,0,5.6000000000000014,10.93333333333333,8,12.133333333333329,17.600000000000001,13.066666666666659,18.399999999999999,24.4,20.93333333333333
80.3,Animal_80_3DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,Control,"Sanguino-Gomez and Krugers, 2024",1,2.5333333333333332,0,1.333333333333333,8.1333333333333329,6.8000000000000007,4.5333333333333332,25.2,9.8666666666666671,0,10.133333333333329,5.4666666666666668,0,5.4666666666666668,0,9.0666666666666664
88.2,Animal_88_2DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,ELS,"Sanguino-Gomez and Krugers, 2024",1,1.466666666666667,14.4,0,2.4,4.2666666666666666,0,4.9333333333333336,12.93333333333333,12.133333333333329,13.46666666666667,14.266666666666669,20.133333333333329,28.133333333333329,19.2,55.066666666666663
88.3,Animal_88_3DLC_resnet50_Freezing_07-2020Sep29shuffle1_100000filtered,ELS,"Sanguino-Gomez and Krugers, 2024",1,0.66666666666666674,0,0,6.8000000000000007,0,0,8.2666666666666657,5.6000000000000014,0,8.9333333333333336,16.133333333333329,6.8000000000000007,27.2,56.266666666666673,51.333333333333329
