animal_id,group,experiment,cluster,time_s,time_bin,pct
136.3,Control,3,Climb,390,360,0.0
136.3,Control,3,Climb,420,390,0.0
136.3,Control,3,Climb,450,420,0.0
136.3,Control,3,Jump,30,0,0.0
136.3,Control,3,Jump,60,30,0.0
136.3,Control,3,Jump,90,60,0.0
136.3,Control,3,Jump,120,90,0.0
136.3,Control,3,Jump,150,120,0.0
136.3,Control,3,Jump,180,150,0.0
136.3,Control,3,Jump,210,180,0.0
136.3,Control,3,Jump,240,210,0.0
136.3,Control,3,Jump,270,240,0.0
136.3,Control,3,Jump,300,270,0.0
136.3,Control,3,Jump,330,300,0.0
136.3,Control,3,Jump,360,330,0.0
136.3,Control,3,Jump,390,360,0.0
136.3,Control,3,Jump,420,390,0.0
136.3,Control,3,Jump,450,420,0.0
136.5,Control,3,Freeze,30,0,0.0
136.5,Control,3,Freeze,60,30,9.6
136.5,Control,3,Freeze,90,60,6.133333333333333
136.5,Control,3,Freeze,120,90,0.0
136.5,Control,3,Freeze,150,120,0.0
136.5,Control,3,Freeze,180,150,11.733333333333333
136.5,Control,3,Freeze,210,180,38.53333333333334
136.5,Control,3,Freeze,240,210,41.46666666666667
136.5,Control,3,Freeze,270,240,63.2
136.5,Control,3,Freeze,300,270,26.8
136.5,Control,3,Freeze,330,300,55.86666666666667
136.5,Control,3,Freeze,360,330,68.4
136.5,Control,3,Freeze,390,360,54.13333333333333
136.5,Control,3,Freeze,420,390,44.53333333333333
136.5,Control,3,Freeze,450,420,92.0
136.5,Control,3,Sniff,30,0,0.0
136.5,Control,3,Sniff,60,30,8.0
136.5,Control,3,Sniff,90,60,0.0
136.5,Control,3,Sniff,120,90,9.733333333333333
136.5,Control,3,Sniff,150,120,33.46666666666667
136.5,Control,3,Sniff,180,150,50.4
136.5,Control,3,Sniff,210,180,8.666666666666668
136.5,Control,3,Sniff,240,210,0.0
136.5,Control,3,Sniff,270,240,0.0
136.5,Control,3,Sniff,300,270,0.0
136.5,Control,3,Sniff,330,300,14.266666666666666
136.5,Control,3,Sniff,360,330,0.0
136.5,Control,3,Sniff,390,360,0.0
136.5,Control,3,Sniff,420,390,6.4
136.5,Control,3,Sniff,450,420,0.0
136.5,Control,3,Groom,30,0,0.0
136.5,Control,3,Groom,60,30,0.0
136.5,Control,3,Groom,90,60,0.0
136.5,Control,3,Groom,120,90,0.0
136.5,Control,3,Groom,150,120,0.0
136.5,Control,3,Groom,180,150,0.0
136.5,Control,3,Groom,210,180,0.0
136.5,Control,3,Groom,240,210,0.0
136.5,Control,3,Groom,270,240,0.0
136.5,Control,3,Groom,300,270,0.0
136.5,Control,3,Groom,330,300,0.0
136.5,Control,3,Groom,360,330,0.0
136.5,Control,3,Groom,390,360,0.0
136.5,Control,3,Groom,420,390,0.0
136.5,Control,3,Groom,450,420,0.0
136.5,Control,3,Turn,30,0,57.06666666666666
136.5,Control,3,Turn,60,30,20.666666666666668
136.5,Control,3,Turn,90,60,0.8
136.5,Control,3,Turn,120,90,36.266666666666666
136.5,Control,3,Turn,150,120,26.53333333333333
136.5,Control,3,Turn,180,150,8.0
136.5,Control,3,Turn,210,180,35.6
136.5,Control,3,Turn,240,210,58.0
136.5,Control,3,Turn,270,240,20.133333333333333
136.5,Control,3,Turn,300,270,70.4
136.5,Control,3,Turn,330,300,17.333333333333332
136.5,Control,3,Turn,360,330,10.799999999999999
136.5,Control,3,Turn,390,360,12.266666666666666
136.5,Control,3,Turn,420,390,26.13333333333333
136.5,Control,3,Turn,450,420,2.2666666666666666
136.5,Control,3,Locomotion,30,0,0.0
136.5,Control,3,Locomotion,60,30,0.0
136.5,Control,3,Locomotion,90,60,0.0
136.5,Control,3,Locomotion,120,90,0.6666666666666667
136.5,Control,3,Locomotion,150,120,0.0
136.5,Control,3,Locomotion,180,150,0.0
136.5,Control,3,Locomotion,210,180,0.5333333333333333
136.5,Control,3,Locomotion,240,210,0.0
136.5,Control,3,Locomotion,270,240,0.0
136.5,Control,3,Locomotion,300,270,2.8000000000000003
136.5,Control,3,Locomotion,330,300,1.6
136.5,Control,3,Locomotion,360,330,0.0
136.5,Control,3,Locomotion,390,360,3.2
136.5,Control,3,Locomotion,420,390,0.4
136.5,Control,3,Locomotion,450,420,0.0
136.5,Control,3,Climb,30,0,0.0
136.5,Control,3,Climb,60,30,0.0
136.5,Control,3,Climb,90,60,0.0
136.5,Control,3,Climb,120,90,0.0
136.5,Control,3,Climb,150,120,4.533333333333333
136.5,Control,3,Climb,180,150,0.0
136.5,Control,3,Climb,210,180,0.0
136.5,Control,3,Climb,240,210,0.0
136.5,Control,3,Climb,270,240,0.0
136.5,Control,3,Climb,300,270,0.0
136.5,Control,3,Climb,330,300,0.0
136.5,Control,3,Climb,360,330,0.0
136.5,Control,3,Climb,390,360,0.0
136.5,Control,3,Climb,420,390,8.133333333333333
136.5,Control,3,Climb,450,420,0.0
136.5,Control,3,Jump,30,0,0.0
136.5,Control,3,Jump,60,30,0.0
136.5,Control,3,Jump,90,60,0.0
136.5,Control,3,Jump,120,90,0.0
136.5,Control,3,Jump,150,120,0.0
136.5,Control,3,Jump,180,150,0.0
136.5,Control,3,Jump,210,180,1.3333333333333337
136.5,Control,3,Jump,240,210,0.0
136.5,Control,3,Jump,270,240,0.0
136.5,Control,3,Jump,300,270,0.0
136.5,Control,3,Jump,330,300,0.0
136.5,Control,3,Jump,360,330,0.0
136.5,Control,3,Jump,390,360,0.2666666666666666
136.5,Control,3,Jump,420,390,0.0
136.5,Control,3,Jump,450,420,0.0
137.3,Control,3,Freeze,30,0,0.0
137.3,Control,3,Freeze,60,30,3.0666666666666664
137.3,Control,3,Freeze,90,60,0.0
137.3,Control,3,Freeze,120,90,0.0
137.3,Control,3,Freeze,150,120,3.6
137.3,Control,3,Freeze,180,150,0.0
137.3,Control,3,Freeze,210,180,0.0
137.3,Control,3,Freeze,240,210,0.0
137.3,Control,3,Freeze,270,240,18.53333333333333
137.3,Control,3,Freeze,300,270,4.4
137.3,Control,3,Freeze,330,300,11.333333333333332
137.3,Control,3,Freeze,360,330,7.333333333333333
137.3,Control,3,Freeze,390,360,18.8
137.3,Control,3,Freeze,420,390,28.26666666666667
137.3,Control,3,Freeze,450,420,30.666666666666664
137.3,Control,3,Sniff,30,0,26.93333333333333
137.3,Control,3,Sniff,60,30,29.6
137.3,Control,3,Sniff,90,60,7.333333333333333
137.3,Control,3,Sniff,120,90,2.2666666666666666
137.3,Control,3,Sniff,150,120,3.333333333333333
137.3,Control,3,Sniff,180,150,24.4
137.3,Control,3,Sniff,210,180,36.13333333333333
137.3,Control,3,Sniff,240,210,26.400000000000006
137.3,Control,3,Sniff,270,240,3.6
137.3,Control,3,Sniff,300,270,25.46666666666667
137.3,Control,3,Sniff,330,300,23.466666666666665
137.3,Control,3,Sniff,360,330,10.0
137.3,Control,3,Sniff,390,360,0.0
137.3,Control,3,Sniff,420,390,33.199999999999996
137.3,Control,3,Sniff,450,420,0.0
137.3,Control,3,Groom,30,0,0.0
137.3,Control,3,Groom,60,30,0.0
137.3,Control,3,Groom,90,60,0.0
137.3,Control,3,Groom,120,90,0.0
137.3,Control,3,Groom,150,120,0.0
137.3,Control,3,Groom,180,150,0.0
137.3,Control,3,Groom,210,180,0.0
137.3,Control,3,Groom,240,210,0.0
137.3,Control,3,Groom,270,240,0.0
137.3,Control,3,Groom,300,270,0.0
137.3,Control,3,Groom,330,300,0.0
137.3,Control,3,Groom,360,330,0.0
137.3,Control,3,Groom,390,360,0.0
137.3,Control,3,Groom,420,390,0.0
137.3,Control,3,Groom,450,420,0.0
137.3,Control,3,Turn,30,0,42.8
137.3,Control,3,Turn,60,30,43.46666666666667
137.3,Control,3,Turn,90,60,57.2
137.3,Control,3,Turn,120,90,36.266666666666666
137.3,Control,3,Turn,150,120,40.66666666666667
137.3,Control,3,Turn,180,150,35.33333333333333
137.3,Control,3,Turn,210,180,10.399999999999999
137.3,Control,3,Turn,240,210,66.4
137.3,Control,3,Turn,270,240,77.86666666666667
137.3,Control,3,Turn,300,270,58.8
137.3,Control,3,Turn,330,300,65.2
137.3,Control,3,Turn,360,330,62.93333333333333
137.3,Control,3,Turn,390,360,48.66666666666667
137.3,Control,3,Turn,420,390,33.333333333333336
137.3,Control,3,Turn,450,420,38.66666666666667
137.3,Control,3,Locomotion,30,0,2.666666666666667
137.3,Control,3,Locomotion,60,30,3.866666666666667
137.3,Control,3,Locomotion,90,60,8.133333333333335
137.3,Control,3,Locomotion,120,90,10.4
137.3,Control,3,Locomotion,150,120,6.800000000000001
137.3,Control,3,Locomotion,180,150,9.333333333333332
137.3,Control,3,Locomotion,210,180,10.666666666666668
137.3,Control,3,Locomotion,240,210,0.5333333333333333
137.3,Control,3,Locomotion,270,240,0.0
137.3,Control,3,Locomotion,300,270,2.4000000000000004
137.3,Control,3,Locomotion,330,300,0.0
137.3,Control,3,Locomotion,360,330,0.0
137.3,Control,3,Locomotion,390,360,8.0
137.3,Control,3,Locomotion,420,390,0.1333333333333333
137.3,Control,3,Locomotion,450,420,0.0
137.3,Control,3,Climb,30,0,9.333333333333334
137.3,Control,3,Climb,60,30,3.733333333333334
137.3,Control,3,Climb,90,60,10.0
137.3,Control,3,Climb,120,90,14.8
137.3,Control,3,Climb,150,120,16.266666666666666
137.3,Control,3,Climb,180,150,18.0
137.3,Control,3,Climb,210,180,17.599999999999998
137.3,Control,3,Climb,240,210,0.0
137.3,Control,3,Climb,270,240,0.0
137.3,Control,3,Climb,300,270,4.0
137.3,Control,3,Climb,330,300,0.0
137.3,Control,3,Climb,360,330,0.0
137.3,Control,3,Climb,390,360,0.0
137.3,Control,3,Climb,420,390,0.0
137.3,Control,3,Climb,450,420,0.0
137.3,Control,3,Jump,30,0,0.0
137.3,Control,3,Jump,60,30,0.0
137.3,Control,3,Jump,90,60,0.0
137.3,Control,3,Jump,120,90,0.0
137.3,Control,3,Jump,150,120,0.0
137.3,Control,3,Jump,180,150,0.0
137.3,Control,3,Jump,210,180,2.5333333333333337
137.3,Control,3,Jump,240,210,0.0
137.3,Control,3,Jump,270,240,0.0
137.3,Control,3,Jump,300,270,1.2000000000000002
137.3,Control,3,Jump,330,300,0.0
137.3,Control,3,Jump,360,330,0.0
137.3,Control,3,Jump,390,360,0.0
137.3,Control,3,Jump,420,390,0.0
137.3,Control,3,Jump,450,420,0.0
144.3,ELS,3,Freeze,30,0,0.0
144.3,ELS,3,Freeze,60,30,2.666666666666667
144.3,ELS,3,Freeze,90,60,1.4666666666666666
144.3,ELS,3,Freeze,120,90,4.133333333333333
144.3,ELS,3,Freeze,150,120,5.333333333333334
144.3,ELS,3,Freeze,180,150,2.0
144.3,ELS,3,Freeze,210,180,3.466666666666667
144.3,ELS,3,Freeze,240,210,35.06666666666667
144.3,ELS,3,Freeze,270,240,36.0
144.3,ELS,3,Freeze,300,270,14.266666666666666
144.3,ELS,3,Freeze,330,300,7.866666666666666
144.3,ELS,3,Freeze,360,330,8.4
144.3,ELS,3,Freeze,390,360,25.466666666666665
144.3,ELS,3,Freeze,420,390,17.066666666666666
144.3,ELS,3,Freeze,450,420,32.4
144.3,ELS,3,Sniff,30,0,7.6
144.3,ELS,3,Sniff,60,30,40.66666666666666
144.3,ELS,3,Sniff,90,60,14.533333333333333
144.3,ELS,3,Sniff,120,90,3.8666666666666663
144.3,ELS,3,Sniff,150,120,0.0
144.3,ELS,3,Sniff,180,150,3.733333333333334
144.3,ELS,3,Sniff,210,180,13.333333333333334
144.3,ELS,3,Sniff,240,210,13.866666666666664
144.3,ELS,3,Sniff,270,240,0.0
144.3,ELS,3,Sniff,300,270,20.666666666666668
144.3,ELS,3,Sniff,330,300,21.866666666666667
144.3,ELS,3,Sniff,360,330,0.0
144.3,ELS,3,Sniff,390,360,5.6000000000000005
144.3,ELS,3,Sniff,420,390,0.0
144.3,ELS,3,Sniff,450,420,3.0666666666666664
144.3,ELS,3,Groom,30,0,0.0
144.3,ELS,3,Groom,60,30,0.0
144.3,ELS,3,Groom,90,60,0.0
144.3,ELS,3,Groom,120,90,0.0
144.3,ELS,3,Groom,150,120,0.0
144.3,ELS,3,Groom,180,150,0.0
144.3,ELS,3,Groom,210,180,0.0
144.3,ELS,3,Groom,240,210,0.0
144.3,ELS,3,Groom,270,240,0.0
144.3,ELS,3,Groom,300,270,0.0
144.3,ELS,3,Groom,330,300,0.0
144.3,ELS,3,Groom,360,330,0.0
144.3,ELS,3,Groom,390,360,0.0
144.3,ELS,3,Groom,420,390,0.0
144.3,ELS,3,Groom,450,420,0.0
144.3,ELS,3,Turn,30,0,85.86666666666666
144.3,ELS,3,Turn,60,30,44.266666666666666
144.3,ELS,3,Turn,90,60,77.06666666666668
144.3,ELS,3,Turn,120,90,63.99999999999999
144.3,ELS,3,Turn,150,120,54.53333333333333
144.3,ELS,3,Turn,180,150,80.53333333333333
144.3,ELS,3,Turn,210,180,70.93333333333334
144.3,ELS,3,Turn,240,210,38.666666666666664
144.3,ELS,3,Turn,270,240,58.266666666666666
144.3,ELS,3,Turn,300,270,51.6
144.3,ELS,3,Turn,330,300,63.333333333333336
144.3,ELS,3,Turn,360,330,64.93333333333334
144.3,ELS,3,Turn,390,360,60.93333333333334
144.3,ELS,3,Turn,420,390,77.06666666666666
144.3,ELS,3,Turn,450,420,54.53333333333333
144.3,ELS,3,Locomotion,30,0,0.2666666666666666
144.3,ELS,3,Locomotion,60,30,1.7333333333333334
144.3,ELS,3,Locomotion,90,60,1.0666666666666669
144.3,ELS,3,Locomotion,120,90,1.2
144.3,ELS,3,Locomotion,150,120,5.333333333333333
144.3,ELS,3,Locomotion,180,150,3.2000000000000006
144.3,ELS,3,Locomotion,210,180,2.8000000000000003
144.3,ELS,3,Locomotion,240,210,0.0
144.3,ELS,3,Locomotion,270,240,0.0
144.3,ELS,3,Locomotion,300,270,1.866666666666667
144.3,ELS,3,Locomotion,330,300,0.0
144.3,ELS,3,Locomotion,360,330,0.0
144.3,ELS,3,Locomotion,390,360,2.533333333333333
144.3,ELS,3,Locomotion,420,390,1.8666666666666667
144.3,ELS,3,Locomotion,450,420,0.0
144.3,ELS,3,Climb,30,0,0.0
144.3,ELS,3,Climb,60,30,0.0
144.3,ELS,3,Climb,90,60,4.666666666666667
144.3,ELS,3,Climb,120,90,3.2
144.3,ELS,3,Climb,150,120,0.0
144.3,ELS,3,Climb,180,150,4.4
144.3,ELS,3,Climb,210,180,8.666666666666668
144.3,ELS,3,Climb,240,210,0.0
144.3,ELS,3,Climb,270,240,0.0
144.3,ELS,3,Climb,300,270,4.8
144.3,ELS,3,Climb,330,300,0.0
144.3,ELS,3,Climb,360,330,10.266666666666667
144.3,ELS,3,Climb,390,360,0.0
144.3,ELS,3,Climb,420,390,0.0
144.3,ELS,3,Climb,450,420,0.0
144.3,ELS,3,Jump,30,0,0.0
144.3,ELS,3,Jump,60,30,0.2666666666666666
144.3,ELS,3,Jump,90,60,0.0
144.3,ELS,3,Jump,120,90,0.0
144.3,ELS,3,Jump,150,120,0.0
144.3,ELS,3,Jump,180,150,0.0
144.3,ELS,3,Jump,210,180,0.1333333333333333
144.3,ELS,3,Jump,240,210,1.3333333333333337
144.3,ELS,3,Jump,270,240,0.0
144.3,ELS,3,Jump,300,270,3.733333333333334
144.3,ELS,3,Jump,330,300,0.0
144.3,ELS,3,Jump,360,330,0.0
144.3,ELS,3,Jump,390,360,0.0
144.3,ELS,3,Jump,420,390,0.0
144.3,ELS,3,Jump,450,420,0.0
144.5,ELS,3,Freeze,30,0,0.0
144.5,ELS,3,Freeze,60,30,1.7333333333333332
144.5,ELS,3,Freeze,90,60,14.266666666666666
144.5,ELS,3,Freeze,120,90,0.0
144.5,ELS,3,Freeze,150,120,6.4
144.5,ELS,3,Freeze,180,150,10.666666666666668
144.5,ELS,3,Freeze,210,180,17.733333333333334
144.5,ELS,3,Freeze,240,210,37.6
144.5,ELS,3,Freeze,270,240,5.333333333333334
144.5,ELS,3,Freeze,300,270,13.6
144.5,ELS,3,Freeze,330,300,53.86666666666666
144.5,ELS,3,Freeze,360,330,29.06666666666667
144.5,ELS,3,Freeze,390,360,30.0
144.5,ELS,3,Freeze,420,390,11.866666666666667
144.5,ELS,3,Freeze,450,420,41.06666666666667
144.5,ELS,3,Sniff,30,0,31.200000000000003
144.5,ELS,3,Sniff,60,30,78.53333333333333
144.5,ELS,3,Sniff,90,60,16.4
144.5,ELS,3,Sniff,120,90,43.86666666666667
144.5,ELS,3,Sniff,150,120,31.333333333333336
144.5,ELS,3,Sniff,180,150,14.000000000000002
144.5,ELS,3,Sniff,210,180,37.06666666666666
144.5,ELS,3,Sniff,240,210,0.0
144.5,ELS,3,Sniff,270,240,16.133333333333333
144.5,ELS,3,Sniff,300,270,0.0
144.5,ELS,3,Sniff,330,300,0.0
144.5,ELS,3,Sniff,360,330,0.0
144.5,ELS,3,Sniff,390,360,0.0
144.5,ELS,3,Sniff,420,390,0.0
144.5,ELS,3,Sniff,450,420,0.0
144.5,ELS,3,Groom,30,0,0.0
144.5,ELS,3,Groom,60,30,0.0
144.5,ELS,3,Groom,90,60,0.0
144.5,ELS,3,Groom,120,90,0.2666666666666666
144.5,ELS,3,Groom,150,120,0.0
144.5,ELS,3,Groom,180,150,0.0
144.5,ELS,3,Groom,210,180,0.0
144.5,ELS,3,Groom,240,210,0.0
144.5,ELS,3,Groom,270,240,0.0
144.5,ELS,3,Groom,300,270,0.0
144.5,ELS,3,Groom,330,300,0.0
144.5,ELS,3,Groom,360,330,0.0
144.5,ELS,3,Groom,390,360,0.0
144.5,ELS,3,Groom,420,390,0.0
144.5,ELS,3,Groom,450,420,0.0
144.5,ELS,3,Turn,30,0,57.33333333333334
144.5,ELS,3,Turn,60,30,14.4
144.5,ELS,3,Turn,90,60,51.999999999999986
144.5,ELS,3,Turn,120,90,42.93333333333333
144.5,ELS,3,Turn,150,120,33.99999999999999
144.5,ELS,3,Turn,180,150,61.73333333333333
144.5,ELS,3,Turn,210,180,38.93333333333334
144.5,ELS,3,Turn,240,210,30.93333333333333
144.5,ELS,3,Turn,270,240,62.26666666666667
144.5,ELS,3,Turn,300,270,59.06666666666666
144.5,ELS,3,Turn,330,300,33.6
144.5,ELS,3,Turn,360,330,69.73333333333333
144.5,ELS,3,Turn,390,360,56.66666666666667
144.5,ELS,3,Turn,420,390,52.53333333333334
144.5,ELS,3,Turn,450,420,25.866666666666664
144.5,ELS,3,Locomotion,30,0,3.466666666666667
144.5,ELS,3,Locomotion,60,30,2.1333333333333333
144.5,ELS,3,Locomotion,90,60,0.4
144.5,ELS,3,Locomotion,120,90,0.5333333333333333
144.5,ELS,3,Locomotion,150,120,0.0
144.5,ELS,3,Locomotion,180,150,3.2
144.5,ELS,3,Locomotion,210,180,1.6
144.5,ELS,3,Locomotion,240,210,0.0
144.5,ELS,3,Locomotion,270,240,0.0
144.5,ELS,3,Locomotion,300,270,0.0
144.5,ELS,3,Locomotion,330,300,0.0
144.5,ELS,3,Locomotion,360,330,0.0
144.5,ELS,3,Locomotion,390,360,3.066666666666667
144.5,ELS,3,Locomotion,420,390,0.4
144.5,ELS,3,Locomotion,450,420,0.0
144.5,ELS,3,Climb,30,0,0.0
144.5,ELS,3,Climb,60,30,0.0
144.5,ELS,3,Climb,90,60,0.0
144.5,ELS,3,Climb,120,90,8.799999999999999
144.5,ELS,3,Climb,150,120,5.2
144.5,ELS,3,Climb,180,150,4.933333333333334
144.5,ELS,3,Climb,210,180,4.666666666666667
144.5,ELS,3,Climb,240,210,0.0
144.5,ELS,3,Climb,270,240,0.0
144.5,ELS,3,Climb,300,270,0.0
144.5,ELS,3,Climb,330,300,0.0
144.5,ELS,3,Climb,360,330,0.0
144.5,ELS,3,Climb,390,360,0.0
144.5,ELS,3,Climb,420,390,0.0
144.5,ELS,3,Climb,450,420,0.0
144.5,ELS,3,Jump,30,0,0.0
144.5,ELS,3,Jump,60,30,0.0
144.5,ELS,3,Jump,90,60,0.0
144.5,ELS,3,Jump,120,90,0.0
144.5,ELS,3,Jump,150,120,0.0
144.5,ELS,3,Jump,180,150,0.0
144.5,ELS,3,Jump,210,180,0.0
144.5,ELS,3,Jump,240,210,0.0
144.5,ELS,3,Jump,270,240,0.0
144.5,ELS,3,Jump,300,270,0.0
144.5,ELS,3,Jump,330,300,0.0
144.5,ELS,3,Jump,360,330,0.0
144.5,ELS,3,Jump,390,360,0.0
144.5,ELS,3,Jump,420,390,0.0
144.5,ELS,3,Jump,450,420,0.0
145.5,Control,3,Freeze,30,0,0.4
145.5,Control,3,Freeze,60,30,0.9333333333333336
145.5,Control,3,Freeze,90,60,0.0
145.5,Control,3,Freeze,120,90,4.4
145.5,Control,3,Freeze,150,120,8.533333333333333
145.5,Control,3,Freeze,180,150,12.4
145.5,Control,3,Freeze,210,180,34.66666666666667
145.5,Control,3,Freeze,240,210,19.066666666666663
145.5,Control,3,Freeze,270,240,52.0
145.5,Control,3,Freeze,300,270,26.4
145.5,Control,3,Freeze,330,300,32.8
145.5,Control,3,Freeze,360,330,44.93333333333333
145.5,Control,3,Freeze,390,360,49.86666666666666
145.5,Control,3,Freeze,420,390,37.86666666666667
145.5,Control,3,Freeze,450,420,52.666666666666664
145.5,Control,3,Sniff,30,0,0.0
145.5,Control,3,Sniff,60,30,0.0
145.5,Control,3,Sniff,90,60,0.0
145.5,Control,3,Sniff,120,90,11.733333333333334
145.5,Control,3,Sniff,150,120,14.266666666666666
145.5,Control,3,Sniff,180,150,0.0
145.5,Control,3,Sniff,210,180,0.0
145.5,Control,3,Sniff,240,210,0.0
145.5,Control,3,Sniff,270,240,0.0
145.5,Control,3,Sniff,300,270,3.333333333333333
145.5,Control,3,Sniff,330,300,0.0
145.5,Control,3,Sniff,360,330,0.0
145.5,Control,3,Sniff,390,360,0.0
145.5,Control,3,Sniff,420,390,0.0
145.5,Control,3,Sniff,450,420,4.4
145.5,Control,3,Groom,30,0,0.0
145.5,Control,3,Groom,60,30,0.0
145.5,Control,3,Groom,90,60,0.0
145.5,Control,3,Groom,120,90,0.0
145.5,Control,3,Groom,150,120,0.0
145.5,Control,3,Groom,180,150,0.0
145.5,Control,3,Groom,210,180,0.0
145.5,Control,3,Groom,240,210,0.0
145.5,Control,3,Groom,270,240,0.0
145.5,Control,3,Groom,300,270,0.0
145.5,Control,3,Groom,330,300,0.0
145.5,Control,3,Groom,360,330,0.0
145.5,Control,3,Groom,390,360,0.0
145.5,Control,3,Groom,420,390,0.0
145.5,Control,3,Groom,450,420,0.0
145.5,Control,3,Turn,30,0,69.46666666666667
145.5,Control,3,Turn,60,30,37.333333333333336
145.5,Control,3,Turn,90,60,58.666666666666664
145.5,Control,3,Turn,120,90,45.6
145.5,Control,3,Turn,150,120,33.86666666666667
145.5,Control,3,Turn,180,150,66.53333333333333
145.5,Control,3,Turn,210,180,41.733333333333334
145.5,Control,3,Turn,240,210,77.60000000000001
145.5,Control,3,Turn,270,240,36.93333333333333
145.5,Control,3,Turn,300,270,56.8
145.5,Control,3,Turn,330,300,50.93333333333333
145.5,Control,3,Turn,360,330,38.4
145.5,Control,3,Turn,390,360,37.86666666666667
145.5,Control,3,Turn,420,390,54.13333333333333
145.5,Control,3,Turn,450,420,24.666666666666668
145.5,Control,3,Locomotion,30,0,2.933333333333333
145.5,Control,3,Locomotion,60,30,8.533333333333333
145.5,Control,3,Locomotion,90,60,1.3333333333333335
145.5,Control,3,Locomotion,120,90,0.4
145.5,Control,3,Locomotion,150,120,2.4
145.5,Control,3,Locomotion,180,150,2.4
145.5,Control,3,Locomotion,210,180,8.4
145.5,Control,3,Locomotion,240,210,1.4666666666666666
145.5,Control,3,Locomotion,270,240,1.8666666666666671
145.5,Control,3,Locomotion,300,270,2.933333333333333
145.5,Control,3,Locomotion,330,300,2.5333333333333337
145.5,Control,3,Locomotion,360,330,0.0
145.5,Control,3,Locomotion,390,360,3.466666666666667
145.5,Control,3,Locomotion,420,390,4.0
145.5,Control,3,Locomotion,450,420,1.0666666666666669
145.5,Control,3,Climb,30,0,5.866666666666666
145.5,Control,3,Climb,60,30,14.533333333333337
145.5,Control,3,Climb,90,60,14.133333333333336
145.5,Control,3,Climb,120,90,3.2
145.5,Control,3,Climb,150,120,11.066666666666666
145.5,Control,3,Climb,180,150,0.0
145.5,Control,3,Climb,210,180,11.2
145.5,Control,3,Climb,240,210,0.0
145.5,Control,3,Climb,270,240,4.133333333333333
145.5,Control,3,Climb,300,270,6.266666666666667
145.5,Control,3,Climb,330,300,0.0
145.5,Control,3,Climb,360,330,0.0
145.5,Control,3,Climb,390,360,3.0666666666666664
145.5,Control,3,Climb,420,390,0.0
145.5,Control,3,Climb,450,420,0.0
145.5,Control,3,Jump,30,0,0.0
145.5,Control,3,Jump,60,30,0.0
145.5,Control,3,Jump,90,60,1.0666666666666667
145.5,Control,3,Jump,120,90,0.0
145.5,Control,3,Jump,150,120,1.2
145.5,Control,3,Jump,180,150,0.0
145.5,Control,3,Jump,210,180,0.5333333333333333
145.5,Control,3,Jump,240,210,0.1333333333333333
145.5,Control,3,Jump,270,240,0.0
145.5,Control,3,Jump,300,270,1.4666666666666666
145.5,Control,3,Jump,330,300,0.0
145.5,Control,3,Jump,360,330,0.0
145.5,Control,3,Jump,390,360,0.9333333333333336
145.5,Control,3,Jump,420,390,1.4666666666666668
145.5,Control,3,Jump,450,420,0.0
146.6,Control,3,Freeze,30,0,2.666666666666667
146.6,Control,3,Freeze,60,30,0.6666666666666667
146.6,Control,3,Freeze,90,60,2.1333333333333333
146.6,Control,3,Freeze,120,90,1.866666666666667
146.6,Control,3,Freeze,150,120,33.06666666666666
146.6,Control,3,Freeze,180,150,16.400000000000002
146.6,Control,3,Freeze,210,180,31.6
146.6,Control,3,Freeze,240,210,84.0
146.6,Control,3,Freeze,270,240,63.46666666666667
146.6,Control,3,Freeze,300,270,55.866666666666674
146.6,Control,3,Freeze,330,300,73.86666666666666
146.6,Control,3,Freeze,360,330,49.06666666666666
146.6,Control,3,Freeze,390,360,59.33333333333334
146.6,Control,3,Freeze,420,390,62.53333333333333
146.6,Control,3,Freeze,450,420,82.13333333333333
146.6,Control,3,Sniff,30,0,0.0
146.6,Control,3,Sniff,60,30,0.0
146.6,Control,3,Sniff,90,60,3.333333333333333
146.6,Control,3,Sniff,120,90,0.0
146.6,Control,3,Sniff,150,120,0.0
146.6,Control,3,Sniff,180,150,0.0
146.6,Control,3,Sniff,210,180,5.2
146.6,Control,3,Sniff,240,210,3.8666666666666663
146.6,Control,3,Sniff,270,240,4.0
146.6,Control,3,Sniff,300,270,0.0
146.6,Control,3,Sniff,330,300,7.199999999999999
146.6,Control,3,Sniff,360,330,0.0
146.6,Control,3,Sniff,390,360,0.0
146.6,Control,3,Sniff,420,390,0.0
146.6,Control,3,Sniff,450,420,4.533333333333333
146.6,Control,3,Groom,30,0,0.0
146.6,Control,3,Groom,60,30,0.0
146.6,Control,3,Groom,90,60,0.0
146.6,Control,3,Groom,120,90,0.0
146.6,Control,3,Groom,150,120,0.0
146.6,Control,3,Groom,180,150,0.0
146.6,Control,3,Groom,210,180,0.0
146.6,Control,3,Groom,240,210,0.0
146.6,Control,3,Groom,270,240,0.4
146.6,Control,3,Groom,300,270,0.0
146.6,Control,3,Groom,330,300,0.0
146.6,Control,3,Groom,360,330,0.0
146.6,Control,3,Groom,390,360,0.0
146.6,Control,3,Groom,420,390,0.0
146.6,Control,3,Groom,450,420,0.0
146.6,Control,3,Turn,30,0,52.4
146.6,Control,3,Turn,60,30,72.26666666666667
146.6,Control,3,Turn,90,60,74.8
146.6,Control,3,Turn,120,90,48.53333333333333
146.6,Control,3,Turn,150,120,49.199999999999996
146.6,Control,3,Turn,180,150,53.199999999999996
146.6,Control,3,Turn,210,180,56.0
