syllable,mean_recall,mean_precision,mean_f1,percent_of_total_frames,cumulative_coverage
68,0.17857142857142858,50.0,0.0035587188612099642,0.0017344173441734415,99.97615176151753
77,0.0,0.0,0.0,0.0016260162601626014,99.97777777777769
63,0.0,0.0,0.0,0.0016260162601626014,99.97940379403785
88,0.0,0.0,0.0,0.0016260162601626014,99.98102981029801
74,0.0,0.0,0.0,0.0015176151761517615,99.98254742547417
85,0.04395604395604395,7.6923076923076925,0.0008741258741258742,0.0014092140921409214,99.9839566395663
56,0.0666000666000666,16.666666666666664,0.0013266998341625207,0.0013008130081300813,99.98525745257443
60,0.0251004016064257,12.5,0.000501002004008016,0.0011924119241192412,99.98644986449855
92,0.0,0.0,0.0,0.0011924119241192412,99.98764227642268
61,0.12550200803212852,50.0,0.002503755633450175,0.0011924119241192412,99.9888346883468
73,0.0,0.0,0.0,0.0011924119241192412,99.99002710027092
79,0.047778308647873864,16.666666666666664,0.0009528346831824677,0.001084010840108401,99.99111111111102
66,0.0,0.0,0.0,0.001084010840108401,99.99219512195113
70,0.0,0.0,0.0,0.000975609756097561,99.99317073170722
52,0.0,0.0,0.0,0.000975609756097561,99.99414634146332
95,0.0,0.0,0.0,0.0008672086720867208,99.99501355013541
71,0.0,0.0,0.0,0.0008672086720867208,99.9958807588075
82,0.0,0.0,0.0,0.0008672086720867208,99.99674796747959
93,0.0,0.0,0.0,0.0006504065040650406,99.99739837398366
62,0.0,0.0,0.0,0.0006504065040650406,99.99804878048772
69,0.0,0.0,0.0,0.0005420054200542005,99.99859078590778
91,0.0,0.0,0.0,0.0003252032520325203,99.99891598915981
94,0.0,0.0,0.0,0.0003252032520325203,99.99924119241184
72,0.0,0.0,0.0,0.0003252032520325203,99.99956639566388
80,0.0,0.0,0.0,0.0002168021680216802,99.9997831978319
83,0.0,0.0,0.0,0.0002168021680216802,99.99999999999993
