Animal,Condition,Time Bin,Syllable,Experiment,Percentage
23.4,ELS,120.0,41,1,2.666666666666667
23.4,ELS,120.0,111,1,2.533333333333333
23.4,ELS,150.0,0,1,7.066666666666667
23.4,ELS,150.0,1,1,31.466666666666665
23.4,ELS,150.0,2,1,7.199999999999999
23.4,ELS,150.0,3,1,1.7333333333333332
23.4,ELS,150.0,5,1,21.066666666666666
23.4,ELS,150.0,7,1,2.4
23.4,ELS,150.0,11,1,4.3999999999999995
23.4,ELS,150.0,14,1,3.3333333333333335
23.4,ELS,150.0,15,1,2.533333333333333
23.4,ELS,150.0,16,1,0.8
23.4,ELS,150.0,25,1,4.933333333333334
23.4,ELS,150.0,41,1,1.0666666666666667
23.4,ELS,150.0,111,1,12.0
23.4,ELS,180.0,0,1,4.666666666666667
23.4,ELS,180.0,1,1,19.066666666666666
23.4,ELS,180.0,2,1,2.4
23.4,ELS,180.0,3,1,5.2
23.4,ELS,180.0,4,1,13.733333333333334
23.4,ELS,180.0,5,1,23.066666666666666
23.4,ELS,180.0,6,1,4.533333333333333
23.4,ELS,180.0,7,1,5.466666666666667
23.4,ELS,180.0,9,1,1.7333333333333332
23.4,ELS,180.0,10,1,0.6666666666666667
23.4,ELS,180.0,12,1,3.5999999999999996
23.4,ELS,180.0,14,1,2.933333333333333
23.4,ELS,180.0,15,1,4.533333333333333
23.4,ELS,180.0,16,1,0.5333333333333333
23.4,ELS,180.0,19,1,3.2
23.4,ELS,180.0,29,1,1.7333333333333332
23.4,ELS,180.0,32,1,2.666666666666667
23.4,ELS,180.0,111,1,0.26666666666666666
23.4,ELS,210.0,0,1,20.0
23.4,ELS,210.0,1,1,18.8
23.4,ELS,210.0,2,1,24.53333333333333
23.4,ELS,210.0,3,1,7.733333333333333
23.4,ELS,210.0,5,1,4.666666666666667
23.4,ELS,210.0,9,1,0.8
23.4,ELS,210.0,10,1,0.13333333333333333
23.4,ELS,210.0,11,1,0.8
23.4,ELS,210.0,12,1,0.5333333333333333
23.4,ELS,210.0,13,1,5.733333333333333
23.4,ELS,210.0,15,1,9.866666666666667
23.4,ELS,210.0,19,1,2.533333333333333
23.4,ELS,210.0,20,1,1.866666666666667
23.4,ELS,210.0,111,1,2.0
23.4,ELS,240.0,0,1,18.933333333333334
23.4,ELS,240.0,1,1,32.800000000000004
23.4,ELS,240.0,3,1,21.2
23.4,ELS,240.0,5,1,15.066666666666666
23.4,ELS,240.0,6,1,1.3333333333333335
23.4,ELS,240.0,7,1,3.0666666666666664
23.4,ELS,240.0,11,1,1.2
23.4,ELS,240.0,15,1,2.533333333333333
23.4,ELS,240.0,32,1,2.2666666666666666
23.4,ELS,240.0,33,1,0.8
23.4,ELS,240.0,41,1,0.8
23.4,ELS,270.0,0,1,19.066666666666666
23.4,ELS,270.0,1,1,9.2
23.4,ELS,270.0,2,1,11.200000000000001
23.4,ELS,270.0,3,1,16.400000000000002
23.4,ELS,270.0,5,1,4.533333333333333
23.4,ELS,270.0,10,1,6.133333333333333
23.4,ELS,270.0,11,1,5.333333333333334
23.4,ELS,270.0,12,1,1.3333333333333335
23.4,ELS,270.0,13,1,18.933333333333334
23.4,ELS,270.0,15,1,0.6666666666666667
23.4,ELS,270.0,16,1,1.866666666666667
23.4,ELS,270.0,21,1,2.666666666666667
23.4,ELS,270.0,30,1,2.4
23.4,ELS,270.0,34,1,0.26666666666666666
23.4,ELS,300.0,0,1,14.533333333333335
23.4,ELS,300.0,1,1,24.53333333333333
23.4,ELS,300.0,2,1,2.666666666666667
23.4,ELS,300.0,3,1,3.0666666666666664
23.4,ELS,300.0,5,1,18.266666666666666
23.4,ELS,300.0,6,1,1.6
23.4,ELS,300.0,7,1,0.5333333333333333
23.4,ELS,300.0,11,1,8.133333333333333
23.4,ELS,300.0,13,1,1.3333333333333335
23.4,ELS,300.0,15,1,2.4
23.4,ELS,300.0,16,1,1.0666666666666667
23.4,ELS,300.0,20,1,1.7333333333333332
23.4,ELS,300.0,23,1,1.0666666666666667
23.4,ELS,300.0,28,1,8.133333333333333
23.4,ELS,300.0,37,1,10.933333333333334
23.4,ELS,330.0,0,1,19.866666666666667
23.4,ELS,330.0,1,1,13.200000000000001
23.4,ELS,330.0,2,1,24.666666666666668
23.4,ELS,330.0,3,1,12.533333333333333
23.4,ELS,330.0,4,1,8.533333333333333
23.4,ELS,330.0,5,1,2.2666666666666666
23.4,ELS,330.0,6,1,8.933333333333334
23.4,ELS,330.0,7,1,2.2666666666666666
23.4,ELS,330.0,8,1,0.5333333333333333
23.4,ELS,330.0,10,1,0.13333333333333333
23.4,ELS,330.0,16,1,0.5333333333333333
23.4,ELS,330.0,17,1,1.4666666666666666
23.4,ELS,330.0,19,1,1.0666666666666667
23.4,ELS,330.0,111,1,4.0
23.4,ELS,360.0,0,1,32.13333333333333
23.4,ELS,360.0,1,1,33.733333333333334
23.4,ELS,360.0,3,1,12.666666666666668
23.4,ELS,360.0,5,1,13.200000000000001
23.4,ELS,360.0,6,1,1.2
23.4,ELS,360.0,7,1,4.533333333333333
23.4,ELS,360.0,9,1,0.8
23.4,ELS,360.0,10,1,0.5333333333333333
23.4,ELS,360.0,11,1,0.5333333333333333
23.4,ELS,360.0,14,1,0.6666666666666667
23.4,ELS,390.0,0,1,23.066666666666666
23.4,ELS,390.0,1,1,15.333333333333332
23.4,ELS,390.0,2,1,8.799999999999999
23.4,ELS,390.0,3,1,14.533333333333335
23.4,ELS,390.0,4,1,8.4
23.4,ELS,390.0,5,1,4.3999999999999995
23.4,ELS,390.0,6,1,4.666666666666667
23.4,ELS,390.0,10,1,1.2
23.4,ELS,390.0,12,1,0.26666666666666666
23.4,ELS,390.0,14,1,5.2
23.4,ELS,390.0,15,1,1.0666666666666667
23.4,ELS,390.0,16,1,0.26666666666666666
23.4,ELS,390.0,17,1,6.0
23.4,ELS,390.0,20,1,5.6000000000000005
23.4,ELS,390.0,24,1,1.0666666666666667
23.4,ELS,390.0,33,1,0.13333333333333333
23.4,ELS,420.0,0,1,35.199999999999996
23.4,ELS,420.0,1,1,16.933333333333334
23.4,ELS,420.0,2,1,5.866666666666666
23.4,ELS,420.0,3,1,2.666666666666667
23.4,ELS,420.0,4,1,0.8
23.4,ELS,420.0,5,1,17.066666666666666
23.4,ELS,420.0,6,1,0.4
23.4,ELS,420.0,7,1,2.533333333333333
23.4,ELS,420.0,10,1,0.13333333333333333
23.4,ELS,420.0,11,1,1.3333333333333335
23.4,ELS,420.0,13,1,10.666666666666668
23.4,ELS,420.0,14,1,0.8
23.4,ELS,420.0,15,1,4.3999999999999995
23.4,ELS,420.0,16,1,0.8
23.4,ELS,420.0,19,1,0.4
25.1,ELS,0.0,1,1,7.066666666666667
25.1,ELS,0.0,2,1,8.933333333333334
25.1,ELS,0.0,3,1,28.000000000000004
25.1,ELS,0.0,4,1,8.266666666666666
25.1,ELS,0.0,7,1,1.7333333333333332
25.1,ELS,0.0,8,1,0.4
25.1,ELS,0.0,10,1,4.666666666666667
25.1,ELS,0.0,12,1,4.3999999999999995
25.1,ELS,0.0,19,1,0.9333333333333335
25.1,ELS,0.0,20,1,7.066666666666667
25.1,ELS,0.0,21,1,3.5999999999999996
25.1,ELS,0.0,25,1,3.0666666666666664
25.1,ELS,0.0,27,1,21.866666666666667
25.1,ELS,30.0,0,1,4.0
25.1,ELS,30.0,1,1,6.0
25.1,ELS,30.0,2,1,3.8666666666666667
25.1,ELS,30.0,3,1,50.66666666666667
25.1,ELS,30.0,4,1,1.3333333333333335
25.1,ELS,30.0,7,1,9.333333333333334
25.1,ELS,30.0,8,1,0.13333333333333333
25.1,ELS,30.0,10,1,1.3333333333333335
25.1,ELS,30.0,12,1,1.6
25.1,ELS,30.0,22,1,5.333333333333334
25.1,ELS,30.0,24,1,0.26666666666666666
25.1,ELS,30.0,27,1,14.799999999999999
25.1,ELS,30.0,29,1,0.4
25.1,ELS,30.0,31,1,0.9333333333333335
25.1,ELS,60.0,0,1,2.666666666666667
25.1,ELS,60.0,1,1,26.0
25.1,ELS,60.0,2,1,21.73333333333333
25.1,ELS,60.0,3,1,24.266666666666666
25.1,ELS,60.0,5,1,6.266666666666667
25.1,ELS,60.0,6,1,2.8000000000000003
25.1,ELS,60.0,10,1,1.6
25.1,ELS,60.0,12,1,1.4666666666666666
25.1,ELS,60.0,15,1,1.0666666666666667
25.1,ELS,60.0,16,1,0.9333333333333335
25.1,ELS,60.0,22,1,5.066666666666666
25.1,ELS,60.0,27,1,4.133333333333333
25.1,ELS,60.0,32,1,2.0
25.1,ELS,90.0,0,1,5.466666666666667
25.1,ELS,90.0,1,1,37.06666666666666
25.1,ELS,90.0,2,1,11.733333333333333
25.1,ELS,90.0,3,1,9.733333333333333
25.1,ELS,90.0,4,1,2.666666666666667
25.1,ELS,90.0,5,1,6.800000000000001
25.1,ELS,90.0,6,1,1.4666666666666666
25.1,ELS,90.0,7,1,2.1333333333333333
25.1,ELS,90.0,10,1,1.0666666666666667
25.1,ELS,90.0,15,1,1.2
25.1,ELS,90.0,20,1,3.3333333333333335
25.1,ELS,90.0,21,1,0.8
25.1,ELS,90.0,27,1,8.4
25.1,ELS,90.0,37,1,8.133333333333333
25.1,ELS,120.0,0,1,11.066666666666666
25.1,ELS,120.0,1,1,15.733333333333333
25.1,ELS,120.0,2,1,16.53333333333333
25.1,ELS,120.0,3,1,17.733333333333334
25.1,ELS,120.0,4,1,5.733333333333333
25.1,ELS,120.0,5,1,2.1333333333333333
25.1,ELS,120.0,6,1,3.2
25.1,ELS,120.0,8,1,0.13333333333333333
25.1,ELS,120.0,10,1,0.6666666666666667
25.1,ELS,120.0,11,1,1.0666666666666667
25.1,ELS,120.0,13,1,24.0
25.1,ELS,120.0,15,1,0.4
25.1,ELS,120.0,29,1,0.13333333333333333
25.1,ELS,120.0,33,1,0.6666666666666667
25.1,ELS,120.0,42,1,0.8
25.1,ELS,150.0,0,1,3.8666666666666667
25.1,ELS,150.0,1,1,40.13333333333333
25.1,ELS,150.0,2,1,9.466666666666667
25.1,ELS,150.0,3,1,26.400000000000002
25.1,ELS,150.0,4,1,1.0666666666666667
25.1,ELS,150.0,5,1,8.799999999999999
25.1,ELS,150.0,7,1,1.7333333333333332
25.1,ELS,150.0,8,1,0.5333333333333333
25.1,ELS,150.0,9,1,0.13333333333333333
25.1,ELS,150.0,11,1,1.6
25.1,ELS,150.0,16,1,1.2
25.1,ELS,150.0,20,1,4.133333333333333
25.1,ELS,150.0,34,1,0.26666666666666666
25.1,ELS,150.0,36,1,0.6666666666666667
25.1,ELS,180.0,0,1,4.933333333333334
25.1,ELS,180.0,1,1,16.8
25.1,ELS,180.0,2,1,15.066666666666666
25.1,ELS,180.0,3,1,15.2
25.1,ELS,180.0,4,1,2.4
25.1,ELS,180.0,5,1,1.866666666666667
25.1,ELS,180.0,6,1,1.4666666666666666
25.1,ELS,180.0,9,1,1.2
25.1,ELS,180.0,10,1,3.0666666666666664
25.1,ELS,180.0,12,1,2.666666666666667
25.1,ELS,180.0,17,1,1.7333333333333332
25.1,ELS,180.0,18,1,8.133333333333333
25.1,ELS,180.0,21,1,0.9333333333333335
25.1,ELS,180.0,22,1,2.533333333333333
25.1,ELS,180.0,23,1,1.0666666666666667
25.1,ELS,180.0,27,1,16.400000000000002
25.1,ELS,180.0,29,1,1.0666666666666667
25.1,ELS,180.0,30,1,0.8
25.1,ELS,180.0,31,1,0.4
25.1,ELS,180.0,34,1,2.2666666666666666
25.1,ELS,210.0,0,1,26.400000000000002
25.1,ELS,210.0,1,1,41.6
25.1,ELS,210.0,2,1,13.066666666666665
25.1,ELS,210.0,4,1,0.6666666666666667
25.1,ELS,210.0,5,1,3.0666666666666664
25.1,ELS,210.0,6,1,1.6
25.1,ELS,210.0,10,1,0.5333333333333333
25.1,ELS,210.0,13,1,3.0666666666666664
25.1,ELS,210.0,15,1,1.3333333333333335
25.1,ELS,210.0,16,1,0.26666666666666666
25.1,ELS,210.0,20,1,3.8666666666666667
25.1,ELS,210.0,30,1,1.0666666666666667
25.1,ELS,210.0,35,1,1.866666666666667
25.1,ELS,210.0,76,1,1.2
25.1,ELS,210.0,91,1,0.4
25.1,ELS,240.0,0,1,14.266666666666666
25.1,ELS,240.0,1,1,19.2
25.1,ELS,240.0,2,1,10.266666666666667
25.1,ELS,240.0,3,1,3.5999999999999996
25.1,ELS,240.0,4,1,8.133333333333333
25.1,ELS,240.0,5,1,8.799999999999999
25.1,ELS,240.0,6,1,1.4666666666666666
25.1,ELS,240.0,7,1,2.4
25.1,ELS,240.0,8,1,0.9333333333333335
25.1,ELS,240.0,9,1,0.13333333333333333
25.1,ELS,240.0,12,1,3.5999999999999996
25.1,ELS,240.0,17,1,4.533333333333333
25.1,ELS,240.0,21,1,0.5333333333333333
25.1,ELS,240.0,24,1,0.26666666666666666
25.1,ELS,240.0,25,1,1.0666666666666667
25.1,ELS,240.0,30,1,0.26666666666666666
25.1,ELS,240.0,33,1,1.4666666666666666
25.1,ELS,240.0,35,1,1.2
25.1,ELS,240.0,37,1,17.866666666666667
25.1,ELS,270.0,0,1,24.266666666666666
25.1,ELS,270.0,1,1,12.8
25.1,ELS,270.0,2,1,12.8
25.1,ELS,270.0,3,1,6.933333333333333
25.1,ELS,270.0,4,1,0.4
25.1,ELS,270.0,5,1,3.5999999999999996
25.1,ELS,270.0,6,1,4.8
25.1,ELS,270.0,8,1,0.8
25.1,ELS,270.0,9,1,0.26666666666666666
25.1,ELS,270.0,12,1,1.4666666666666666
25.1,ELS,270.0,13,1,2.1333333333333333
25.1,ELS,270.0,19,1,2.8000000000000003
25.1,ELS,270.0,21,1,3.3333333333333335
25.1,ELS,270.0,22,1,2.4
25.1,ELS,270.0,25,1,2.4
25.1,ELS,270.0,27,1,12.8
25.1,ELS,270.0,29,1,0.9333333333333335
25.1,ELS,270.0,32,1,1.7333333333333332
25.1,ELS,270.0,60,1,0.13333333333333333
25.1,ELS,270.0,87,1,3.2
25.1,ELS,300.0,0,1,27.866666666666667
25.1,ELS,300.0,1,1,25.866666666666667
25.1,ELS,300.0,3,1,12.533333333333333
25.1,ELS,300.0,4,1,1.2
25.1,ELS,300.0,5,1,9.333333333333334
25.1,ELS,300.0,6,1,12.0
25.1,ELS,300.0,7,1,1.0666666666666667
25.1,ELS,300.0,8,1,1.4666666666666666
25.1,ELS,300.0,13,1,3.4666666666666663
25.1,ELS,300.0,15,1,0.6666666666666667
25.1,ELS,300.0,25,1,2.4
25.1,ELS,300.0,31,1,0.4
25.1,ELS,300.0,43,1,0.9333333333333335
25.1,ELS,300.0,60,1,0.8
25.1,ELS,330.0,0,1,22.133333333333333
25.1,ELS,330.0,1,1,28.133333333333333
25.1,ELS,330.0,2,1,20.933333333333334
25.1,ELS,330.0,3,1,13.866666666666665
25.1,ELS,330.0,5,1,1.4666666666666666
25.1,ELS,330.0,8,1,0.13333333333333333
25.1,ELS,330.0,9,1,1.2
25.1,ELS,330.0,10,1,0.9333333333333335
25.1,ELS,330.0,13,1,7.733333333333333
25.1,ELS,330.0,15,1,1.0666666666666667
25.1,ELS,330.0,19,1,0.5333333333333333
25.1,ELS,330.0,27,1,1.866666666666667
25.1,ELS,360.0,0,1,8.266666666666666
25.1,ELS,360.0,1,1,12.266666666666666
25.1,ELS,360.0,2,1,8.799999999999999
25.1,ELS,360.0,3,1,1.866666666666667
25.1,ELS,360.0,4,1,14.266666666666666
25.1,ELS,360.0,5,1,1.6
25.1,ELS,360.0,6,1,8.799999999999999
25.1,ELS,360.0,7,1,0.26666666666666666
25.1,ELS,360.0,8,1,0.9333333333333335
25.1,ELS,360.0,9,1,1.866666666666667
25.1,ELS,360.0,11,1,2.1333333333333333
25.1,ELS,360.0,17,1,2.533333333333333
25.1,ELS,360.0,22,1,5.866666666666666
25.1,ELS,360.0,23,1,0.26666666666666666
25.1,ELS,360.0,24,1,0.26666666666666666
25.1,ELS,360.0,27,1,2.933333333333333
25.1,ELS,360.0,28,1,10.133333333333333
25.1,ELS,360.0,29,1,0.26666666666666666
25.1,ELS,360.0,30,1,2.8000000000000003
25.1,ELS,360.0,31,1,2.2666666666666666
25.1,ELS,360.0,34,1,0.8
25.1,ELS,360.0,35,1,2.533333333333333
25.1,ELS,360.0,38,1,2.0
25.1,ELS,360.0,39,1,6.266666666666667
25.1,ELS,390.0,0,1,6.933333333333333
25.1,ELS,390.0,1,1,33.33333333333333
25.1,ELS,390.0,2,1,6.133333333333333
25.1,ELS,390.0,3,1,3.0666666666666664
25.1,ELS,390.0,4,1,4.933333333333334
25.1,ELS,390.0,5,1,12.933333333333334
25.1,ELS,390.0,7,1,2.2666666666666666
25.1,ELS,390.0,8,1,0.13333333333333333
25.1,ELS,390.0,9,1,0.4
25.1,ELS,390.0,10,1,4.666666666666667
25.1,ELS,390.0,13,1,12.933333333333334
25.1,ELS,390.0,16,1,0.9333333333333335
25.1,ELS,390.0,17,1,3.8666666666666667
25.1,ELS,390.0,22,1,4.133333333333333
25.1,ELS,390.0,33,1,0.9333333333333335
25.1,ELS,390.0,35,1,2.0
25.1,ELS,390.0,62,1,0.4
25.1,ELS,420.0,0,1,40.53333333333333
25.1,ELS,420.0,1,1,46.13333333333333
25.1,ELS,420.0,2,1,2.8000000000000003
25.1,ELS,420.0,5,1,8.933333333333334
25.1,ELS,420.0,35,1,1.6
26.4,ELS,0.0,0,1,3.0666666666666664
26.4,ELS,0.0,1,1,4.8
26.4,ELS,0.0,2,1,58.4
26.4,ELS,0.0,3,1,6.800000000000001
26.4,ELS,0.0,4,1,0.6666666666666667
26.4,ELS,0.0,6,1,6.4
26.4,ELS,0.0,10,1,3.4666666666666663
26.4,ELS,0.0,11,1,4.933333333333334
26.4,ELS,0.0,12,1,3.733333333333334
26.4,ELS,0.0,14,1,2.8000000000000003
26.4,ELS,0.0,15,1,0.26666666666666666
26.4,ELS,0.0,111,1,4.666666666666667
26.4,ELS,30.0,0,1,11.466666666666667
26.4,ELS,30.0,1,1,18.0
26.4,ELS,30.0,2,1,8.133333333333333
26.4,ELS,30.0,3,1,37.86666666666667
26.4,ELS,30.0,5,1,10.266666666666667
26.4,ELS,30.0,9,1,0.6666666666666667
26.4,ELS,30.0,10,1,5.066666666666666
26.4,ELS,30.0,12,1,2.1333333333333333
26.4,ELS,30.0,14,1,5.2
26.4,ELS,30.0,17,1,1.2
26.4,ELS,60.0,0,1,5.2
26.4,ELS,60.0,1,1,19.733333333333334
26.4,ELS,60.0,2,1,29.86666666666667
26.4,ELS,60.0,3,1,13.866666666666665
26.4,ELS,60.0,5,1,13.733333333333334
26.4,ELS,60.0,6,1,0.9333333333333335
26.4,ELS,60.0,10,1,2.2666666666666666
26.4,ELS,60.0,11,1,1.2
26.4,ELS,60.0,14,1,8.133333333333333
26.4,ELS,60.0,16,1,0.9333333333333335
26.4,ELS,60.0,19,1,0.4
26.4,ELS,60.0,25,1,3.0666666666666664
26.4,ELS,60.0,29,1,0.6666666666666667
26.4,ELS,90.0,0,1,1.6
26.4,ELS,90.0,1,1,62.133333333333326
26.4,ELS,90.0,2,1,10.666666666666668
26.4,ELS,90.0,5,1,6.800000000000001
26.4,ELS,90.0,10,1,9.333333333333334
26.4,ELS,90.0,11,1,0.5333333333333333
26.4,ELS,90.0,14,1,2.2666666666666666
26.4,ELS,90.0,111,1,6.666666666666667
26.4,ELS,120.0,0,1,9.2
26.4,ELS,120.0,1,1,13.066666666666665
26.4,ELS,120.0,2,1,4.3999999999999995
26.4,ELS,120.0,3,1,9.466666666666667
26.4,ELS,120.0,5,1,10.266666666666667
26.4,ELS,120.0,6,1,12.133333333333333
26.4,ELS,120.0,7,1,1.4666666666666666
26.4,ELS,120.0,10,1,11.333333333333332
26.4,ELS,120.0,11,1,4.266666666666667
26.4,ELS,120.0,14,1,1.6
26.4,ELS,120.0,15,1,1.866666666666667
26.4,ELS,120.0,19,1,0.4
26.4,ELS,120.0,27,1,5.466666666666667
26.4,ELS,120.0,28,1,1.866666666666667
26.4,ELS,120.0,111,1,13.200000000000001
26.4,ELS,150.0,0,1,19.866666666666667
26.4,ELS,150.0,1,1,9.866666666666667
26.4,ELS,150.0,2,1,26.0
26.4,ELS,150.0,3,1,13.333333333333334
26.4,ELS,150.0,10,1,6.933333333333333
26.4,ELS,150.0,13,1,5.066666666666666
26.4,ELS,150.0,16,1,1.2
26.4,ELS,150.0,18,1,6.666666666666667
26.4,ELS,150.0,111,1,11.066666666666666
26.4,ELS,180.0,0,1,0.6666666666666667
26.4,ELS,180.0,1,1,45.46666666666667
26.4,ELS,180.0,2,1,19.466666666666665
26.4,ELS,180.0,4,1,0.6666666666666667
26.4,ELS,180.0,5,1,12.8
26.4,ELS,180.0,8,1,0.26666666666666666
26.4,ELS,180.0,9,1,0.13333333333333333
26.4,ELS,180.0,10,1,14.933333333333335
26.4,ELS,180.0,16,1,1.2
26.4,ELS,180.0,21,1,1.0666666666666667
26.4,ELS,180.0,25,1,1.3333333333333335
26.4,ELS,180.0,29,1,2.0
26.4,ELS,210.0,0,1,59.06666666666667
26.4,ELS,210.0,1,1,24.53333333333333
26.4,ELS,210.0,2,1,0.9333333333333335
26.4,ELS,210.0,3,1,11.200000000000001
26.4,ELS,210.0,6,1,3.2
26.4,ELS,210.0,21,1,1.0666666666666667
26.4,ELS,240.0,0,1,26.8
26.4,ELS,240.0,1,1,36.4
26.4,ELS,240.0,2,1,6.266666666666667
26.4,ELS,240.0,3,1,5.466666666666667
26.4,ELS,240.0,5,1,8.933333333333334
26.4,ELS,240.0,7,1,4.3999999999999995
26.4,ELS,240.0,13,1,11.333333333333332
26.4,ELS,240.0,14,1,0.26666666666666666
26.4,ELS,240.0,17,1,0.13333333333333333
26.4,ELS,270.0,0,1,7.733333333333333
26.4,ELS,270.0,1,1,32.93333333333333
26.4,ELS,270.0,2,1,7.199999999999999
26.4,ELS,270.0,3,1,22.8
26.4,ELS,270.0,5,1,9.066666666666666
26.4,ELS,270.0,9,1,1.0666666666666667
26.4,ELS,270.0,10,1,4.133333333333333
26.4,ELS,270.0,12,1,5.333333333333334
26.4,ELS,270.0,14,1,2.933333333333333
26.4,ELS,270.0,16,1,3.3333333333333335
26.4,ELS,270.0,22,1,1.4666666666666666
26.4,ELS,270.0,29,1,0.4
26.4,ELS,270.0,48,1,1.6
26.4,ELS,300.0,0,1,42.66666666666667
26.4,ELS,300.0,1,1,18.133333333333333
26.4,ELS,300.0,2,1,0.5333333333333333
26.4,ELS,300.0,3,1,29.46666666666667
26.4,ELS,300.0,5,1,2.0
26.4,ELS,300.0,10,1,2.0
26.4,ELS,300.0,11,1,0.6666666666666667
26.4,ELS,300.0,13,1,3.3333333333333335
26.4,ELS,300.0,23,1,1.2
26.4,ELS,330.0,0,1,47.06666666666667
26.4,ELS,330.0,1,1,26.13333333333333
26.4,ELS,330.0,3,1,2.2666666666666666
26.4,ELS,330.0,10,1,0.6666666666666667
26.4,ELS,330.0,13,1,23.866666666666667
26.4,ELS,360.0,0,1,47.86666666666667
26.4,ELS,360.0,1,1,36.93333333333334
26.4,ELS,360.0,2,1,1.4666666666666666
26.4,ELS,360.0,6,1,7.199999999999999
26.4,ELS,360.0,10,1,1.4666666666666666
26.4,ELS,360.0,16,1,0.5333333333333333
26.4,ELS,360.0,19,1,0.4
26.4,ELS,360.0,23,1,2.4
26.4,ELS,360.0,39,1,1.7333333333333332
26.4,ELS,390.0,0,1,61.06666666666667
26.4,ELS,390.0,1,1,18.266666666666666
26.4,ELS,390.0,2,1,2.0
26.4,ELS,390.0,3,1,3.5999999999999996
26.4,ELS,390.0,4,1,4.266666666666667
26.4,ELS,390.0,13,1,10.8
26.4,ELS,420.0,0,1,82.93333333333334
26.4,ELS,420.0,1,1,9.466666666666667
26.4,ELS,420.0,3,1,2.933333333333333
26.4,ELS,420.0,20,1,4.666666666666667
32.2,ELS,0.0,0,1,8.133333333333333
32.2,ELS,0.0,1,1,2.533333333333333
32.2,ELS,0.0,2,1,15.333333333333332
32.2,ELS,0.0,3,1,9.066666666666666
32.2,ELS,0.0,4,1,6.933333333333333
32.2,ELS,0.0,5,1,12.8
32.2,ELS,0.0,6,1,10.266666666666667
32.2,ELS,0.0,7,1,0.8
32.2,ELS,0.0,8,1,0.4
32.2,ELS,0.0,9,1,0.5333333333333333
32.2,ELS,0.0,11,1,2.0
32.2,ELS,0.0,15,1,0.6666666666666667
32.2,ELS,0.0,18,1,12.4
32.2,ELS,0.0,20,1,3.8666666666666667
32.2,ELS,0.0,27,1,9.066666666666666
32.2,ELS,0.0,111,1,5.2
32.2,ELS,30.0,0,1,1.3333333333333335
32.2,ELS,30.0,1,1,4.266666666666667
32.2,ELS,30.0,2,1,49.06666666666666
32.2,ELS,30.0,3,1,1.3333333333333335
32.2,ELS,30.0,5,1,6.133333333333333
32.2,ELS,30.0,6,1,9.733333333333333
32.2,ELS,30.0,11,1,2.933333333333333
32.2,ELS,30.0,25,1,3.733333333333334
32.2,ELS,30.0,27,1,16.8
32.2,ELS,30.0,111,1,4.666666666666667
32.2,ELS,60.0,1,1,29.599999999999998
32.2,ELS,60.0,2,1,9.6
32.2,ELS,60.0,3,1,2.666666666666667
32.2,ELS,60.0,5,1,13.866666666666665
32.2,ELS,60.0,11,1,2.933333333333333
32.2,ELS,60.0,13,1,6.533333333333332
32.2,ELS,60.0,14,1,1.0666666666666667
32.2,ELS,60.0,19,1,0.8
32.2,ELS,60.0,26,1,10.133333333333333
32.2,ELS,60.0,27,1,7.333333333333333
32.2,ELS,60.0,111,1,15.466666666666667
32.2,ELS,90.0,0,1,14.399999999999999
32.2,ELS,90.0,1,1,14.133333333333335
32.2,ELS,90.0,2,1,8.799999999999999
32.2,ELS,90.0,4,1,17.066666666666666
32.2,ELS,90.0,5,1,9.2
32.2,ELS,90.0,6,1,0.8
32.2,ELS,90.0,7,1,1.4666666666666666
32.2,ELS,90.0,8,1,1.6
32.2,ELS,90.0,13,1,13.200000000000001
32.2,ELS,90.0,17,1,2.0
32.2,ELS,90.0,18,1,8.799999999999999
32.2,ELS,90.0,24,1,1.0666666666666667
32.2,ELS,90.0,31,1,2.4
32.2,ELS,90.0,36,1,1.3333333333333335
32.2,ELS,90.0,111,1,3.733333333333334
32.2,ELS,120.0,1,1,37.733333333333334
32.2,ELS,120.0,4,1,9.2
32.2,ELS,120.0,5,1,3.2
32.2,ELS,120.0,6,1,8.4
32.2,ELS,120.0,7,1,6.266666666666667
32.2,ELS,120.0,8,1,0.13333333333333333
32.2,ELS,120.0,9,1,0.6666666666666667
32.2,ELS,120.0,11,1,1.4666666666666666
32.2,ELS,120.0,12,1,2.4
32.2,ELS,120.0,27,1,20.0
32.2,ELS,120.0,29,1,0.13333333333333333
32.2,ELS,120.0,111,1,10.4
32.2,ELS,150.0,0,1,7.199999999999999
32.2,ELS,150.0,1,1,21.2
32.2,ELS,150.0,2,1,5.333333333333334
32.2,ELS,150.0,3,1,6.666666666666667
32.2,ELS,150.0,5,1,18.8
32.2,ELS,150.0,6,1,12.4
32.2,ELS,150.0,7,1,4.0
32.2,ELS,150.0,10,1,4.533333333333333
32.2,ELS,150.0,11,1,2.4
32.2,ELS,150.0,18,1,9.6
32.2,ELS,150.0,27,1,7.866666666666666
32.2,ELS,180.0,0,1,4.133333333333333
32.2,ELS,180.0,1,1,19.066666666666666
32.2,ELS,180.0,2,1,12.4
32.2,ELS,180.0,3,1,19.066666666666666
32.2,ELS,180.0,5,1,6.0
32.2,ELS,180.0,7,1,0.8
32.2,ELS,180.0,9,1,0.8
32.2,ELS,180.0,10,1,0.13333333333333333
32.2,ELS,180.0,11,1,0.8
32.2,ELS,180.0,14,1,2.666666666666667
32.2,ELS,180.0,18,1,6.800000000000001
32.2,ELS,180.0,20,1,2.0
