Animal,Condition,Time Bin,Syllable,Experiment,Percentage
150.3,ELS,90.0,1,3,30.266666666666666
150.3,ELS,90.0,5,3,9.733333333333333
150.3,ELS,90.0,6,3,15.2
150.3,ELS,90.0,7,3,1.7333333333333332
150.3,ELS,90.0,14,3,0.9333333333333335
150.3,ELS,90.0,20,3,0.8
150.3,ELS,90.0,27,3,12.266666666666666
150.3,ELS,90.0,37,3,18.8
150.3,ELS,120.0,0,3,3.0666666666666664
150.3,ELS,120.0,1,3,34.266666666666666
150.3,ELS,120.0,2,3,5.866666666666666
150.3,ELS,120.0,3,3,4.133333333333333
150.3,ELS,120.0,7,3,1.0666666666666667
150.3,ELS,120.0,11,3,0.6666666666666667
150.3,ELS,120.0,13,3,2.2666666666666666
150.3,ELS,120.0,18,3,19.333333333333332
150.3,ELS,120.0,20,3,13.600000000000001
150.3,ELS,120.0,37,3,10.266666666666667
150.3,ELS,120.0,111,3,5.466666666666667
150.3,ELS,150.0,0,3,11.733333333333333
150.3,ELS,150.0,1,3,37.733333333333334
150.3,ELS,150.0,3,3,8.666666666666668
150.3,ELS,150.0,6,3,3.5999999999999996
150.3,ELS,150.0,10,3,1.7333333333333332
150.3,ELS,150.0,11,3,1.7333333333333332
150.3,ELS,150.0,18,3,27.73333333333333
150.3,ELS,150.0,20,3,2.533333333333333
150.3,ELS,150.0,111,3,4.533333333333333
150.3,ELS,180.0,0,3,32.0
150.3,ELS,180.0,1,3,13.333333333333334
150.3,ELS,180.0,3,3,6.533333333333332
150.3,ELS,180.0,5,3,2.8000000000000003
150.3,ELS,180.0,6,3,15.866666666666667
150.3,ELS,180.0,13,3,9.333333333333334
150.3,ELS,180.0,21,3,0.6666666666666667
150.3,ELS,180.0,26,3,11.600000000000001
150.3,ELS,180.0,27,3,4.0
150.3,ELS,180.0,29,3,0.6666666666666667
150.3,ELS,180.0,30,3,2.933333333333333
150.3,ELS,180.0,34,3,0.26666666666666666
150.3,ELS,210.0,0,3,29.733333333333334
150.3,ELS,210.0,1,3,23.733333333333334
150.3,ELS,210.0,3,3,1.4666666666666666
150.3,ELS,210.0,5,3,3.5999999999999996
150.3,ELS,210.0,6,3,10.133333333333333
150.3,ELS,210.0,7,3,2.2666666666666666
150.3,ELS,210.0,13,3,17.466666666666665
150.3,ELS,210.0,26,3,11.600000000000001
150.3,ELS,240.0,0,3,21.066666666666666
150.3,ELS,240.0,1,3,37.06666666666666
150.3,ELS,240.0,3,3,0.8
150.3,ELS,240.0,6,3,33.46666666666667
150.3,ELS,240.0,9,3,0.5333333333333333
150.3,ELS,240.0,26,3,4.533333333333333
150.3,ELS,240.0,111,3,2.533333333333333
150.3,ELS,270.0,0,3,50.8
150.3,ELS,270.0,1,3,16.0
150.3,ELS,270.0,3,3,0.4
150.3,ELS,270.0,6,3,15.066666666666666
150.3,ELS,270.0,7,3,6.266666666666667
150.3,ELS,270.0,13,3,4.3999999999999995
150.3,ELS,270.0,18,3,6.4
150.3,ELS,270.0,23,3,0.6666666666666667
150.3,ELS,300.0,0,3,67.86666666666666
150.3,ELS,300.0,1,3,13.866666666666665
150.3,ELS,300.0,2,3,0.5333333333333333
150.3,ELS,300.0,6,3,3.733333333333334
150.3,ELS,300.0,10,3,0.8
150.3,ELS,300.0,16,3,0.4
150.3,ELS,300.0,23,3,0.4
150.3,ELS,300.0,26,3,12.4
150.3,ELS,330.0,0,3,61.06666666666667
150.3,ELS,330.0,1,3,1.7333333333333332
150.3,ELS,330.0,5,3,0.26666666666666666
150.3,ELS,330.0,6,3,3.4666666666666663
150.3,ELS,330.0,13,3,23.866666666666667
150.3,ELS,330.0,26,3,9.6
150.3,ELS,360.0,0,3,68.4
150.3,ELS,360.0,1,3,20.266666666666666
150.3,ELS,360.0,4,3,0.26666666666666666
150.3,ELS,360.0,8,3,0.26666666666666666
150.3,ELS,360.0,13,3,4.666666666666667
150.3,ELS,360.0,17,3,0.6666666666666667
150.3,ELS,360.0,19,3,1.3333333333333335
150.3,ELS,360.0,21,3,1.6
150.3,ELS,360.0,23,3,0.26666666666666666
150.3,ELS,360.0,29,3,0.5333333333333333
150.3,ELS,360.0,30,3,0.6666666666666667
150.3,ELS,360.0,34,3,1.0666666666666667
150.3,ELS,390.0,0,3,38.800000000000004
150.3,ELS,390.0,1,3,31.066666666666663
150.3,ELS,390.0,2,3,1.3333333333333335
150.3,ELS,390.0,3,3,6.800000000000001
150.3,ELS,390.0,4,3,1.2
150.3,ELS,390.0,8,3,0.13333333333333333
150.3,ELS,390.0,10,3,0.6666666666666667
150.3,ELS,390.0,18,3,13.066666666666665
150.3,ELS,390.0,19,3,1.2
150.3,ELS,390.0,20,3,4.933333333333334
150.3,ELS,390.0,24,3,0.13333333333333333
150.3,ELS,390.0,31,3,0.6666666666666667
150.3,ELS,420.0,0,3,85.33333333333334
150.3,ELS,420.0,1,3,7.866666666666666
150.3,ELS,420.0,6,3,3.0666666666666664
150.3,ELS,420.0,26,3,3.733333333333334
150.5,ELS,0.0,3,3,1.6
150.5,ELS,0.0,4,3,1.2
150.5,ELS,0.0,6,3,22.0
150.5,ELS,0.0,18,3,70.93333333333334
150.5,ELS,0.0,111,3,4.266666666666667
150.5,ELS,30.0,0,3,2.533333333333333
150.5,ELS,30.0,1,3,10.8
150.5,ELS,30.0,2,3,14.000000000000002
150.5,ELS,30.0,5,3,15.2
150.5,ELS,30.0,6,3,42.0
150.5,ELS,30.0,11,3,0.8
150.5,ELS,30.0,12,3,0.5333333333333333
150.5,ELS,30.0,18,3,0.6666666666666667
150.5,ELS,30.0,111,3,13.466666666666665
150.5,ELS,60.0,0,3,5.6000000000000005
150.5,ELS,60.0,2,3,30.266666666666666
150.5,ELS,60.0,3,3,6.4
150.5,ELS,60.0,4,3,3.4666666666666663
150.5,ELS,60.0,6,3,22.400000000000002
150.5,ELS,60.0,11,3,2.2666666666666666
150.5,ELS,60.0,12,3,2.8000000000000003
150.5,ELS,60.0,14,3,0.6666666666666667
150.5,ELS,60.0,16,3,1.2
150.5,ELS,60.0,18,3,4.533333333333333
150.5,ELS,60.0,21,3,1.7333333333333332
150.5,ELS,60.0,27,3,5.066666666666666
150.5,ELS,60.0,111,3,13.600000000000001
150.5,ELS,90.0,1,3,2.933333333333333
150.5,ELS,90.0,3,3,7.333333333333333
150.5,ELS,90.0,5,3,14.799999999999999
150.5,ELS,90.0,6,3,30.8
150.5,ELS,90.0,7,3,3.0666666666666664
150.5,ELS,90.0,8,3,0.26666666666666666
150.5,ELS,90.0,12,3,11.600000000000001
150.5,ELS,90.0,15,3,1.2
150.5,ELS,90.0,18,3,7.866666666666666
150.5,ELS,90.0,19,3,0.8
150.5,ELS,90.0,43,3,0.8
150.5,ELS,90.0,111,3,18.53333333333333
150.5,ELS,120.0,1,3,3.8666666666666667
150.5,ELS,120.0,2,3,6.800000000000001
150.5,ELS,120.0,3,3,7.733333333333333
150.5,ELS,120.0,5,3,3.3333333333333335
150.5,ELS,120.0,6,3,14.933333333333335
150.5,ELS,120.0,7,3,1.2
150.5,ELS,120.0,10,3,4.3999999999999995
150.5,ELS,120.0,12,3,4.933333333333334
150.5,ELS,120.0,18,3,11.733333333333333
150.5,ELS,120.0,21,3,2.1333333333333333
150.5,ELS,120.0,27,3,7.066666666666667
150.5,ELS,120.0,111,3,31.866666666666667
150.5,ELS,150.0,1,3,6.666666666666667
150.5,ELS,150.0,2,3,11.866666666666667
150.5,ELS,150.0,3,3,4.933333333333334
150.5,ELS,150.0,4,3,4.666666666666667
150.5,ELS,150.0,5,3,3.2
150.5,ELS,150.0,6,3,16.53333333333333
150.5,ELS,150.0,7,3,1.0666666666666667
150.5,ELS,150.0,8,3,0.13333333333333333
150.5,ELS,150.0,12,3,3.0666666666666664
150.5,ELS,150.0,18,3,15.466666666666667
150.5,ELS,150.0,19,3,3.3333333333333335
150.5,ELS,150.0,21,3,2.8000000000000003
150.5,ELS,150.0,25,3,5.2
150.5,ELS,150.0,111,3,21.066666666666666
150.5,ELS,180.0,0,3,1.866666666666667
150.5,ELS,180.0,1,3,8.799999999999999
150.5,ELS,180.0,2,3,12.933333333333334
150.5,ELS,180.0,3,3,4.666666666666667
150.5,ELS,180.0,4,3,3.4666666666666663
150.5,ELS,180.0,5,3,2.533333333333333
150.5,ELS,180.0,6,3,11.066666666666666
150.5,ELS,180.0,18,3,21.333333333333336
150.5,ELS,180.0,21,3,5.2
150.5,ELS,180.0,25,3,3.5999999999999996
150.5,ELS,180.0,29,3,1.6
150.5,ELS,180.0,32,3,4.8
150.5,ELS,180.0,35,3,1.2
150.5,ELS,180.0,111,3,16.933333333333334
150.5,ELS,210.0,0,3,6.933333333333333
150.5,ELS,210.0,1,3,12.266666666666666
150.5,ELS,210.0,2,3,0.26666666666666666
150.5,ELS,210.0,3,3,29.599999999999998
150.5,ELS,210.0,6,3,11.066666666666666
150.5,ELS,210.0,7,3,2.666666666666667
150.5,ELS,210.0,8,3,0.5333333333333333
150.5,ELS,210.0,13,3,10.4
150.5,ELS,210.0,18,3,22.666666666666664
150.5,ELS,210.0,21,3,0.8
150.5,ELS,210.0,25,3,2.1333333333333333
150.5,ELS,210.0,111,3,0.6666666666666667
150.5,ELS,240.0,0,3,9.066666666666666
150.5,ELS,240.0,1,3,30.4
150.5,ELS,240.0,6,3,28.133333333333333
150.5,ELS,240.0,7,3,2.666666666666667
150.5,ELS,240.0,18,3,18.8
150.5,ELS,240.0,21,3,1.6
150.5,ELS,240.0,111,3,9.333333333333334
150.5,ELS,270.0,0,3,7.199999999999999
150.5,ELS,270.0,1,3,13.733333333333334
150.5,ELS,270.0,2,3,1.6
150.5,ELS,270.0,3,3,7.733333333333333
150.5,ELS,270.0,6,3,19.6
150.5,ELS,270.0,7,3,0.26666666666666666
150.5,ELS,270.0,10,3,1.0666666666666667
150.5,ELS,270.0,11,3,0.9333333333333335
150.5,ELS,270.0,13,3,22.0
150.5,ELS,270.0,18,3,10.933333333333334
150.5,ELS,270.0,19,3,0.8
150.5,ELS,270.0,23,3,1.2
150.5,ELS,270.0,28,3,11.466666666666667
150.5,ELS,270.0,30,3,1.4666666666666666
150.5,ELS,300.0,0,3,20.933333333333334
150.5,ELS,300.0,1,3,18.53333333333333
150.5,ELS,300.0,2,3,12.4
150.5,ELS,300.0,3,3,1.3333333333333335
150.5,ELS,300.0,4,3,0.4
150.5,ELS,300.0,6,3,23.599999999999998
150.5,ELS,300.0,8,3,0.13333333333333333
150.5,ELS,300.0,9,3,0.13333333333333333
150.5,ELS,300.0,18,3,21.066666666666666
150.5,ELS,300.0,19,3,0.5333333333333333
150.5,ELS,300.0,21,3,0.9333333333333335
150.5,ELS,330.0,0,3,34.66666666666667
150.5,ELS,330.0,1,3,18.4
150.5,ELS,330.0,2,3,5.466666666666667
150.5,ELS,330.0,3,3,10.933333333333334
150.5,ELS,330.0,6,3,8.0
150.5,ELS,330.0,18,3,12.533333333333333
150.5,ELS,330.0,25,3,0.8
150.5,ELS,330.0,26,3,4.8
150.5,ELS,330.0,111,3,4.3999999999999995
150.5,ELS,360.0,0,3,20.933333333333334
150.5,ELS,360.0,1,3,26.266666666666666
150.5,ELS,360.0,2,3,1.0666666666666667
150.5,ELS,360.0,3,3,12.133333333333333
150.5,ELS,360.0,5,3,2.4
150.5,ELS,360.0,6,3,1.7333333333333332
150.5,ELS,360.0,9,3,0.13333333333333333
150.5,ELS,360.0,13,3,11.866666666666667
150.5,ELS,360.0,16,3,0.26666666666666666
150.5,ELS,360.0,18,3,6.800000000000001
150.5,ELS,360.0,23,3,1.4666666666666666
150.5,ELS,360.0,35,3,3.5999999999999996
150.5,ELS,360.0,111,3,11.333333333333332
150.5,ELS,390.0,0,3,30.0
150.5,ELS,390.0,1,3,18.933333333333334
150.5,ELS,390.0,2,3,0.26666666666666666
150.5,ELS,390.0,3,3,11.333333333333332
150.5,ELS,390.0,4,3,1.2
150.5,ELS,390.0,5,3,0.4
150.5,ELS,390.0,11,3,0.26666666666666666
150.5,ELS,390.0,12,3,2.0
150.5,ELS,390.0,13,3,22.133333333333333
150.5,ELS,390.0,26,3,8.666666666666668
150.5,ELS,390.0,111,3,4.8
150.5,ELS,420.0,0,3,38.266666666666666
150.5,ELS,420.0,1,3,17.599999999999998
150.5,ELS,420.0,3,3,11.066666666666666
150.5,ELS,420.0,6,3,14.799999999999999
150.5,ELS,420.0,10,3,0.13333333333333333
150.5,ELS,420.0,13,3,18.133333333333333
152.3,Control,0.0,1,3,2.933333333333333
152.3,Control,0.0,2,3,12.4
152.3,Control,0.0,3,3,4.933333333333334
152.3,Control,0.0,5,3,8.4
152.3,Control,0.0,6,3,3.2
152.3,Control,0.0,7,3,3.3333333333333335
152.3,Control,0.0,9,3,0.8
152.3,Control,0.0,11,3,1.7333333333333332
152.3,Control,0.0,12,3,9.333333333333334
152.3,Control,0.0,14,3,3.5999999999999996
152.3,Control,0.0,15,3,10.0
152.3,Control,0.0,16,3,1.7333333333333332
152.3,Control,0.0,19,3,0.8
152.3,Control,0.0,21,3,1.0666666666666667
152.3,Control,0.0,25,3,30.0
152.3,Control,0.0,27,3,2.1333333333333333
152.3,Control,0.0,111,3,3.5999999999999996
152.3,Control,30.0,1,3,4.0
152.3,Control,30.0,2,3,16.400000000000002
152.3,Control,30.0,5,3,15.466666666666667
152.3,Control,30.0,6,3,4.0
152.3,Control,30.0,7,3,2.933333333333333
152.3,Control,30.0,9,3,1.866666666666667
152.3,Control,30.0,11,3,2.533333333333333
152.3,Control,30.0,12,3,3.733333333333334
152.3,Control,30.0,14,3,1.6
152.3,Control,30.0,15,3,18.933333333333334
152.3,Control,30.0,16,3,0.5333333333333333
152.3,Control,30.0,17,3,2.933333333333333
152.3,Control,30.0,20,3,3.3333333333333335
152.3,Control,30.0,21,3,5.6000000000000005
152.3,Control,30.0,25,3,3.733333333333334
152.3,Control,30.0,27,3,7.199999999999999
152.3,Control,30.0,43,3,0.5333333333333333
152.3,Control,30.0,111,3,4.666666666666667
152.3,Control,60.0,2,3,10.4
152.3,Control,60.0,3,3,6.0
152.3,Control,60.0,5,3,10.266666666666667
152.3,Control,60.0,6,3,2.533333333333333
152.3,Control,60.0,7,3,19.333333333333332
152.3,Control,60.0,9,3,0.4
152.3,Control,60.0,11,3,1.2
152.3,Control,60.0,12,3,5.6000000000000005
152.3,Control,60.0,14,3,3.3333333333333335
152.3,Control,60.0,16,3,3.0666666666666664
152.3,Control,60.0,17,3,1.7333333333333332
152.3,Control,60.0,19,3,8.799999999999999
152.3,Control,60.0,21,3,6.800000000000001
152.3,Control,60.0,27,3,15.733333333333333
152.3,Control,60.0,29,3,0.8
152.3,Control,60.0,111,3,4.0
152.3,Control,90.0,1,3,3.0666666666666664
152.3,Control,90.0,2,3,23.333333333333332
152.3,Control,90.0,3,3,4.533333333333333
152.3,Control,90.0,4,3,10.533333333333333
152.3,Control,90.0,5,3,6.0
152.3,Control,90.0,7,3,10.933333333333334
152.3,Control,90.0,9,3,0.9333333333333335
152.3,Control,90.0,11,3,1.866666666666667
152.3,Control,90.0,12,3,3.5999999999999996
152.3,Control,90.0,14,3,5.733333333333333
152.3,Control,90.0,15,3,3.3333333333333335
152.3,Control,90.0,17,3,7.733333333333333
152.3,Control,90.0,19,3,2.8000000000000003
152.3,Control,90.0,21,3,2.0
152.3,Control,90.0,27,3,4.266666666666667
152.3,Control,90.0,111,3,9.333333333333334
152.3,Control,120.0,1,3,0.4
152.3,Control,120.0,2,3,13.333333333333334
152.3,Control,120.0,3,3,1.6
152.3,Control,120.0,5,3,8.533333333333333
152.3,Control,120.0,6,3,0.8
152.3,Control,120.0,7,3,4.8
152.3,Control,120.0,9,3,1.7333333333333332
152.3,Control,120.0,11,3,0.6666666666666667
152.3,Control,120.0,12,3,2.933333333333333
152.3,Control,120.0,14,3,0.8
152.3,Control,120.0,15,3,9.2
152.3,Control,120.0,17,3,7.199999999999999
152.3,Control,120.0,19,3,9.6
152.3,Control,120.0,21,3,6.666666666666667
152.3,Control,120.0,25,3,16.133333333333333
152.3,Control,120.0,32,3,4.666666666666667
152.3,Control,120.0,111,3,10.933333333333334
152.3,Control,150.0,0,3,4.533333333333333
152.3,Control,150.0,2,3,29.333333333333332
152.3,Control,150.0,3,3,10.8
152.3,Control,150.0,4,3,1.2
152.3,Control,150.0,5,3,10.133333333333333
152.3,Control,150.0,7,3,6.4
152.3,Control,150.0,11,3,0.5333333333333333
152.3,Control,150.0,12,3,6.133333333333333
152.3,Control,150.0,14,3,3.4666666666666663
152.3,Control,150.0,15,3,1.3333333333333335
152.3,Control,150.0,17,3,4.666666666666667
152.3,Control,150.0,19,3,6.0
152.3,Control,150.0,21,3,1.4666666666666666
152.3,Control,150.0,111,3,14.000000000000002
152.3,Control,180.0,0,3,6.666666666666667
152.3,Control,180.0,1,3,4.933333333333334
152.3,Control,180.0,2,3,3.2
152.3,Control,180.0,3,3,28.933333333333334
152.3,Control,180.0,4,3,9.733333333333333
152.3,Control,180.0,5,3,13.333333333333334
152.3,Control,180.0,6,3,7.066666666666667
152.3,Control,180.0,10,3,0.26666666666666666
152.3,Control,180.0,11,3,0.9333333333333335
152.3,Control,180.0,14,3,5.2
152.3,Control,180.0,16,3,0.6666666666666667
152.3,Control,180.0,17,3,6.133333333333333
152.3,Control,180.0,23,3,2.0
152.3,Control,180.0,25,3,1.2
152.3,Control,180.0,29,3,1.0666666666666667
152.3,Control,180.0,33,3,0.6666666666666667
152.3,Control,180.0,34,3,0.8
152.3,Control,180.0,111,3,7.199999999999999
152.3,Control,210.0,0,3,32.666666666666664
152.3,Control,210.0,1,3,25.333333333333336
152.3,Control,210.0,2,3,3.2
152.3,Control,210.0,3,3,4.266666666666667
152.3,Control,210.0,4,3,6.800000000000001
152.3,Control,210.0,5,3,6.533333333333332
152.3,Control,210.0,6,3,4.8
152.3,Control,210.0,7,3,1.3333333333333335
152.3,Control,210.0,16,3,1.866666666666667
152.3,Control,210.0,19,3,2.666666666666667
152.3,Control,210.0,23,3,1.0666666666666667
152.3,Control,210.0,27,3,6.133333333333333
152.3,Control,210.0,30,3,1.0666666666666667
152.3,Control,210.0,111,3,2.2666666666666666
152.3,Control,240.0,0,3,18.133333333333333
152.3,Control,240.0,1,3,16.400000000000002
152.3,Control,240.0,2,3,3.733333333333334
152.3,Control,240.0,3,3,20.533333333333335
152.3,Control,240.0,5,3,32.666666666666664
152.3,Control,240.0,9,3,0.4
152.3,Control,240.0,17,3,2.2666666666666666
152.3,Control,240.0,20,3,2.0
152.3,Control,240.0,27,3,3.8666666666666667
152.3,Control,270.0,0,3,46.800000000000004
152.3,Control,270.0,1,3,4.3999999999999995
152.3,Control,270.0,2,3,2.4
152.3,Control,270.0,3,3,14.799999999999999
152.3,Control,270.0,4,3,5.066666666666666
152.3,Control,270.0,5,3,8.533333333333333
152.3,Control,270.0,6,3,2.666666666666667
152.3,Control,270.0,7,3,0.8
152.3,Control,270.0,14,3,0.6666666666666667
152.3,Control,270.0,15,3,1.6
152.3,Control,270.0,17,3,4.3999999999999995
152.3,Control,270.0,19,3,2.1333333333333333
152.3,Control,270.0,23,3,3.8666666666666667
152.3,Control,270.0,25,3,1.866666666666667
152.3,Control,300.0,0,3,38.93333333333333
152.3,Control,300.0,1,3,20.4
152.3,Control,300.0,2,3,6.666666666666667
152.3,Control,300.0,3,3,2.533333333333333
152.3,Control,300.0,4,3,7.466666666666668
152.3,Control,300.0,5,3,10.666666666666668
152.3,Control,300.0,6,3,7.866666666666666
152.3,Control,300.0,9,3,0.4
152.3,Control,300.0,23,3,0.8
152.3,Control,300.0,25,3,1.7333333333333332
152.3,Control,300.0,27,3,2.533333333333333
152.3,Control,330.0,0,3,36.53333333333333
152.3,Control,330.0,1,3,0.26666666666666666
152.3,Control,330.0,3,3,14.266666666666666
152.3,Control,330.0,4,3,10.666666666666668
152.3,Control,330.0,5,3,0.13333333333333333
152.3,Control,330.0,6,3,19.333333333333332
152.3,Control,330.0,8,3,0.5333333333333333
152.3,Control,330.0,12,3,1.2
152.3,Control,330.0,14,3,0.8
152.3,Control,330.0,17,3,10.266666666666667
152.3,Control,330.0,25,3,0.8
152.3,Control,330.0,27,3,5.2
152.3,Control,360.0,0,3,44.53333333333334
152.3,Control,360.0,1,3,4.266666666666667
152.3,Control,360.0,2,3,5.6000000000000005
152.3,Control,360.0,3,3,13.733333333333334
152.3,Control,360.0,4,3,1.4666666666666666
152.3,Control,360.0,5,3,13.600000000000001
152.3,Control,360.0,9,3,0.5333333333333333
152.3,Control,360.0,14,3,1.2
152.3,Control,360.0,19,3,1.2
152.3,Control,360.0,20,3,2.1333333333333333
152.3,Control,360.0,23,3,1.6
152.3,Control,360.0,28,3,8.933333333333334
152.3,Control,360.0,29,3,0.4
152.3,Control,360.0,30,3,0.8
152.3,Control,390.0,0,3,37.733333333333334
152.3,Control,390.0,1,3,10.933333333333334
152.3,Control,390.0,2,3,15.6
152.3,Control,390.0,3,3,4.0
152.3,Control,390.0,4,3,5.466666666666667
152.3,Control,390.0,5,3,8.799999999999999
152.3,Control,390.0,6,3,3.8666666666666667
152.3,Control,390.0,7,3,1.2
152.3,Control,390.0,8,3,0.13333333333333333
152.3,Control,390.0,9,3,1.4666666666666666
152.3,Control,390.0,14,3,0.9333333333333335
152.3,Control,390.0,16,3,0.6666666666666667
152.3,Control,390.0,17,3,0.6666666666666667
152.3,Control,390.0,21,3,0.6666666666666667
152.3,Control,390.0,27,3,7.333333333333333
152.3,Control,390.0,34,3,0.5333333333333333
152.3,Control,420.0,0,3,50.26666666666667
152.3,Control,420.0,1,3,16.266666666666666
152.3,Control,420.0,3,3,27.866666666666667
152.3,Control,420.0,5,3,0.4
152.3,Control,420.0,6,3,5.2
152.5,Control,0.0,1,3,11.600000000000001
152.5,Control,0.0,2,3,10.8
152.5,Control,0.0,3,3,14.000000000000002
152.5,Control,0.0,5,3,29.86666666666667
152.5,Control,0.0,6,3,2.1333333333333333
152.5,Control,0.0,7,3,7.066666666666667
152.5,Control,0.0,8,3,0.13333333333333333
152.5,Control,0.0,10,3,0.8
152.5,Control,0.0,11,3,2.0
152.5,Control,0.0,12,3,6.266666666666667
152.5,Control,0.0,14,3,3.733333333333334
152.5,Control,0.0,15,3,6.800000000000001
152.5,Control,0.0,19,3,1.4666666666666666
152.5,Control,0.0,20,3,1.866666666666667
152.5,Control,0.0,22,3,1.4666666666666666
152.5,Control,30.0,0,3,4.266666666666667
152.5,Control,30.0,1,3,4.666666666666667
152.5,Control,30.0,2,3,5.466666666666667
152.5,Control,30.0,3,3,21.46666666666667
152.5,Control,30.0,4,3,1.866666666666667
152.5,Control,30.0,5,3,15.466666666666667
152.5,Control,30.0,6,3,10.266666666666667
152.5,Control,30.0,7,3,1.866666666666667
152.5,Control,30.0,10,3,8.0
152.5,Control,30.0,12,3,1.6
152.5,Control,30.0,13,3,1.6
152.5,Control,30.0,15,3,3.3333333333333335
152.5,Control,30.0,17,3,3.3333333333333335
152.5,Control,30.0,21,3,1.7333333333333332
152.5,Control,30.0,24,3,0.6666666666666667
152.5,Control,30.0,27,3,7.733333333333333
152.5,Control,30.0,111,3,6.666666666666667
152.5,Control,60.0,0,3,12.666666666666668
152.5,Control,60.0,1,3,18.0
152.5,Control,60.0,2,3,17.2
152.5,Control,60.0,3,3,12.133333333333333
152.5,Control,60.0,4,3,2.4
152.5,Control,60.0,5,3,5.6000000000000005
152.5,Control,60.0,6,3,4.3999999999999995
152.5,Control,60.0,7,3,1.2
152.5,Control,60.0,9,3,0.5333333333333333
152.5,Control,60.0,10,3,0.5333333333333333
152.5,Control,60.0,12,3,1.7333333333333332
152.5,Control,60.0,13,3,6.266666666666667
152.5,Control,60.0,15,3,1.6
152.5,Control,60.0,17,3,2.533333333333333
152.5,Control,60.0,18,3,5.333333333333334
152.5,Control,60.0,27,3,0.6666666666666667
152.5,Control,60.0,32,3,1.2
152.5,Control,60.0,67,3,2.933333333333333
152.5,Control,60.0,111,3,3.0666666666666664
152.5,Control,90.0,0,3,2.4
152.5,Control,90.0,1,3,12.0
152.5,Control,90.0,2,3,24.0
152.5,Control,90.0,4,3,0.26666666666666666
152.5,Control,90.0,5,3,12.0
152.5,Control,90.0,7,3,4.933333333333334
152.5,Control,90.0,8,3,0.5333333333333333
152.5,Control,90.0,9,3,1.0666666666666667
152.5,Control,90.0,11,3,1.0666666666666667
152.5,Control,90.0,16,3,2.1333333333333333
152.5,Control,90.0,19,3,0.9333333333333335
152.5,Control,90.0,21,3,0.4
152.5,Control,90.0,27,3,21.333333333333336
152.5,Control,90.0,30,3,0.13333333333333333
152.5,Control,90.0,31,3,0.5333333333333333
152.5,Control,90.0,111,3,16.266666666666666
152.5,Control,120.0,0,3,18.266666666666666
152.5,Control,120.0,1,3,4.3999999999999995
152.5,Control,120.0,2,3,1.4666666666666666
152.5,Control,120.0,3,3,4.8
152.5,Control,120.0,4,3,8.933333333333334
152.5,Control,120.0,5,3,12.0
152.5,Control,120.0,6,3,36.53333333333333
152.5,Control,120.0,10,3,6.800000000000001
152.5,Control,120.0,17,3,0.8
152.5,Control,120.0,27,3,4.933333333333334
152.5,Control,120.0,111,3,1.0666666666666667
152.5,Control,150.0,0,3,17.599999999999998
152.5,Control,150.0,1,3,14.799999999999999
152.5,Control,150.0,2,3,5.733333333333333
152.5,Control,150.0,3,3,2.933333333333333
152.5,Control,150.0,5,3,23.866666666666667
152.5,Control,150.0,6,3,6.666666666666667
152.5,Control,150.0,10,3,2.2666666666666666
152.5,Control,150.0,13,3,10.933333333333334
152.5,Control,150.0,16,3,1.7333333333333332
152.5,Control,150.0,19,3,0.6666666666666667
152.5,Control,150.0,27,3,8.533333333333333
152.5,Control,150.0,111,3,4.266666666666667
152.5,Control,180.0,0,3,25.466666666666665
152.5,Control,180.0,1,3,1.0666666666666667
152.5,Control,180.0,2,3,7.466666666666668
152.5,Control,180.0,3,3,15.866666666666667
152.5,Control,180.0,5,3,22.26666666666667
152.5,Control,180.0,6,3,9.333333333333334
152.5,Control,180.0,8,3,0.5333333333333333
152.5,Control,180.0,10,3,1.2
152.5,Control,180.0,11,3,0.9333333333333335
152.5,Control,180.0,12,3,3.3333333333333335
152.5,Control,180.0,14,3,1.0666666666666667
152.5,Control,180.0,34,3,0.4
152.5,Control,180.0,111,3,11.066666666666666
152.5,Control,210.0,0,3,28.799999999999997
152.5,Control,210.0,1,3,4.8
152.5,Control,210.0,2,3,7.466666666666668
152.5,Control,210.0,3,3,11.466666666666667
152.5,Control,210.0,5,3,6.266666666666667
152.5,Control,210.0,6,3,7.733333333333333
152.5,Control,210.0,7,3,1.866666666666667
152.5,Control,210.0,10,3,11.066666666666666
152.5,Control,210.0,15,3,0.9333333333333335
152.5,Control,210.0,19,3,1.6
152.5,Control,210.0,20,3,3.8666666666666667
152.5,Control,210.0,23,3,0.26666666666666666
152.5,Control,210.0,28,3,8.266666666666666
152.5,Control,210.0,111,3,5.6000000000000005
152.5,Control,240.0,0,3,64.4
152.5,Control,240.0,1,3,17.333333333333336
152.5,Control,240.0,2,3,4.266666666666667
152.5,Control,240.0,4,3,1.4666666666666666
152.5,Control,240.0,5,3,5.333333333333334
152.5,Control,240.0,6,3,0.9333333333333335
152.5,Control,240.0,9,3,0.26666666666666666
152.5,Control,240.0,10,3,0.5333333333333333
152.5,Control,240.0,18,3,4.533333333333333
152.5,Control,240.0,19,3,0.9333333333333335
152.5,Control,270.0,0,3,55.06666666666666
152.5,Control,270.0,1,3,6.133333333333333
152.5,Control,270.0,2,3,5.2
152.5,Control,270.0,3,3,4.8
152.5,Control,270.0,5,3,22.933333333333334
152.5,Control,270.0,19,3,1.866666666666667
152.5,Control,270.0,21,3,0.8
152.5,Control,270.0,23,3,1.6
