animal_id,group,experiment,bin,time_s,pct_s0s28
74.1,Control,1,14,450,31.333333333333336
75.1,ELS,1,0,30,0.0
75.1,ELS,1,1,60,0.0
75.1,ELS,1,2,90,0.5333333333333333
75.1,ELS,1,3,120,2.933333333333333
75.1,ELS,1,4,150,0.0
75.1,ELS,1,5,180,0.0
75.1,ELS,1,6,210,5.6000000000000005
75.1,ELS,1,7,240,10.933333333333334
75.1,ELS,1,8,270,8.0
75.1,ELS,1,9,300,12.133333333333333
75.1,ELS,1,10,330,16.53333333333333
75.1,ELS,1,11,360,13.066666666666665
75.1,ELS,1,12,390,18.4
75.1,ELS,1,13,420,24.4
75.1,ELS,1,14,450,20.933333333333334
80.3,Control,1,0,30,2.533333333333333
80.3,Control,1,1,60,0.0
80.3,Control,1,2,90,1.3333333333333337
80.3,Control,1,3,120,8.133333333333333
80.3,Control,1,4,150,6.800000000000001
80.3,Control,1,5,180,4.533333333333333
80.3,Control,1,6,210,25.2
80.3,Control,1,7,240,9.866666666666667
80.3,Control,1,8,270,0.0
80.3,Control,1,9,300,10.133333333333333
80.3,Control,1,10,330,5.466666666666667
80.3,Control,1,11,360,0.0
80.3,Control,1,12,390,5.466666666666667
80.3,Control,1,13,420,0.0
80.3,Control,1,14,450,9.066666666666666
88.2,ELS,1,0,30,1.4666666666666666
88.2,ELS,1,1,60,14.4
88.2,ELS,1,2,90,0.0
88.2,ELS,1,3,120,2.4
88.2,ELS,1,4,150,4.266666666666667
88.2,ELS,1,5,180,0.0
88.2,ELS,1,6,210,4.933333333333334
88.2,ELS,1,7,240,12.933333333333334
88.2,ELS,1,8,270,12.133333333333333
88.2,ELS,1,9,300,13.466666666666663
88.2,ELS,1,10,330,14.266666666666666
88.2,ELS,1,11,360,20.133333333333333
88.2,ELS,1,12,390,28.133333333333333
88.2,ELS,1,13,420,19.2
88.2,ELS,1,14,450,55.06666666666666
88.3,ELS,1,0,30,0.6666666666666667
88.3,ELS,1,1,60,0.0
88.3,ELS,1,2,90,0.0
88.3,ELS,1,3,120,6.800000000000001
88.3,ELS,1,4,150,0.0
88.3,ELS,1,5,180,0.0
88.3,ELS,1,6,210,8.266666666666666
88.3,ELS,1,7,240,5.6000000000000005
88.3,ELS,1,8,270,0.0
88.3,ELS,1,9,300,8.933333333333334
88.3,ELS,1,10,330,16.133333333333333
88.3,ELS,1,11,360,6.800000000000001
88.3,ELS,1,12,390,27.200000000000003
88.3,ELS,1,13,420,56.266666666666666
88.3,ELS,1,14,450,51.33333333333333
123.1,ELS,3,0,30,7.6
123.1,ELS,3,1,60,10.533333333333331
123.1,ELS,3,2,90,0.0
123.1,ELS,3,3,120,2.4
123.1,ELS,3,4,150,0.8
123.1,ELS,3,5,180,12.4
123.1,ELS,3,6,210,19.066666666666663
123.1,ELS,3,7,240,20.4
123.1,ELS,3,8,270,50.66666666666667
123.1,ELS,3,9,300,23.73333333333333
123.1,ELS,3,10,330,46.400000000000006
123.1,ELS,3,11,360,43.6
123.1,ELS,3,12,390,35.333333333333336
123.1,ELS,3,13,420,45.33333333333333
123.1,ELS,3,14,450,59.73333333333334
123.3,ELS,3,0,30,0.0
123.3,ELS,3,1,60,0.0
123.3,ELS,3,2,90,0.0
123.3,ELS,3,3,120,0.0
123.3,ELS,3,4,150,0.0
123.3,ELS,3,5,180,4.933333333333334
123.3,ELS,3,6,210,16.133333333333333
123.3,ELS,3,7,240,54.53333333333333
123.3,ELS,3,8,270,39.2
123.3,ELS,3,9,300,21.066666666666663
123.3,ELS,3,10,330,61.2
123.3,ELS,3,11,360,62.93333333333333
123.3,ELS,3,12,390,47.86666666666667
123.3,ELS,3,13,420,56.266666666666666
123.3,ELS,3,14,450,78.93333333333334
128.4,ELS,3,0,30,0.0
128.4,ELS,3,1,60,1.4666666666666666
128.4,ELS,3,2,90,2.666666666666667
128.4,ELS,3,3,120,0.0
128.4,ELS,3,4,150,3.4666666666666663
128.4,ELS,3,5,180,7.466666666666668
128.4,ELS,3,6,210,15.733333333333333
128.4,ELS,3,7,240,43.333333333333336
128.4,ELS,3,8,270,29.33333333333333
128.4,ELS,3,9,300,14.133333333333336
128.4,ELS,3,10,330,57.73333333333333
128.4,ELS,3,11,360,71.06666666666666
128.4,ELS,3,12,390,63.6
128.4,ELS,3,13,420,32.0
128.4,ELS,3,14,450,53.86666666666666
129.1,Control,3,0,30,0.0
129.1,Control,3,1,60,0.0
129.1,Control,3,2,90,13.066666666666665
129.1,Control,3,3,120,2.666666666666667
129.1,Control,3,4,150,8.533333333333333
129.1,Control,3,5,180,2.666666666666667
129.1,Control,3,6,210,28.8
129.1,Control,3,7,240,27.200000000000003
129.1,Control,3,8,270,54.53333333333333
129.1,Control,3,9,300,12.8
129.1,Control,3,10,330,36.4
129.1,Control,3,11,360,70.93333333333334
129.1,Control,3,12,390,84.53333333333333
129.1,Control,3,13,420,68.53333333333333
129.1,Control,3,14,450,78.4
129.4,Control,3,0,30,5.333333333333334
129.4,Control,3,1,60,5.333333333333334
129.4,Control,3,2,90,12.133333333333333
129.4,Control,3,3,120,3.8666666666666663
129.4,Control,3,4,150,16.266666666666666
129.4,Control,3,5,180,15.866666666666667
129.4,Control,3,6,210,33.733333333333334
129.4,Control,3,7,240,78.13333333333333
129.4,Control,3,8,270,62.53333333333333
129.4,Control,3,9,300,40.13333333333333
129.4,Control,3,10,330,36.66666666666666
129.4,Control,3,11,360,42.8
129.4,Control,3,12,390,55.73333333333333
129.4,Control,3,13,420,41.86666666666667
129.4,Control,3,14,450,89.2
133.3,ELS,3,0,30,1.3333333333333337
133.3,ELS,3,1,60,5.333333333333334
133.3,ELS,3,2,90,9.733333333333333
133.3,ELS,3,3,120,0.8
133.3,ELS,3,4,150,5.6000000000000005
133.3,ELS,3,5,180,34.93333333333333
133.3,ELS,3,6,210,33.86666666666667
133.3,ELS,3,7,240,74.13333333333333
133.3,ELS,3,8,270,47.86666666666667
133.3,ELS,3,9,300,66.93333333333334
133.3,ELS,3,10,330,48.13333333333333
133.3,ELS,3,11,360,30.53333333333333
133.3,ELS,3,12,390,29.2
133.3,ELS,3,13,420,76.53333333333333
133.3,ELS,3,14,450,46.666666666666664
134.2,ELS,3,0,30,0.0
134.2,ELS,3,1,60,0.0
134.2,ELS,3,2,90,0.0
134.2,ELS,3,3,120,10.533333333333331
134.2,ELS,3,4,150,5.066666666666666
134.2,ELS,3,5,180,5.6000000000000005
134.2,ELS,3,6,210,9.733333333333333
134.2,ELS,3,7,240,65.06666666666666
134.2,ELS,3,8,270,60.266666666666666
134.2,ELS,3,9,300,2.0
134.2,ELS,3,10,330,39.2
134.2,ELS,3,11,360,73.06666666666666
134.2,ELS,3,12,390,33.86666666666667
134.2,ELS,3,13,420,71.6
134.2,ELS,3,14,450,56.39999999999999
134.4,ELS,3,0,30,0.0
134.4,ELS,3,1,60,0.0
134.4,ELS,3,2,90,0.0
134.4,ELS,3,3,120,0.0
134.4,ELS,3,4,150,0.0
134.4,ELS,3,5,180,21.866666666666667
134.4,ELS,3,6,210,11.2
134.4,ELS,3,7,240,71.06666666666666
134.4,ELS,3,8,270,33.2
134.4,ELS,3,9,300,24.0
134.4,ELS,3,10,330,41.333333333333336
134.4,ELS,3,11,360,35.06666666666667
134.4,ELS,3,12,390,50.93333333333333
134.4,ELS,3,13,420,26.266666666666666
134.4,ELS,3,14,450,48.0
136.2,Control,3,0,30,0.0
136.2,Control,3,1,60,6.933333333333333
136.2,Control,3,2,90,6.666666666666667
136.2,Control,3,3,120,15.466666666666669
136.2,Control,3,4,150,3.0666666666666664
136.2,Control,3,5,180,3.8666666666666663
136.2,Control,3,6,210,9.733333333333333
136.2,Control,3,7,240,50.0
136.2,Control,3,8,270,24.4
136.2,Control,3,9,300,34.666666666666664
136.2,Control,3,10,330,38.66666666666666
136.2,Control,3,11,360,52.8
136.2,Control,3,12,390,32.93333333333333
136.2,Control,3,13,420,25.2
136.2,Control,3,14,450,55.333333333333336
136.3,Control,3,0,30,4.266666666666667
136.3,Control,3,1,60,1.4666666666666666
136.3,Control,3,2,90,10.133333333333333
136.3,Control,3,3,120,6.666666666666667
136.3,Control,3,4,150,6.933333333333333
136.3,Control,3,5,180,24.8
136.3,Control,3,6,210,10.133333333333333
136.3,Control,3,7,240,42.00000000000001
136.3,Control,3,8,270,9.2
136.3,Control,3,9,300,19.2
136.3,Control,3,10,330,11.866666666666667
136.3,Control,3,11,360,48.4
136.3,Control,3,12,390,32.4
136.3,Control,3,13,420,27.866666666666667
136.3,Control,3,14,450,54.8
136.5,Control,3,0,30,0.0
136.5,Control,3,1,60,9.6
136.5,Control,3,2,90,6.133333333333333
136.5,Control,3,3,120,0.0
136.5,Control,3,4,150,0.0
136.5,Control,3,5,180,11.733333333333333
136.5,Control,3,6,210,38.53333333333334
136.5,Control,3,7,240,41.46666666666667
136.5,Control,3,8,270,63.2
136.5,Control,3,9,300,26.8
136.5,Control,3,10,330,55.86666666666667
136.5,Control,3,11,360,68.4
136.5,Control,3,12,390,54.13333333333333
136.5,Control,3,13,420,44.53333333333333
136.5,Control,3,14,450,92.0
137.3,Control,3,0,30,0.0
137.3,Control,3,1,60,3.0666666666666664
137.3,Control,3,2,90,0.0
137.3,Control,3,3,120,0.0
137.3,Control,3,4,150,3.6
137.3,Control,3,5,180,0.0
137.3,Control,3,6,210,0.0
137.3,Control,3,7,240,0.0
137.3,Control,3,8,270,18.53333333333333
137.3,Control,3,9,300,4.4
137.3,Control,3,10,330,11.333333333333332
137.3,Control,3,11,360,7.333333333333333
137.3,Control,3,12,390,18.8
137.3,Control,3,13,420,28.26666666666667
137.3,Control,3,14,450,30.666666666666664
144.3,ELS,3,0,30,0.0
144.3,ELS,3,1,60,2.666666666666667
144.3,ELS,3,2,90,1.4666666666666666
144.3,ELS,3,3,120,4.133333333333333
144.3,ELS,3,4,150,5.333333333333334
144.3,ELS,3,5,180,2.0
144.3,ELS,3,6,210,3.466666666666667
144.3,ELS,3,7,240,35.06666666666667
144.3,ELS,3,8,270,36.0
144.3,ELS,3,9,300,14.266666666666666
144.3,ELS,3,10,330,7.866666666666666
144.3,ELS,3,11,360,8.4
144.3,ELS,3,12,390,25.466666666666665
144.3,ELS,3,13,420,17.066666666666666
144.3,ELS,3,14,450,32.4
144.5,ELS,3,0,30,0.0
144.5,ELS,3,1,60,1.7333333333333332
144.5,ELS,3,2,90,14.266666666666666
144.5,ELS,3,3,120,0.0
144.5,ELS,3,4,150,6.4
144.5,ELS,3,5,180,10.666666666666668
144.5,ELS,3,6,210,17.733333333333334
144.5,ELS,3,7,240,37.6
144.5,ELS,3,8,270,5.333333333333334
144.5,ELS,3,9,300,13.6
144.5,ELS,3,10,330,53.86666666666666
144.5,ELS,3,11,360,29.06666666666667
144.5,ELS,3,12,390,30.0
144.5,ELS,3,13,420,11.866666666666667
144.5,ELS,3,14,450,41.06666666666667
145.5,Control,3,0,30,0.4
145.5,Control,3,1,60,0.9333333333333336
145.5,Control,3,2,90,0.0
145.5,Control,3,3,120,4.4
145.5,Control,3,4,150,8.533333333333333
145.5,Control,3,5,180,12.4
145.5,Control,3,6,210,34.66666666666667
145.5,Control,3,7,240,19.066666666666663
145.5,Control,3,8,270,52.0
145.5,Control,3,9,300,26.4
145.5,Control,3,10,330,32.8
145.5,Control,3,11,360,44.93333333333333
145.5,Control,3,12,390,49.86666666666666
145.5,Control,3,13,420,37.86666666666667
145.5,Control,3,14,450,52.666666666666664
146.6,Control,3,0,30,2.666666666666667
146.6,Control,3,1,60,0.6666666666666667
146.6,Control,3,2,90,2.1333333333333333
146.6,Control,3,3,120,1.866666666666667
146.6,Control,3,4,150,33.06666666666666
146.6,Control,3,5,180,16.400000000000002
146.6,Control,3,6,210,31.6
146.6,Control,3,7,240,84.0
146.6,Control,3,8,270,63.46666666666667
146.6,Control,3,9,300,55.866666666666674
146.6,Control,3,10,330,73.86666666666666
146.6,Control,3,11,360,49.06666666666666
146.6,Control,3,12,390,59.33333333333334
146.6,Control,3,13,420,62.53333333333333
146.6,Control,3,14,450,82.13333333333333
147.4,Control,3,0,30,0.0
147.4,Control,3,1,60,0.0
147.4,Control,3,2,90,0.0
147.4,Control,3,3,120,4.666666666666667
147.4,Control,3,4,150,1.0666666666666669
147.4,Control,3,5,180,7.2
147.4,Control,3,6,210,14.4
147.4,Control,3,7,240,58.8
147.4,Control,3,8,270,38.400000000000006
147.4,Control,3,9,300,16.400000000000002
147.4,Control,3,10,330,46.93333333333334
147.4,Control,3,11,360,61.86666666666667
147.4,Control,3,12,390,46.53333333333333
147.4,Control,3,13,420,48.13333333333333
147.4,Control,3,14,450,72.13333333333334
148.4,ELS,3,0,30,1.7333333333333332
148.4,ELS,3,1,60,0.0
148.4,ELS,3,2,90,0.0
148.4,ELS,3,3,120,3.4666666666666663
148.4,ELS,3,4,150,0.0
148.4,ELS,3,5,180,13.2
148.4,ELS,3,6,210,18.4
148.4,ELS,3,7,240,31.2
148.4,ELS,3,8,270,22.26666666666667
148.4,ELS,3,9,300,6.533333333333332
148.4,ELS,3,10,330,51.866666666666674
148.4,ELS,3,11,360,43.86666666666667
148.4,ELS,3,12,390,31.333333333333336
148.4,ELS,3,13,420,69.46666666666667
148.4,ELS,3,14,450,76.53333333333333
150.3,ELS,3,0,30,2.2666666666666666
150.3,ELS,3,1,60,15.866666666666667
150.3,ELS,3,2,90,8.8
150.3,ELS,3,3,120,10.266666666666667
150.3,ELS,3,4,150,3.0666666666666664
150.3,ELS,3,5,180,11.733333333333333
150.3,ELS,3,6,210,32.0
150.3,ELS,3,7,240,29.73333333333333
150.3,ELS,3,8,270,21.066666666666663
150.3,ELS,3,9,300,50.8
150.3,ELS,3,10,330,67.86666666666666
150.3,ELS,3,11,360,61.06666666666667
150.3,ELS,3,12,390,68.4
150.3,ELS,3,13,420,38.8
150.3,ELS,3,14,450,85.33333333333334
150.5,ELS,3,0,30,0.0
150.5,ELS,3,1,60,2.533333333333333
150.5,ELS,3,2,90,5.6000000000000005
150.5,ELS,3,3,120,0.0
150.5,ELS,3,4,150,0.0
150.5,ELS,3,5,180,0.0
150.5,ELS,3,6,210,1.866666666666667
150.5,ELS,3,7,240,6.933333333333333
150.5,ELS,3,8,270,9.066666666666666
150.5,ELS,3,9,300,18.666666666666668
150.5,ELS,3,10,330,20.933333333333334
150.5,ELS,3,11,360,34.66666666666667
150.5,ELS,3,12,390,20.933333333333334
150.5,ELS,3,13,420,30.0
150.5,ELS,3,14,450,38.266666666666666
152.3,Control,3,0,30,0.0
152.3,Control,3,1,60,0.0
152.3,Control,3,2,90,0.0
152.3,Control,3,3,120,0.0
152.3,Control,3,4,150,0.0
152.3,Control,3,5,180,4.533333333333333
152.3,Control,3,6,210,6.666666666666667
152.3,Control,3,7,240,32.666666666666664
152.3,Control,3,8,270,18.133333333333333
152.3,Control,3,9,300,46.8
152.3,Control,3,10,330,38.93333333333333
152.3,Control,3,11,360,36.53333333333333
152.3,Control,3,12,390,53.46666666666667
152.3,Control,3,13,420,37.73333333333333
152.3,Control,3,14,450,50.26666666666667
152.5,Control,3,0,30,0.0
152.5,Control,3,1,60,4.266666666666667
152.5,Control,3,2,90,12.666666666666668
152.5,Control,3,3,120,2.4
152.5,Control,3,4,150,18.266666666666666
152.5,Control,3,5,180,17.599999999999998
152.5,Control,3,6,210,25.466666666666665
152.5,Control,3,7,240,37.06666666666666
152.5,Control,3,8,270,64.4
152.5,Control,3,9,300,55.06666666666666
152.5,Control,3,10,330,54.400000000000006
152.5,Control,3,11,360,61.866666666666674
152.5,Control,3,12,390,65.33333333333333
152.5,Control,3,13,420,54.0
152.5,Control,3,14,450,68.0
153.4,ELS,3,0,30,0.0
153.4,ELS,3,1,60,12.133333333333333
153.4,ELS,3,2,90,1.2
153.4,ELS,3,3,120,12.8
153.4,ELS,3,4,150,24.8
153.4,ELS,3,5,180,28.26666666666667
153.4,ELS,3,6,210,28.4
153.4,ELS,3,7,240,24.53333333333333
153.4,ELS,3,8,270,22.666666666666664
153.4,ELS,3,9,300,37.06666666666666
153.4,ELS,3,10,330,52.13333333333333
153.4,ELS,3,11,360,46.53333333333333
153.4,ELS,3,12,390,59.06666666666667
153.4,ELS,3,13,420,38.4
153.4,ELS,3,14,450,31.333333333333336
154.4,ELS,3,0,30,0.8
154.4,ELS,3,1,60,0.0
154.4,ELS,3,2,90,0.8
154.4,ELS,3,3,120,14.133333333333336
154.4,ELS,3,4,150,4.4
154.4,ELS,3,5,180,12.266666666666666
154.4,ELS,3,6,210,22.133333333333333
154.4,ELS,3,7,240,56.93333333333334
154.4,ELS,3,8,270,24.8
154.4,ELS,3,9,300,29.33333333333333
154.4,ELS,3,10,330,47.6
154.4,ELS,3,11,360,12.533333333333331
154.4,ELS,3,12,390,62.93333333333333
154.4,ELS,3,13,420,41.46666666666667
154.4,ELS,3,14,450,51.33333333333333
157.1,Control,3,0,30,0.0
157.1,Control,3,1,60,0.0
157.1,Control,3,2,90,1.2
157.1,Control,3,3,120,0.0
157.1,Control,3,4,150,9.6
157.1,Control,3,5,180,12.8
157.1,Control,3,6,210,12.533333333333331
157.1,Control,3,7,240,24.8
157.1,Control,3,8,270,16.933333333333334
157.1,Control,3,9,300,21.333333333333336
157.1,Control,3,10,330,33.6
157.1,Control,3,11,360,33.6
157.1,Control,3,12,390,27.200000000000003
157.1,Control,3,13,420,38.93333333333334
157.1,Control,3,14,450,49.86666666666667
157.4,Control,3,0,30,0.0
157.4,Control,3,1,60,0.0
157.4,Control,3,2,90,2.8000000000000003
157.4,Control,3,3,120,0.0
157.4,Control,3,4,150,2.0
157.4,Control,3,5,180,10.266666666666667
157.4,Control,3,6,210,3.333333333333333
157.4,Control,3,7,240,22.26666666666667
157.4,Control,3,8,270,24.133333333333333
157.4,Control,3,9,300,14.8
157.4,Control,3,10,330,49.6
157.4,Control,3,11,360,61.33333333333333
157.4,Control,3,12,390,44.4
157.4,Control,3,13,420,20.53333333333333
157.4,Control,3,14,450,33.33333333333333
158.5,Control,3,0,30,0.0
158.5,Control,3,1,60,0.0
158.5,Control,3,2,90,9.2
158.5,Control,3,3,120,5.2
158.5,Control,3,4,150,27.200000000000003
158.5,Control,3,5,180,3.4666666666666663
158.5,Control,3,6,210,7.6
158.5,Control,3,7,240,27.2
158.5,Control,3,8,270,49.46666666666667
158.5,Control,3,9,300,34.93333333333333
158.5,Control,3,10,330,50.26666666666667
158.5,Control,3,11,360,49.86666666666667
158.5,Control,3,12,390,61.86666666666667
158.5,Control,3,13,420,48.4
158.5,Control,3,14,450,68.13333333333334
159.3,ELS,3,0,30,0.0
159.3,ELS,3,1,60,0.0
159.3,ELS,3,2,90,15.466666666666669
159.3,ELS,3,3,120,8.933333333333334
159.3,ELS,3,4,150,3.333333333333333
159.3,ELS,3,5,180,3.8666666666666663
159.3,ELS,3,6,210,7.466666666666668
159.3,ELS,3,7,240,19.2
159.3,ELS,3,8,270,11.6
159.3,ELS,3,9,300,2.8000000000000003
159.3,ELS,3,10,330,17.2
159.3,ELS,3,11,360,9.866666666666667
159.3,ELS,3,12,390,19.33333333333333
159.3,ELS,3,13,420,13.466666666666663
159.3,ELS,3,14,450,48.53333333333333
159.4,ELS,3,0,30,0.0
159.4,ELS,3,1,60,4.266666666666667
159.4,ELS,3,2,90,3.4666666666666663
159.4,ELS,3,3,120,5.6000000000000005
159.4,ELS,3,4,150,14.666666666666666
159.4,ELS,3,5,180,15.6
159.4,ELS,3,6,210,37.6
159.4,ELS,3,7,240,35.46666666666667
159.4,ELS,3,8,270,38.53333333333334
159.4,ELS,3,9,300,46.8
159.4,ELS,3,10,330,47.73333333333333
159.4,ELS,3,11,360,68.93333333333334
159.4,ELS,3,12,390,47.2
159.4,ELS,3,13,420,58.4
159.4,ELS,3,14,450,76.66666666666667
159.5,ELS,3,0,30,2.666666666666667
159.5,ELS,3,1,60,0.0
159.5,ELS,3,2,90,8.266666666666666
159.5,ELS,3,3,120,0.0
159.5,ELS,3,4,150,2.933333333333333
159.5,ELS,3,5,180,12.0
159.5,ELS,3,6,210,4.266666666666667
159.5,ELS,3,7,240,9.466666666666669
159.5,ELS,3,8,270,7.199999999999999
159.5,ELS,3,9,300,6.666666666666667
159.5,ELS,3,10,330,24.0
159.5,ELS,3,11,360,20.933333333333334
159.5,ELS,3,12,390,14.000000000000002
159.5,ELS,3,13,420,11.466666666666669
159.5,ELS,3,14,450,18.133333333333333
161.1,Control,3,0,30,0.0
161.1,Control,3,1,60,2.2666666666666666
161.1,Control,3,2,90,14.666666666666668
161.1,Control,3,3,120,5.066666666666666
161.1,Control,3,4,150,13.733333333333334
161.1,Control,3,5,180,24.133333333333333
161.1,Control,3,6,210,21.866666666666667
161.1,Control,3,7,240,54.66666666666666
161.1,Control,3,8,270,62.26666666666667
161.1,Control,3,9,300,60.53333333333333
161.1,Control,3,10,330,47.333333333333336
161.1,Control,3,11,360,72.0
161.1,Control,3,12,390,75.2
161.1,Control,3,13,420,31.73333333333333
161.1,Control,3,14,450,47.46666666666667
161.3,Control,3,0,30,0.0
161.3,Control,3,1,60,0.0
161.3,Control,3,2,90,3.733333333333334
161.3,Control,3,3,120,1.6
161.3,Control,3,4,150,11.866666666666667
161.3,Control,3,5,180,10.266666666666667
161.3,Control,3,6,210,17.2
161.3,Control,3,7,240,37.2
161.3,Control,3,8,270,38.53333333333334
161.3,Control,3,9,300,44.13333333333333
161.3,Control,3,10,330,29.33333333333333
161.3,Control,3,11,360,39.6
161.3,Control,3,12,390,67.46666666666667
161.3,Control,3,13,420,53.86666666666666
161.3,Control,3,14,450,70.53333333333333
