,Climbing,Freezing,Grooming,Jump,Locomotion,Sniffing,Turn,Unassigned
Climbing,0.932375,0.00025,0.0,0.00675,0.025125,0.018875,0.011125,0.0055
Freezing,0.000625,0.908375,0.0,0.0,0.000375,0.010875,0.04275,0.037
Grooming,0.0,0.003937007874015748,0.7086614173228346,0.0,0.05511811023622047,0.0,0.0,0.23228346456692914
Jump,0.003651300775901415,0.0,0.0,0.9146508443633045,0.07256960292104062,0.00045641259698767686,0.0,0.00867183934276586
Locomotion,0.029125,0.00025,0.000125,0.02025,0.884,0.011,0.027,0.02825
Sniffing,0.02125,0.01175,0.000125,0.000375,0.01325,0.8295,0.095625,0.028125
Turn,0.02525,0.036,0.000625,0.0,0.065125,0.158625,0.60525,0.109125
Unassigned,0.045,0.061125,0.005375,0.01025,0.1165,0.0685,0.192,0.50125
