animal,cluster,seconds,percent
148.4,Freeze,120.5,28.170660432495616
148.4,Sniff,6.25,1.461133839859731
148.4,Groom,0.0,0.0
148.4,Turn,234.0,54.70485096434834
148.4,Locomotion,52.5,12.27352425482174
148.4,Climb,8.25,1.928696668614845
148.4,Jump,6.25,1.461133839859731
