,precision,recall,f1,support
Climbing,0.9151767818487934,0.95125,0.9328647897683161,12000.0
Freezing,0.9057768268597761,0.91725,0.9114773103676714,12000.0
Grooming,0.8167330677290837,0.6925675675675675,0.7495429616087751,296.0
Jump,0.8926708756519353,0.9304721030042918,0.911179602129448,3495.0
Locomotion,0.8185024009603842,0.9090833333333334,0.8614181933038535,12000.0
Sniffing,0.7991871142556074,0.8848333333333334,0.8398323182788895,12000.0
Turn,0.6691279887482419,0.6343333333333333,0.6512662559890486,12000.0
Unassigned,0.7230122818358112,0.55925,0.6306738088525514,12000.0
