,Climbing,Freezing,Grooming,Jump,Locomotion,Sniffing,Turn,Unassigned
Climbing,0.9471666666666667,0.001,0.0,0.0075,0.016666666666666666,0.013166666666666667,0.01,0.0045
Freezing,0.0015,0.9084166666666667,0.0,0.0,0.0011666666666666668,0.011083333333333334,0.04808333333333333,0.02975
Grooming,0.0033783783783783786,0.0,0.7263513513513513,0.0033783783783783786,0.037162162162162164,0.0,0.0,0.22972972972972974
Jump,0.0031473533619456365,0.0,0.0,0.9350500715307583,0.05293276108726753,0.0008583690987124463,0.0002861230329041488,0.007725321888412017
Locomotion,0.02575,0.00075,8.333333333333333e-05,0.017916666666666668,0.8765833333333334,0.0205,0.033,0.025416666666666667
Sniffing,0.018166666666666668,0.012166666666666666,0.0,0.0,0.0415,0.8214166666666667,0.07891666666666666,0.027833333333333335
Turn,0.020166666666666666,0.0435,0.0006666666666666666,0.0003333333333333333,0.07083333333333333,0.12016666666666667,0.6295,0.11483333333333333
Unassigned,0.04125,0.0585,0.002416666666666667,0.009,0.10908333333333334,0.074,0.18558333333333332,0.5201666666666667
