,Climbing,Freezing,Grooming,Jump,Locomotion,Sniffing,Turn,Unassigned
Climbing,0.8053150795248641,0.0007477925738445167,2.876125284017372e-05,0.005809773073715091,0.012626189996836262,0.0010929276079266013,0.12511144985475567,0.04926802611521758
Freezing,4.135072131164488e-05,0.8962355337085911,5.16884016395561e-06,1.033768032791122e-05,9.820796311515659e-05,0.0009614042704957434,0.0967400125085932,0.005907984307401262
Grooming,0.009174311926605505,0.016055045871559634,0.23853211009174313,0.009174311926605505,0.0,0.0,0.20642201834862386,0.5206422018348624
Jump,0.005999368487527629,0.0,0.0,0.8257025576255131,0.09646353015472056,0.0,0.01673508051784023,0.055099463214398486
Locomotion,0.025819789307000372,0.0006817831929446436,2.199300622402076e-05,0.01416349600826937,0.48461589214629747,0.0013635663858892872,0.32063603773999866,0.15269744221337614
Sniffing,0.00889991578084811,0.031161086199440056,0.0,0.0001365715976600733,0.012314205722349942,0.19170099924885622,0.7209159401816402,0.034871281269205384
Turn,0.00521293133228419,0.030015737151191803,4.797911948719917e-06,0.00020391125782059648,0.011217518136107166,0.0022981998234368403,0.9213670210724293,0.029679883314781406
Unassigned,0.016945982731929307,0.05228734402111235,0.00010389934231716313,0.004062464284601079,0.028634658742610158,0.0034286782964663832,0.5552952299811942,0.33924174259976936
