behavior,rank,feature,mean_abs_shap
Climbing,1,dist_H1R_nose_roll_std,0.28369635343551636
Climbing,2,dist_B2R_S2_roll_mean,0.23023080825805664
Climbing,3,dist_H1L_nose_roll_std,0.22232168912887573
Climbing,4,dist_H1L_H1R_roll_std,0.1996113806962967
Climbing,5,dist_B2L_B2R,0.19015657901763916
Climbing,6,dist_H1L_H1R_roll_mean,0.18295049667358398
Climbing,7,dist_H1R_H2L,0.16111432015895844
Climbing,8,dist_H1R_H2L_roll_sum,0.1416274905204773
Climbing,9,dist_H2L_H2R_roll_std,0.13899771869182587
Climbing,10,dist_B1L_H2R_roll_std,0.1173238456249237
Climbing,11,dist_B2R_B3L_roll_mean,0.08917509019374847
Climbing,12,dist_B2L_B2R_roll_mean,0.08807239681482315
Climbing,13,dist_B1R_H2L_roll_std,0.08607203513383865
Climbing,14,dist_B2R_S2,0.07840073108673096
Climbing,15,dist_B2R_S2_roll_std,0.07316805422306061
Climbing,16,dist_H2L_nose_roll_sum,0.07191311568021774
Climbing,17,dist_B2L_B3L,0.0669686421751976
Climbing,18,dist_B1R_H2R_roll_mean,0.06448476761579514
Climbing,19,dist_B2R_H2L_roll_std,0.06291938573122025
Climbing,20,dist_B1L_H2R,0.062099020928144455
Climbing,21,dist_H2L_H2R,0.05964143946766853
Climbing,22,dist_H2L_S2_roll_sum,0.059127409011125565
Climbing,23,dist_H1L_H1R,0.05786224082112312
Climbing,24,dist_B2L_B3L_roll_mean,0.05501658096909523
Climbing,25,dist_B1L_S1_roll_std,0.054672326892614365
Climbing,26,dist_B1L_H2R_roll_mean,0.05441931262612343
Climbing,27,dist_B3R_S2_roll_mean,0.0539553165435791
Climbing,28,dist_B2R_B3R,0.05360832437872887
Climbing,29,dist_H1R_nose_roll_sum,0.052861426025629044
Climbing,30,dist_B1R_B2R_roll_sum,0.05276840925216675
Climbing,31,dist_B1R_H2L,0.0525081492960453
Climbing,32,dist_S1_tail,0.051253728568553925
Climbing,33,dist_B1R_H2R,0.05098937824368477
Climbing,34,dist_H1L_H2R,0.050497666001319885
Climbing,35,nose_x_roll_std,0.04925517365336418
Climbing,36,dist_B2L_S1_roll_mean,0.04844314977526665
Climbing,37,dist_B1L_B1R,0.047166790813207626
Climbing,38,dist_H1L_H2L_roll_std,0.04708733782172203
Climbing,39,S2_x_t-1,0.04661908373236656
Climbing,40,dist_B2R_S2_roll_sum,0.04501020535826683
Climbing,41,dist_B2R_B3L,0.04496834799647331
Climbing,42,dist_B1R_B3R,0.04476160183548927
Climbing,43,S2_x,0.044331688433885574
Climbing,44,dist_B1R_B2L,0.04317062720656395
Climbing,45,dist_B3R_H1L_roll_std,0.04253062233328819
Climbing,46,dist_B2L_B2R_roll_std,0.04202982410788536
Climbing,47,dist_B3L_S1_roll_std,0.042011190205812454
Climbing,48,dist_B2R_B3R_roll_mean,0.04091349244117737
Climbing,49,dist_B1L_H1R,0.04075811803340912
Climbing,50,dist_B3L_tail_roll_std,0.0405661016702652
Climbing,51,dist_H1R_H2L_roll_mean,0.040424712002277374
Climbing,52,dist_B2R_B3L_roll_std,0.04013894870877266
Climbing,53,dist_H1L_H2L,0.039280734956264496
Climbing,54,dist_B2L_S1,0.039186879992485046
Climbing,55,dist_B3L_H2R,0.0391157902777195
Climbing,56,dist_B2L_S2,0.03836895897984505
Climbing,57,dist_B2L_B3R_roll_mean,0.03826737776398659
Climbing,58,dist_B3R_S2,0.03803246095776558
Climbing,59,B1L_velocity,0.03742784261703491
Climbing,60,tail_velocity_roll_mean,0.036865174770355225
Climbing,61,dist_B2L_B3L_roll_std,0.03669312596321106
Climbing,62,dist_B3R_tail,0.03652716428041458
Climbing,63,dist_B1L_B2R_roll_std,0.035483893007040024
Climbing,64,B1R_velocity,0.03428332880139351
Climbing,65,B3L_x,0.03406090661883354
Climbing,66,S1_y_t-4,0.03386302292346954
Climbing,67,global_body_angular_velocity,0.033380791544914246
Climbing,68,dist_H2L_nose_roll_mean,0.032962922006845474
Climbing,69,dist_B2L_B3R_roll_std,0.03287150710821152
Climbing,70,dist_H2R_S1_roll_std,0.03247027099132538
Climbing,71,dist_S2_tail,0.03206486627459526
Climbing,72,dist_B2L_S2_roll_mean,0.031939078122377396
Climbing,73,H2L_x,0.031456634402275085
Climbing,74,dist_B1L_H1L,0.03101297654211521
Climbing,75,global_body_angle_t-2,0.030714690685272217
Climbing,76,S1_y,0.030649421736598015
Climbing,77,dist_B1R_H2R_roll_std,0.0300248172134161
Climbing,78,dist_B1R_B3R_roll_mean,0.02903924323618412
Climbing,79,dist_B3R_tail_roll_mean,0.028896216303110123
Climbing,80,dist_H1R_nose,0.028142016381025314
Climbing,81,dist_B1R_H1R_roll_mean,0.028014816343784332
Climbing,82,dist_B1R_S1_roll_mean,0.027815548703074455
Climbing,83,dist_B2R_H2L_roll_sum,0.02778088115155697
Climbing,84,dist_B1L_S1_roll_mean,0.02721472643315792
Climbing,85,dist_H2R_S2_roll_std,0.02717229351401329
Climbing,86,angular_velocity_roll_mean,0.02653259038925171
Climbing,87,dist_B3R_tail_roll_std,0.02648564800620079
Climbing,88,dist_H1R_H2R_roll_std,0.026313021779060364
Climbing,89,dist_B2R_S1,0.025983793660998344
Climbing,90,dist_H2L_H2R_roll_mean,0.025865018367767334
Climbing,91,dist_B2R_tail,0.025771884247660637
Climbing,92,dist_B1R_B2L_roll_std,0.025718549266457558
Climbing,93,nose_velocity_roll_mean,0.025645911693572998
Climbing,94,B3L_velocity_roll_mean,0.025494107976555824
Climbing,95,S1_velocity_roll_std,0.02545778639614582
Climbing,96,dist_B3R_H2L_roll_std,0.025146998465061188
Climbing,97,dist_B3L_H2L_roll_std,0.0250572357326746
Climbing,98,dist_B2L_S2_roll_sum,0.024827519431710243
Climbing,99,dist_B3R_tail_roll_sum,0.024250945076346397
Climbing,100,dist_B3R_H1R_roll_std,0.02410612814128399
Climbing,101,B2R_x,0.02409322001039982
Climbing,102,dist_H2L_nose_roll_std,0.023810304701328278
Climbing,103,dist_H2L_S1_roll_std,0.02375071682035923
Climbing,104,dist_B2L_nose_roll_std,0.023591039702296257
Climbing,105,dist_B2L_H2R_roll_std,0.023034976795315742
Climbing,106,dist_B2R_nose_roll_std,0.02287956140935421
Climbing,107,dist_H1R_nose_roll_mean,0.022866204380989075
Climbing,108,global_body_angle,0.02252277173101902
Climbing,109,dist_H2L_tail_roll_std,0.02226361818611622
Climbing,110,dist_B1L_B2L,0.022023888304829597
Climbing,111,dist_H2R_nose_roll_mean,0.021853996440768242
Climbing,112,dist_B1R_B3L,0.02161708101630211
Climbing,113,B3R_velocity_roll_mean,0.021497132256627083
Climbing,114,B3L_x_t-2,0.021445991471409798
Climbing,115,dist_B2L_H2L,0.021429408341646194
Climbing,116,B1L_y_t-5,0.021325208246707916
Climbing,117,B1R_x_roll_std,0.02105453796684742
Climbing,118,dist_B1R_nose_roll_std,0.021052800118923187
Climbing,119,dist_B1R_B2R_roll_std,0.020329466089606285
Climbing,120,dist_B1L_H1R_roll_sum,0.02024427428841591
Climbing,121,dist_B1R_H1R_roll_std,0.020206749439239502
Climbing,122,dist_B2L_tail_roll_mean,0.01971081644296646
Climbing,123,tail_velocity_roll_sum,0.018786795437335968
Climbing,124,dist_B3L_tail,0.01867821253836155
Climbing,125,B1L_y_roll_mean,0.018637441098690033
Climbing,126,dist_B1R_B2R_roll_mean,0.018635351210832596
Climbing,127,B2L_x_t-2,0.018458815291523933
Climbing,128,dist_B1R_tail,0.018380777910351753
Climbing,129,dist_B1R_H1L,0.018121453002095222
Climbing,130,dist_B2L_S1_roll_std,0.017932629212737083
Climbing,131,dist_B1R_B2R,0.017847876995801926
Climbing,132,dist_S1_S2_roll_sum,0.01784607768058777
Climbing,133,dist_B1R_nose_roll_sum,0.017635827884078026
Climbing,134,dist_H1L_H2R_roll_std,0.017610501497983932
Climbing,135,S1_y_t-3,0.01760038733482361
Climbing,136,dist_H2L_S2_roll_std,0.017529813572764397
Climbing,137,H1R_x_roll_std,0.0174510907381773
Climbing,138,dist_B3L_S2_roll_std,0.017391858622431755
Climbing,139,dist_B3L_H2L,0.017167842015624046
Climbing,140,dist_B1L_B1R_roll_std,0.017096538096666336
Climbing,141,angular_velocity_t-3,0.01692231185734272
Climbing,142,S1_y_t-5,0.01687338575720787
Climbing,143,dist_B3L_tail_roll_sum,0.01675436645746231
Climbing,144,dist_B1L_H2L,0.016752321273088455
Climbing,145,dist_B1L_nose,0.016731325536966324
Climbing,146,H2L_velocity_roll_mean,0.016716549172997475
Climbing,147,dist_S2_nose_roll_sum,0.016435232013463974
Climbing,148,dist_B3R_S2_roll_sum,0.016428513452410698
Climbing,149,B1L_x_roll_sum,0.016130756586790085
Climbing,150,dist_B1L_B3L_roll_mean,0.016109304502606392
Climbing,151,dist_B2R_tail_roll_std,0.016077790409326553
Climbing,152,H2L_velocity,0.016068648546934128
Climbing,153,dist_H1L_nose_roll_sum,0.016063738614320755
Climbing,154,dist_B2R_tail_roll_mean,0.01605057343840599
Climbing,155,dist_H2L_H2R_roll_sum,0.016041425988078117
Climbing,156,dist_B1R_H1L_roll_mean,0.015868201851844788
Climbing,157,dist_B1R_B2L_roll_mean,0.015785448253154755
Climbing,158,dist_H1L_H2L_roll_sum,0.01574569009244442
Climbing,159,dist_B1L_S1_roll_sum,0.015634139999747276
Climbing,160,dist_S2_tail_roll_mean,0.015613553114235401
Climbing,161,dist_B2R_S1_roll_std,0.015592379495501518
Climbing,162,H2L_y_t-5,0.015569004230201244
Climbing,163,B1R_x_t-5,0.015549208968877792
Climbing,164,dist_B2L_tail,0.01554539892822504
Climbing,165,dist_H2L_nose,0.015472173690795898
Climbing,166,B1L_x,0.015323790721595287
Climbing,167,dist_H2R_nose_roll_sum,0.015246604569256306
Climbing,168,B3R_x_roll_std,0.01520843431353569
Climbing,169,dist_B1L_H2L_roll_std,0.015166597440838814
Climbing,170,B1R_velocity_roll_std,0.015159624628722668
Climbing,171,dist_H1R_tail_roll_std,0.015090670436620712
Climbing,172,B1L_velocity_roll_mean,0.01478197518736124
Climbing,173,dist_B1L_H1R_roll_mean,0.01470255944877863
Climbing,174,dist_B1L_nose_roll_mean,0.01469107624143362
Climbing,175,dist_H1R_H2L_roll_std,0.01468724850565195
Climbing,176,B3R_y,0.014619356021285057
Climbing,177,dist_B1L_B1R_roll_mean,0.014415903948247433
Climbing,178,dist_B2R_B3R_roll_std,0.014393125660717487
Climbing,179,dist_nose_tail_roll_std,0.014360886067152023
Climbing,180,B3R_x_t-1,0.014315232634544373
Climbing,181,B3L_y,0.014105292968451977
Climbing,182,dist_B3R_S2_roll_std,0.013943509198725224
Climbing,183,B2L_x_t-3,0.013618077151477337
Climbing,184,dist_B1R_nose,0.013578341342508793
Climbing,185,dist_H1R_H2R,0.013494527898728848
Climbing,186,dist_B1L_B2R,0.013491420075297356
Climbing,187,global_body_angle_t-5,0.013411187566816807
Climbing,188,B2L_x_t-1,0.01339807827025652
Climbing,189,B3L_velocity,0.013333865441381931
Climbing,190,B2R_x_roll_std,0.01328625250607729
Climbing,191,dist_B2R_S1_roll_sum,0.013281122781336308
Climbing,192,B1R_velocity_roll_sum,0.013166998513042927
Climbing,193,dist_B2R_S1_roll_mean,0.013112641870975494
Climbing,194,angular_velocity_t-5,0.013106771744787693
Climbing,195,dist_B2L_H2R,0.013065618462860584
Climbing,196,B2R_y_t-1,0.013039235025644302
Climbing,197,dist_B2R_H2R_roll_std,0.013014668598771095
Climbing,198,dist_B1R_tail_roll_std,0.012844190932810307
Climbing,199,dist_B1L_H1L_roll_std,0.012835755944252014
Climbing,200,dist_H2R_nose_roll_std,0.012814483605325222
Climbing,201,dist_B3R_S1_roll_mean,0.012507550418376923
Climbing,202,S1_x_t-4,0.012402130290865898
Climbing,203,centroid_y_roll_std,0.012376627884805202
Climbing,204,dist_S1_S2,0.012330279685556889
Climbing,205,dist_B2R_H1R_roll_std,0.012327872216701508
Climbing,206,orientation_angle_t-1,0.012321555987000465
Climbing,207,S1_y_t-2,0.012238181196153164
Climbing,208,dist_B1L_B2L_roll_std,0.012142541818320751
Climbing,209,dist_B1L_B3L_roll_std,0.012072027660906315
Climbing,210,B3L_x_t-1,0.012013970874249935
Climbing,211,dist_H1L_S1,0.012005237862467766
Climbing,212,B3L_x_t-3,0.011970949359238148
Climbing,213,dist_B1R_B3R_roll_sum,0.011884713545441628
Climbing,214,S1_x_t-1,0.011876127682626247
Climbing,215,dist_B1R_B3L_roll_std,0.011822262778878212
Climbing,216,S1_x,0.011765140108764172
Climbing,217,S1_x_t-5,0.01170118898153305
Climbing,218,dist_B1L_H2L_roll_sum,0.011614033952355385
Climbing,219,B1L_velocity_roll_sum,0.011558003723621368
Climbing,220,tail_x,0.011244313791394234
Climbing,221,B2R_velocity,0.011242630891501904
Climbing,222,dist_H1R_H2R_roll_mean,0.011164560914039612
Climbing,223,dist_B2L_H1L_roll_std,0.011158699169754982
Climbing,224,orientation_angle_t-5,0.011075499467551708
Climbing,225,dist_H2R_nose,0.011033717542886734
Climbing,226,dist_S1_tail_roll_std,0.011020286940038204
Climbing,227,dist_H2R_S1_roll_mean,0.011008234694600105
Climbing,228,H2L_y,0.01100175641477108
Climbing,229,dist_H1L_nose_roll_mean,0.010972111485898495
Climbing,230,dist_B2L_H2L_roll_std,0.010934007354080677
Climbing,231,dist_B2L_nose,0.010858233086764812
Climbing,232,dist_B1L_H2L_roll_mean,0.010770599357783794
Climbing,233,dist_S1_S2_roll_mean,0.010529451072216034
Climbing,234,dist_H1L_S1_roll_sum,0.010510149411857128
Climbing,235,dist_H2R_S2_roll_mean,0.010483482852578163
Climbing,236,dist_B3L_S1,0.010459432378411293
Climbing,237,B2R_y_roll_std,0.010449976660311222
Climbing,238,H2L_y_roll_std,0.010403535328805447
Climbing,239,dist_B1L_nose_roll_sum,0.010371948592364788
Climbing,240,dist_B1L_tail,0.010364667512476444
Climbing,241,dist_B1R_B3R_roll_std,0.01035750936716795
Climbing,242,H2L_x_t-2,0.010333873331546783
Climbing,243,dist_B1L_tail_roll_mean,0.010323459282517433
Climbing,244,dist_H2L_S2,0.010187936015427113
Climbing,245,dist_B3L_H1R_roll_std,0.010175839997828007
Climbing,246,dist_B1R_S1_roll_std,0.010155325755476952
Climbing,247,dist_B1L_nose_roll_std,0.01015379186719656
Climbing,248,dist_B1L_H2R_roll_sum,0.010096937417984009
Climbing,249,dist_B3L_nose_roll_std,0.010036374442279339
Climbing,250,dist_H1L_tail_roll_std,0.010010668076574802
Climbing,251,dist_B1R_H2R_roll_sum,0.009977086447179317
Climbing,252,H2L_x_t-5,0.00997551903128624
Climbing,253,dist_B1L_B3L,0.00996819045394659
Climbing,254,dist_H2L_S1_roll_sum,0.00988086313009262
Climbing,255,dist_B1L_B3R_roll_mean,0.009870853275060654
Climbing,256,tail_x_t-4,0.00982024148106575
Climbing,257,dist_B1L_S2_roll_std,0.00977987702935934
Climbing,258,dist_B1L_H1R_roll_std,0.009691810235381126
Climbing,259,dist_B2L_B3R,0.009661882184445858
Climbing,260,dist_H1L_nose,0.009632918983697891
Climbing,261,dist_B1L_H1L_roll_sum,0.009613081812858582
Climbing,262,orientation_angle,0.009591449983417988
Climbing,263,H1R_velocity_roll_std,0.009509090334177017
Climbing,264,S1_y_roll_std,0.009492364712059498
Climbing,265,S1_x_roll_std,0.009414282627403736
Climbing,266,B1L_x_t-4,0.009323752485215664
Climbing,267,dist_B3L_H2L_roll_mean,0.009287912398576736
Climbing,268,dist_B3L_B3R_roll_mean,0.009266074746847153
Climbing,269,dist_B1R_H2L_roll_mean,0.009265496395528316
Climbing,270,dist_H2R_S2,0.009258782491087914
Climbing,271,S1_velocity,0.009194652549922466
Climbing,272,dist_B2L_tail_roll_sum,0.009189856238663197
Climbing,273,dist_S2_nose,0.009158396162092686
Climbing,274,dist_S1_nose_roll_mean,0.009124768897891045
Climbing,275,B3L_y_roll_std,0.009096785448491573
Climbing,276,H2L_x_roll_std,0.009077498689293861
Climbing,277,B2R_y_t-2,0.009063930250704288
Climbing,278,dist_B3L_S2_roll_mean,0.00902711320668459
Climbing,279,S2_x_roll_std,0.00900681596249342
Climbing,280,dist_H1L_H2R_roll_mean,0.009003104642033577
Climbing,281,S2_y_t-4,0.00898788869380951
Climbing,282,nose_x,0.008920345455408096
Climbing,283,dist_B3L_B3R_roll_sum,0.008920315653085709
Climbing,284,H1L_y_roll_std,0.00888240896165371
Climbing,285,dist_H1L_S1_roll_mean,0.00884381402283907
Climbing,286,B1R_velocity_roll_mean,0.008808232843875885
Climbing,287,H2L_x_roll_sum,0.008749252185225487
Climbing,288,dist_B1R_H1L_roll_std,0.008733540773391724
Climbing,289,B1R_x_roll_mean,0.008717427961528301
Climbing,290,dist_H1L_S2,0.008673271164298058
Climbing,291,B3R_velocity_roll_std,0.008622633293271065
Climbing,292,dist_B1L_B2L_roll_mean,0.008611399680376053
Climbing,293,B3R_y_t-1,0.008609157986938953
Climbing,294,nose_y_t-1,0.008582337759435177
Climbing,295,H1L_x_roll_std,0.008578648790717125
Climbing,296,H2R_velocity,0.008454770781099796
Climbing,297,dist_B2L_H2L_roll_mean,0.008450574241578579
Climbing,298,nose_y_t-4,0.008425315842032433
Climbing,299,dist_H2L_S2_roll_mean,0.008421014063060284
Climbing,300,dist_B1R_H1R_roll_sum,0.00842040590941906
Climbing,301,global_body_angular_velocity_t-5,0.008409482426941395
Climbing,302,H2L_y_t-4,0.008403866551816463
Climbing,303,centroid_x_roll_std,0.008308260701596737
Climbing,304,global_body_angular_velocity_roll_mean,0.008308175951242447
Climbing,305,dist_B1R_B3L_roll_mean,0.008259542286396027
Climbing,306,H1L_x_t-1,0.008245338685810566
Climbing,307,dist_S1_S2_roll_std,0.008193380199372768
Climbing,308,dist_H2L_tail_roll_mean,0.008151693269610405
Climbing,309,dist_B3L_S2,0.0081448620185256
Climbing,310,dist_B2L_H2R_roll_mean,0.008114528842270374
Climbing,311,B2L_y_t-5,0.008061514236032963
Climbing,312,global_body_angular_velocity_t-3,0.008056595921516418
Climbing,313,nose_x_roll_mean,0.008030164055526257
Climbing,314,dist_B1R_H1L_roll_sum,0.007963095791637897
Climbing,315,dist_B2R_H2R_roll_mean,0.007959430105984211
Climbing,316,dist_B1R_S2_roll_std,0.007942372933030128
Climbing,317,B3L_velocity_roll_std,0.007921512238681316
Climbing,318,H1L_x_roll_mean,0.007894124835729599
Climbing,319,B1L_x_t-3,0.007877092808485031
Climbing,320,S2_velocity,0.007870558649301529
Climbing,321,dist_B3L_B3R_roll_std,0.007858161814510822
Climbing,322,S2_x_t-5,0.007846219465136528
Climbing,323,dist_H1L_S2_roll_sum,0.007831019349396229
Climbing,324,H1L_y_t-4,0.0078088813461363316
Climbing,325,dist_B3R_H2R_roll_std,0.007785741239786148
Climbing,326,S1_y_t-1,0.00776252057403326
Climbing,327,B1L_x_t-2,0.007744087837636471
Climbing,328,nose_x_t-1,0.007721285801380873
Climbing,329,dist_H2R_S1,0.007708345539867878
Climbing,330,dist_B1L_tail_roll_sum,0.007708003744482994
Climbing,331,dist_H1L_tail_roll_sum,0.007641289848834276
Climbing,332,B1L_y_t-3,0.007612947840243578
Climbing,333,B1R_y_t-4,0.00757484370842576
Climbing,334,tail_velocity,0.00755930645391345
Climbing,335,dist_H1R_S2,0.007547205779701471
Climbing,336,S1_x_t-3,0.0075391968712210655
Climbing,337,nose_y_t-5,0.007499391213059425
Climbing,338,B2L_x_roll_std,0.007488640490919352
Climbing,339,H1L_x_t-4,0.007454937789589167
Climbing,340,B3R_y_t-5,0.007414923515170813
Climbing,341,dist_H1L_H2R_roll_sum,0.007398512214422226
Climbing,342,B2R_y,0.00732213631272316
Climbing,343,dist_S1_nose,0.007316628936678171
Climbing,344,dist_H2L_S1,0.007310678716748953
Climbing,345,B3R_y_t-4,0.007275799755007029
Climbing,346,angular_velocity,0.007228908594697714
Climbing,347,global_body_angular_velocity_t-4,0.007183312904089689
Climbing,348,B2R_velocity_roll_std,0.007175206206738949
Climbing,349,B1L_x_t-1,0.007160709705203772
Climbing,350,tail_y_roll_std,0.007091459818184376
Climbing,351,dist_B2L_tail_roll_std,0.0069768247194588184
Climbing,352,S2_velocity_roll_mean,0.006950610317289829
Climbing,353,H1L_y_t-5,0.006894678343087435
Climbing,354,dist_B1L_H1L_roll_mean,0.006821009796112776
Climbing,355,dist_H1L_S1_roll_std,0.006817527115345001
Climbing,356,dist_S2_nose_roll_std,0.006789890117943287
Climbing,357,dist_B3R_S1,0.00674878153949976
Climbing,358,dist_B3L_H1L_roll_std,0.0067441221326589584
Climbing,359,B1L_velocity_roll_std,0.006731437519192696
Climbing,360,H1L_y_t-3,0.006718592718243599
Climbing,361,B2L_x_t-4,0.006667643785476685
Climbing,362,B2R_x_t-2,0.0066397287882864475
Climbing,363,S2_x_roll_mean,0.00663265585899353
Climbing,364,dist_H1L_tail,0.006568376440554857
Climbing,365,angular_velocity_t-2,0.006525745149701834
Climbing,366,tail_x_t-1,0.0064552659168839455
Climbing,367,S1_velocity_roll_mean,0.00645432248711586
Climbing,368,B1R_y_roll_std,0.006449509412050247
Climbing,369,dist_H1R_S1,0.006393848918378353
Climbing,370,dist_B1L_S1,0.006370691116899252
Climbing,371,B1R_y_t-5,0.006312783341854811
Climbing,372,S2_y_t-2,0.006296937819570303
Climbing,373,dist_B1R_B2L_roll_sum,0.006210092920809984
Climbing,374,B1L_x_t-5,0.006128815934062004
Climbing,375,dist_H1L_H2L_roll_mean,0.006122224498540163
Climbing,376,dist_S1_tail_roll_mean,0.0061162179335951805
Climbing,377,dist_B1L_B3R_roll_sum,0.006089911796152592
Climbing,378,B2L_x,0.006027533672749996
Climbing,379,H2R_y_roll_std,0.006021001376211643
Climbing,380,H1R_velocity_roll_mean,0.0059922137297689915
Climbing,381,B2L_y_roll_std,0.005988037679344416
Climbing,382,dist_B3L_S1_roll_sum,0.005953201092779636
Climbing,383,dist_B2R_nose_roll_sum,0.005873685237020254
Climbing,384,B2L_y_t-2,0.005866571795195341
Climbing,385,centroid_y_roll_mean,0.00582775566726923
Climbing,386,H2R_x_roll_sum,0.005825914908200502
Climbing,387,H2L_y_t-2,0.005820441525429487
Climbing,388,dist_B1R_S1,0.005807004403322935
Climbing,389,centroid_displacement_5,0.005759212654083967
Climbing,390,dist_B1L_B2R_roll_sum,0.005644346121698618
Climbing,391,dist_B3L_B3R,0.005602651741355658
Climbing,392,B2L_y_t-1,0.005579566117376089
Climbing,393,dist_B1R_S2,0.00557674840092659
Climbing,394,H1L_y_t-1,0.00557229109108448
Climbing,395,H1L_x_roll_sum,0.0055519272573292255
Climbing,396,H1L_x,0.005544869229197502
Climbing,397,S2_y_roll_std,0.005496566649526358
Climbing,398,B3R_x,0.0054855868220329285
Climbing,399,dist_B2L_B2R_roll_sum,0.0054803527891635895
Climbing,400,dist_B2R_H1L_roll_std,0.005447490140795708
Climbing,401,angular_velocity_t-4,0.005328959785401821
Climbing,402,dist_B3L_H1R,0.005316530354321003
Climbing,403,angular_velocity_t-1,0.005300774704664946
Climbing,404,dist_B3L_H1R_roll_mean,0.005208053160458803
Climbing,405,B1L_y,0.005173471290618181
Climbing,406,tail_x_t-2,0.005162832792848349
Climbing,407,global_body_angle_roll_sum,0.005156565457582474
Climbing,408,H2R_y_roll_mean,0.005129145924001932
Climbing,409,B1R_y_t-3,0.005043334327638149
Climbing,410,dist_B1L_B2L_roll_sum,0.005027806852012873
Climbing,411,H2L_x_t-1,0.005017454270273447
Climbing,412,B2R_y_t-4,0.005005296319723129
Climbing,413,centroid_velocity,0.004955688491463661
Climbing,414,dist_H1R_H2R_roll_sum,0.004921203013509512
Climbing,415,S1_x_roll_mean,0.004917333368211985
Climbing,416,H1R_y_t-3,0.004912885837256908
Climbing,417,dist_B2R_H1L_roll_mean,0.004905387293547392
Climbing,418,tail_x_t-3,0.004869129043072462
Climbing,419,S2_x_t-3,0.004855475854128599
Climbing,420,dist_H1R_S2_roll_std,0.004828972741961479
Climbing,421,dist_B1L_S2,0.0048180315643548965
Climbing,422,H2R_x_t-4,0.004807809833437204
Climbing,423,tail_y_roll_mean,0.004795433022081852
Climbing,424,tail_x_roll_std,0.00478534447029233
Climbing,425,B2L_y,0.004724200814962387
Climbing,426,dist_H1R_S1_roll_std,0.004710412584245205
Climbing,427,dist_B2R_H2R,0.004643293097615242
Climbing,428,H1L_velocity_roll_std,0.004636804573237896
Climbing,429,tail_y,0.004632275085896254
Climbing,430,H2L_y_t-1,0.004623092245310545
Climbing,431,S2_y_t-1,0.004592842422425747
Climbing,432,dist_B1L_S2_roll_mean,0.004589600954204798
Climbing,433,B3R_velocity,0.004584692884236574
Climbing,434,dist_B2L_H1R_roll_mean,0.004577237647026777
Climbing,435,dist_B1L_B3R_roll_std,0.004563086666166782
Climbing,436,B3L_x_t-4,0.004525513853877783
Climbing,437,H2R_y_t-5,0.00451960414648056
Climbing,438,angular_velocity_roll_std,0.004515286535024643
Climbing,439,dist_S1_nose_roll_std,0.004511035047471523
Climbing,440,S2_y,0.004505113232880831
Climbing,441,dist_B3R_H2R_roll_mean,0.004483869764953852
Climbing,442,H2R_x,0.004475070629268885
Climbing,443,dist_B3L_tail_roll_mean,0.004474029876291752
Climbing,444,dist_B2R_H1R_roll_sum,0.004406107123941183
Climbing,445,B1L_y_roll_std,0.004371646326035261
Climbing,446,dist_B1R_H1R,0.004342179745435715
Climbing,447,H2R_x_roll_std,0.004308654461055994
Climbing,448,centroid_velocity_roll_mean,0.0043023074977099895
Climbing,449,dist_B3R_S1_roll_std,0.004289535339921713
Climbing,450,dist_B3L_S1_roll_mean,0.00423034792765975
Climbing,451,H2L_velocity_roll_std,0.004229308571666479
Climbing,452,tail_y_t-2,0.004216975066810846
Climbing,453,global_body_angle_roll_std,0.0042105019092559814
Climbing,454,dist_B2L_S2_roll_std,0.004187417682260275
Climbing,455,B1R_y_t-2,0.004181188531219959
Climbing,456,global_body_angle_t-4,0.004172186832875013
Climbing,457,B1R_x_t-2,0.004151289816945791
Climbing,458,dist_B1L_tail_roll_std,0.004061720333993435
Climbing,459,H2R_y_t-2,0.004042936488986015
Climbing,460,dist_B2R_tail_roll_sum,0.00404167827218771
Climbing,461,dist_H1R_S1_roll_mean,0.0040129926055669785
Climbing,462,B1R_x_t-1,0.004004540387541056
Climbing,463,dist_B1R_H2L_roll_sum,0.0039933305233716965
Climbing,464,H1R_x_t-3,0.003986116964370012
Climbing,465,dist_H1R_tail_roll_sum,0.003959267865866423
Climbing,466,tail_x_roll_sum,0.003911915700882673
Climbing,467,dist_B3R_nose_roll_mean,0.003880331991240382
Climbing,468,H2R_x_roll_mean,0.0038675612304359674
Climbing,469,B3R_x_roll_mean,0.0038563378620892763
Climbing,470,H2R_y_t-4,0.0038554128259420395
Climbing,471,B1L_x_roll_mean,0.0038497988134622574
Climbing,472,B3L_y_t-2,0.003824979066848755
Climbing,473,dist_B3L_H1L,0.0037152189761400223
Climbing,474,B2R_x_t-5,0.003698687767609954
Climbing,475,H1R_y_t-1,0.003693035803735256
Climbing,476,B3R_y_roll_std,0.0036872292403131723
Climbing,477,B2R_y_roll_sum,0.0036765937693417072
Climbing,478,dist_B2L_H1L_roll_mean,0.0036268115509301424
Climbing,479,H2R_x_t-3,0.0036148959770798683
Climbing,480,dist_B2R_H2L,0.0036035990342497826
Climbing,481,B2L_velocity_roll_sum,0.0035999498795717955
Climbing,482,B2R_x_t-4,0.0035971750039607286
Climbing,483,H2R_y_t-3,0.0035668550990521908
Climbing,484,S2_velocity_roll_std,0.0035667712800204754
Climbing,485,B2L_y_t-3,0.003527193097397685
Climbing,486,dist_B3R_nose_roll_sum,0.0035261805169284344
