animal,cluster,seconds,percent
136.3,Freeze,106.5,26.410415375077495
136.3,Sniff,21.0,5.207687538747676
136.3,Groom,0.0,0.0
136.3,Turn,264.25,65.53006819590824
136.3,Locomotion,6.75,1.6738995660260385
136.3,Climb,4.75,1.1779293242405457
136.3,Jump,0.0,0.0
