animal,cluster,seconds,percent
134.4,Freeze,120.25,27.77136258660508
134.4,Sniff,8.0,1.8475750577367205
134.4,Groom,0.25,0.057736720554272515
134.4,Turn,264.5,61.08545034642032
134.4,Locomotion,29.25,6.755196304849885
134.4,Climb,4.0,0.9237875288683602
134.4,Jump,6.75,1.558891454965358
