animal,cluster,seconds,percent
159.5,Freeze,50.5,11.43827859569649
159.5,Sniff,106.0,24.009060022650054
159.5,Groom,0.0,0.0
159.5,Turn,255.25,57.81426953567384
159.5,Locomotion,7.5,1.698754246885617
159.5,Climb,19.5,4.416761041902604
159.5,Jump,2.75,0.622876557191393
