animal,cluster,seconds,percent
68.1,Freeze,98.75,24.564676616915424
68.1,Sniff,5.0,1.2437810945273633
68.1,Groom,0.0,0.0
68.1,Turn,246.25,61.256218905472636
68.1,Locomotion,24.5,6.0945273631840795
68.1,Climb,24.75,6.156716417910448
68.1,Jump,2.75,0.6840796019900498
