animal,cluster,seconds,percent
129.4,Freeze,172.0,42.26044226044226
129.4,Sniff,8.5,2.0884520884520885
129.4,Groom,0.0,0.0
129.4,Turn,205.5,50.4914004914005
129.4,Locomotion,3.75,0.9213759213759214
129.4,Climb,12.75,3.1326781326781328
129.4,Jump,4.5,1.1056511056511056
