,Climbing,Freezing,Grooming,Jump,Locomotion,Sniffing,Turn,Unassigned
Climbing,0.9459166666666666,0.0010833333333333333,0.0,0.008166666666666666,0.016416666666666666,0.013,0.011,0.004416666666666667
Freezing,0.0011666666666666668,0.90475,0.0,0.0,0.00125,0.011833333333333333,0.051416666666666666,0.029583333333333333
Grooming,0.0033783783783783786,0.013513513513513514,0.6013513513513513,0.006756756756756757,0.037162162162162164,0.006756756756756757,0.060810810810810814,0.2702702702702703
Jump,0.0031473533619456365,0.0,0.0,0.930758226037196,0.056938483547925606,0.0,0.0005722460658082976,0.008583690987124463
Locomotion,0.026916666666666665,0.0009166666666666666,0.0003333333333333333,0.01775,0.8690833333333333,0.024333333333333332,0.03575,0.024916666666666667
Sniffing,0.017916666666666668,0.013666666666666667,0.0,8.333333333333333e-05,0.043083333333333335,0.8158333333333333,0.08341666666666667,0.026
Turn,0.021166666666666667,0.045083333333333336,0.0003333333333333333,0.0003333333333333333,0.07258333333333333,0.12766666666666668,0.6150833333333333,0.11775
Unassigned,0.042333333333333334,0.06341666666666666,0.00175,0.00825,0.10933333333333334,0.076,0.18666666666666668,0.51225
