animal,cluster,seconds,percent
32.4,Freeze,54.25,15.804806991988347
32.4,Sniff,6.5,1.8936635105608157
32.4,Groom,3.5,1.0196649672250546
32.4,Turn,253.75,73.92571012381646
32.4,Locomotion,12.75,3.7144938091769846
32.4,Climb,8.0,2.3306627822286963
32.4,Jump,4.5,1.3109978150036417
