animal,cluster,seconds,percent
49.5,Freeze,36.0,10.155148095909732
49.5,Sniff,17.0,4.795486600846263
49.5,Groom,1.25,0.3526093088857546
49.5,Turn,230.0,64.88011283497885
49.5,Locomotion,54.75,15.444287729196052
49.5,Climb,9.25,2.609308885754584
49.5,Jump,6.25,1.7630465444287728
