behavior,rank,parameter,parameter_label,mean_absolute_shap,mean_shap,sd_shap,sem_shap,minimum_shap,maximum_shap,n_frames,plotted_top_10
Groom,120,dist_B3R_S2_roll_std,SD distance Right body 3 - Center body,0.01322551816701889,0.005004667676985264,0.0178422499448061,0.00034738592909759776,-0.1008359044790268,0.34665733575820923,2638,False
Groom,121,nose_velocity_roll_std,SD nose velocity,0.013221483677625656,0.009232519194483757,0.020161904394626617,0.0003925492531586897,-0.5216705203056335,0.15206919610500336,2638,False
Groom,122,S1_x_t-4,Center body x (lag 4),0.013217562809586525,-0.004891968332231045,0.01326611079275608,0.0002582891864820428,-0.015834394842386246,0.01636163331568241,2638,False
Groom,123,dist_B3L_tail_roll_mean,Mean distance Left body 3 - Tail,0.012772072106599808,-0.011916689574718475,0.011813758872449398,0.00023001211252706856,-0.12445919960737228,0.0910695269703865,2638,False
Groom,124,orientation_angle_t-1,Orientation angle (lag 1),0.012659000232815742,-0.0024049447383731604,0.014522695913910866,0.00028275471023341496,-0.05109376087784767,0.03506381809711456,2638,False
Groom,125,H1L_y,Left head 1 y,0.012517038732767105,-0.005493666045367718,0.01565539464354515,0.0003048081845317177,-0.08477985858917236,0.054770611226558685,2638,False
Groom,126,dist_B1L_S2_roll_std,SD distance Left body 1 - Center body,0.012313256971538067,0.0004349578230176121,0.014766019769012928,0.00028749218918016885,-0.06104272976517677,0.04571001976728439,2638,False
Groom,127,dist_B1R_tail_roll_mean,Mean distance Right body 1 - Tail,0.012272997759282589,0.0017341526690870523,0.017818327993154526,0.0003469201722885621,-0.008250826969742775,0.051766037940979004,2638,False
Groom,128,B2L_y_roll_std,SD left body 2 y,0.012252259999513626,-0.010566185228526592,0.007666346617043018,0.00014926261825633542,-0.05020701885223389,0.031634241342544556,2638,False
Groom,129,dist_H1L_tail,Distance Left head 1 - Tail,0.01215876080095768,-0.01180009450763464,0.008487237617373466,0.00016524524285355788,-0.06401104480028152,0.06406830251216888,2638,False
Groom,130,S1_velocity_roll_sum,Summed center body velocity,0.012096810154616833,-0.009849888272583485,0.009818222373723984,0.00019115931633811634,-0.016433831304311752,0.03549326956272125,2638,False
Groom,131,B1L_y,Left body 1 y,0.011175311170518398,-0.0039766766130924225,0.01549870241433382,0.00030175741034150426,-0.06517831981182098,0.022032368928194046,2638,False
Groom,132,dist_B3L_B3R_roll_std,SD distance Left body 3 - Right body 3,0.011114235036075115,0.006145336199551821,0.021595550701022148,0.0004204621316176941,-0.08213653415441513,0.6726812124252319,2638,False
Groom,133,dist_H2L_S1_roll_mean,Mean distance Left head 2 - Center body,0.01092187687754631,-0.00469942158088088,0.012361151166260242,0.0002406697583483401,-0.07964669167995453,0.048867274075746536,2638,False
Groom,134,B1R_y_t-5,Right body 1 y (lag 5),0.010880024172365665,-0.005975848529487848,0.039841003715991974,0.0007756983639885404,-0.07106182724237442,1.000749111175537,2638,False
Groom,135,dist_B1R_H2R,Distance Right body 1 - Right head 2,0.010703574866056442,-0.007338214199990034,0.012720953673124313,0.00024767505916663767,-0.09696923196315765,0.04621976241469383,2638,False
Groom,136,global_body_angular_velocity_t-5,Global body angular velocity (lag 5),0.010656550526618958,-0.000982210854999721,0.01321710180491209,0.0002573349888427886,-0.05545496195554733,0.02404685504734516,2638,False
Groom,137,S1_x_roll_sum,Summed center body x,0.010611305944621563,-0.004955388605594635,0.011242718435823917,0.00021889404091372997,-0.022208308801054955,0.016663840040564537,2638,False
Groom,138,dist_H2L_S1,Distance Left head 2 - Center body,0.010323761031031609,-0.0012065634364262223,0.012476167641580105,0.00024290911186396286,-0.1647990345954895,0.030093252658843994,2638,False
Groom,139,global_body_angle_t-1,Global body angle (lag 1),0.01031828485429287,-0.0025626802816987038,0.012902507558465004,0.0002512098860710615,-0.08262066543102264,0.09112140536308289,2638,False
Groom,140,H2L_x_t-3,Left head 2 x (lag 3),0.0102770971134305,-0.004835578612983227,0.011251104064285755,0.00021905730784157226,-0.0563664510846138,0.032928403466939926,2638,False
Groom,141,H2L_x_roll_mean,Mean left head 2 x,0.01025979220867157,0.0034467806108295918,0.014713212847709656,0.0002864640463463632,-0.02815474197268486,0.11371282488107681,2638,False
Groom,142,dist_B2L_H1R_roll_std,SD distance Left body 2 - Right head 1,0.010179391130805016,-0.004383788909763098,0.010958559811115265,0.00021336151513021766,-0.0928674042224884,0.0421464778482914,2638,False
Groom,143,dist_B1R_B2L_roll_std,SD distance Right body 1 - Left body 2,0.010028393939137459,0.0005708407843485475,0.01570669375360012,0.0003058069705067742,-0.18922942876815796,0.1165582463145256,2638,False
Groom,144,angular_velocity_roll_mean,Mean angular velocity,0.009593067690730095,0.00041118619265034795,0.015422262251377106,0.00030026913183900405,-0.06402595341205597,0.09555214643478394,2638,False
Groom,145,B1R_x,Right body 1 x,0.009575637057423592,-0.0048018950037658215,0.011167784221470356,0.0002174350830045573,-0.053815409541130066,0.1137532889842987,2638,False
Groom,146,tail_y_t-2,Tail y (lag 2),0.009498976171016693,-0.0050740777514874935,0.020501073449850082,0.0003991528237697076,-0.08767497539520264,0.6093636155128479,2638,False
Groom,147,dist_B3L_H1R_roll_std,SD distance Left body 3 - Right head 1,0.009264911524951458,-0.007055647671222687,0.011964386329054832,0.0002329448065046977,-0.029382403939962387,0.08790838718414307,2638,False
Groom,148,dist_B1L_B2L_roll_mean,Mean distance Left body 1 - Left body 2,0.009258048608899117,-0.005488462280482054,0.020674658939242363,0.00040253250720071756,-0.10015201568603516,0.3828544318675995,2638,False
Groom,149,dist_B2L_S2,Distance Left body 2 - Center body,0.009081756696105003,-0.0017700858879834414,0.01195787824690342,0.00023281809512178323,-0.06581529974937439,0.09679622948169708,2638,False
Groom,150,tail_x,Tail x,0.009021881967782974,-0.004465176723897457,0.008976520970463753,0.00017477151631856646,-0.02468232996761799,0.01654685102403164,2638,False
Groom,151,centroid_x_roll_std,SD centroid x,0.008879014290869236,-0.001405015354976058,0.012146919965744019,0.00023649870902085963,-0.03898123651742935,0.02661016583442688,2638,False
Groom,152,dist_B2L_nose_roll_mean,Mean distance Left body 2 - Nose,0.008778374642133713,-0.0042035807855427265,0.011719818226993084,0.00022818310225634485,-0.06192238628864288,0.0660017877817154,2638,False
Groom,153,dist_B1R_H1L_roll_mean,Mean distance Right body 1 - Left head 1,0.008770720101892948,0.0006810971535742283,0.013376421295106411,0.0002604369154101059,-0.18055923283100128,0.03644957393407822,2638,False
Groom,154,dist_B3R_H1L,Distance Right body 3 - Left head 1,0.008690801449120045,0.005784114822745323,0.008147460408508778,0.00015862983158240212,-0.03711409121751785,0.036258142441511154,2638,False
Groom,155,H1L_y_roll_mean,Mean left head 1 y,0.0086213955655694,-0.0018882662989199162,0.00976080633699894,0.00019004143471867195,-0.028778037056326866,0.014995831996202469,2638,False
Groom,156,dist_H2R_S1,Distance Right head 2 - Center body,0.008528229780495167,0.0013733594678342342,0.036910805851221085,0.0007186478512537635,-0.003937270026654005,0.3232950270175934,2638,False
Groom,157,H1L_velocity_roll_mean,Mean left head 1 velocity,0.008388948626816273,-0.007255431264638901,0.008858976885676384,0.00017248295062589306,-0.151634082198143,0.10221744328737259,2638,False
Groom,158,dist_B3L_S1_roll_std,SD distance Left body 3 - Center body,0.008315653540194035,-0.00040857039857655764,0.018564371392130852,0.0003614455253187142,-0.2146172970533371,0.0354272797703743,2638,False
Groom,159,global_body_angle_t-5,Global body angle (lag 5),0.008282110095024109,-0.00222218525595963,0.009885236620903015,0.00019246407367483557,-0.019233673810958862,0.013152530416846275,2638,False
Groom,160,tail_velocity_roll_std,SD tail velocity,0.008236986584961414,0.0017251009121537209,0.019738951697945595,0.00038431442762068953,-0.062057867646217346,0.21698999404907227,2638,False
Groom,161,dist_B2L_B3R_roll_std,SD distance Left body 2 - Right body 3,0.00819392316043377,0.004822916816920042,0.008133701048791409,0.00015836193891337257,-0.04981798678636551,0.02484673261642456,2638,False
Groom,162,dist_B1L_H1L_roll_std,SD distance Left body 1 - Left head 1,0.008049543015658855,-0.004069097340106964,0.010112626478075981,0.00019689132007289398,-0.036232952028512955,0.014389416202902794,2638,False
Groom,163,dist_B1L_B3R_roll_std,SD distance Left body 1 - Right body 3,0.007991768419742584,0.0005161159206181765,0.018335208296775818,0.0003569837542393351,-0.18345333635807037,0.11324679106473923,2638,False
Groom,164,dist_B1L_S1_roll_sum,Summed distance Left body 1 - Center body,0.007872742600739002,-0.004521851893514395,0.008750633336603642,0.00017037351798299244,-0.03981173038482666,0.015241527929902077,2638,False
Groom,165,S1_velocity,Center body velocity,0.007847192697227001,-0.005056443624198437,0.013652544468641281,0.00026581299216502834,-0.13713110983371735,0.11849188059568405,2638,False
Groom,166,tail_x_roll_std,SD tail x,0.007802012376487255,-0.0010671505006030202,0.012376409024000168,0.00024096682654901094,-0.0762600526213646,0.13351848721504211,2638,False
Groom,167,global_body_angle_t-4,Global body angle (lag 4),0.007731442805379629,-0.0026457353960722685,0.046810444444417953,0.0009113923291680652,-0.07143279165029526,1.84182608127594,2638,False
Groom,168,dist_B2L_S2_roll_std,SD distance Left body 2 - Center body,0.007722723763436079,0.0013340073637664318,0.013068039901554585,0.00025443277595197674,-0.04796605929732323,0.16419470310211182,2638,False
Groom,169,dist_B3R_S2_roll_mean,Mean distance Right body 3 - Center body,0.007692921906709671,-0.00034882823820225894,0.01633310876786709,0.0003180031768375325,-0.09672374278306961,0.11493650823831558,2638,False
Groom,170,dist_B2R_S2_roll_mean,Mean distance Right body 2 - Center body,0.007681422866880894,-0.005227626301348209,0.008994784206151962,0.0001751270987769169,-0.08064863085746765,0.02848990075290203,2638,False
Groom,171,B3L_y_t-3,Left body 3 y (lag 3),0.007625778671354055,0.0005823177052661777,0.05531416833400726,0.0010769585572678098,-0.008392072282731533,1.2473032474517822,2638,False
Groom,172,dist_B2L_B2R,Distance Left body 2 - Right body 2,0.007591827306896448,-0.003342102747410536,0.02401486039161682,0.00046756572826284166,-0.1292685568332672,0.5709401965141296,2638,False
Groom,173,dist_H1R_H2R_roll_std,SD distance Right head 1 - Right head 2,0.007548700086772442,0.0026545440778136253,0.018622925505042076,0.00036258556511072895,-0.02251317910850048,0.07254325598478317,2638,False
Groom,174,dist_B2R_nose_roll_std,SD distance Right body 2 - Nose,0.00751810148358345,-0.0010632617631927133,0.008628600277006626,0.0001679975526243706,-0.05404345691204071,0.026400301605463028,2638,False
Groom,175,H1R_velocity_roll_mean,Mean right head 1 velocity,0.007385835982859135,-0.005693251267075539,0.008864167146384716,0.0001725840042230571,-0.028251640498638153,0.06184935197234154,2638,False
Groom,176,dist_B2R_nose,Distance Right body 2 - Nose,0.00734965642914176,-0.0014116200618445873,0.023383229970932007,0.00045526797875172835,-0.3209366798400879,0.16763895750045776,2638,False
Groom,177,dist_B1L_B2L,Distance Left body 1 - Left body 2,0.007331142667680979,-0.0018049548380076885,0.01847805082798004,0.00035976487688757356,-0.03486119583249092,0.25101131200790405,2638,False
Groom,178,dist_B1L_B2R_roll_std,SD distance Left body 1 - Right body 2,0.007296163123100996,-0.002507599536329508,0.011133451014757156,0.00021676662062173788,-0.03298388421535492,0.018455492332577705,2638,False
Groom,179,B2R_velocity_roll_mean,Mean right body 2 velocity,0.007267738692462444,-0.005036746151745319,0.017441771924495697,0.0003395886821360847,-0.2468203455209732,0.28526240587234497,2638,False
Groom,180,angular_velocity,Angular velocity,0.0072279078885912895,-0.0028858627192676067,0.014709241688251495,0.00028638672846760716,-0.28219398856163025,0.2588818073272705,2638,False
Groom,181,global_body_angle_t-2,Global body angle (lag 2),0.00710495188832283,-0.0032363547943532467,0.011777879670262337,0.00022931354984435817,-0.1384437382221222,0.19969315826892853,2638,False
Groom,182,global_body_angular_velocity_t-2,Global body angular velocity (lag 2),0.007099965121597052,-0.0020460295490920544,0.01217622123658657,0.0002370692003673472,-0.03927873820066452,0.13250750303268433,2638,False
Groom,183,centroid_x_roll_mean,Mean centroid x,0.0070345415733754635,-0.002835866529494524,0.012847816571593285,0.0002501450607633526,-0.04068950191140175,0.08933848142623901,2638,False
Groom,184,B1R_y_t-1,Right body 1 y (lag 1),0.006988949608057737,-0.0014429389266297221,0.010447305627167225,0.00020340747288525267,-0.09293082356452942,0.019909653812646866,2638,False
Groom,185,global_body_angular_velocity_t-4,Global body angular velocity (lag 4),0.0069752954877913,0.00037886411882936954,0.008355838246643543,0.00016268691682264484,-0.06132271885871887,0.08426007628440857,2638,False
Groom,186,dist_S2_tail,Distance Center body - Tail,0.00696219177916646,-0.0018687593983486295,0.0523320697247982,0.001018897544826814,-0.01905757188796997,1.7629088163375854,2638,False
Groom,187,B3R_y,Right body 3 y,0.006711698602885008,-0.0022614379413425922,0.007563003338873386,0.0001472505401376002,-0.030062343925237656,0.02108280174434185,2638,False
Groom,188,dist_H1R_S2_roll_std,SD distance Right head 1 - Center body,0.006609374191612005,-0.0011100334813818336,0.008007206954061985,0.0001558991178701256,-0.041560813784599304,0.04230573773384094,2638,False
Groom,189,B3L_y_t-2,Left body 3 y (lag 2),0.006523622665554285,-0.00016698708350304514,0.00749970693141222,0.0001460181685823055,-0.0423612967133522,0.02809203416109085,2638,False
Groom,190,dist_B3L_S1,Distance Left body 3 - Center body,0.006497054826468229,-0.0032585172448307276,0.013611319474875927,0.000265010347722454,-0.21230697631835938,0.044685639441013336,2638,False
Groom,191,B2R_y_t-3,Right body 2 y (lag 3),0.00637984462082386,-0.001779392478056252,0.05801643058657646,0.0011295711978360125,-0.06557275354862213,1.693459391593933,2638,False
Groom,192,B1L_velocity_roll_std,SD left body 1 velocity,0.006313012447208166,-0.005077573005110025,0.0070064254105091095,0.00013641405138992832,-0.03721451386809349,0.0491623729467392,2638,False
Groom,193,S1_velocity_roll_mean,Mean center body velocity,0.00627889484167099,-0.005305015482008457,0.012615690939128399,0.00024562560953098967,-0.3564971685409546,0.04874701797962189,2638,False
Groom,194,angular_velocity_t-3,Angular velocity (lag 3),0.006267407909035683,0.0013943315716460347,0.009445331059396267,0.00018389917840254914,-0.06007798761129379,0.027365949004888535,2638,False
Groom,195,dist_B1R_H2L,Distance Right body 1 - Left head 2,0.006123255006968975,-0.0010285964235663414,0.010441894643008709,0.0002033021218356343,-0.16048631072044373,0.07738302648067474,2638,False
Groom,196,B3L_y_t-1,Left body 3 y (lag 1),0.0061203483492136,-0.0021621224004775286,0.00838757585734129,0.00016330484334052686,-0.03344122692942619,0.038974422961473465,2638,False
Groom,197,S2_y_t-5,Center body y (lag 5),0.006060379557311535,-0.00039095489773899317,0.007058985996991396,0.00013743739812173322,-0.023112811148166656,0.010422037914395332,2638,False
Groom,198,dist_H1L_S2_roll_std,SD distance Left head 1 - Center body,0.006050512660294771,-0.0040688239969313145,0.012042532674968243,0.0002344663041333426,-0.12497136741876602,0.22788934409618378,2638,False
Groom,199,dist_B1R_H2L_roll_mean,Mean distance Right body 1 - Left head 2,0.006016955710947514,0.0006263427785597742,0.010422694496810436,0.00020292829787024153,-0.29305994510650635,0.04306061565876007,2638,False
Groom,200,dist_B3R_S2_roll_sum,Summed distance Right body 3 - Center body,0.005970795638859272,-0.0042105563916265965,0.00721058389171958,0.00014038898638399274,-0.016395289450883865,0.01647822931408882,2638,False
Groom,201,H1R_y_roll_std,SD right head 1 y,0.005891169887036085,-0.0044706896878778934,0.004497983958572149,8.757507272615767e-05,-0.03685349225997925,0.0279383547604084,2638,False
Groom,202,dist_B1L_B2R,Distance Left body 1 - Right body 2,0.0058364709839224815,0.0011060276301577687,0.007961698807775974,0.00015501308109068475,-0.015441125258803368,0.02382972091436386,2638,False
Groom,203,dist_H1L_S1_roll_mean,Mean distance Left head 1 - Center body,0.005831908900290728,0.000393283786252141,0.007520772982388735,0.00014642832143374137,-0.031171126291155815,0.04354717954993248,2638,False
Groom,204,dist_B3L_S2_roll_std,SD distance Left body 3 - Center body,0.0058235665783286095,0.0011934430804103613,0.011055109091103077,0.00021524131512382967,-0.09500148892402649,0.11276234686374664,2638,False
Groom,205,dist_H1L_nose_roll_mean,Mean distance Left head 1 - Nose,0.005819674581289291,0.001418553525581956,0.007782581262290478,0.0001515256893576554,-0.09787321090698242,0.05992234870791435,2638,False
Groom,206,S1_y_t-2,Center body y (lag 2),0.005797268357127905,-0.0034817077685147524,0.007327293511480093,0.0001426613051678093,-0.026467708870768547,0.03810415416955948,2638,False
Groom,207,B2R_velocity,Right body 2 velocity,0.00575499190017581,-0.0004980709054507315,0.009807624854147434,0.00019095298422217705,-0.06949279457330704,0.05342131108045578,2638,False
Groom,208,H2R_y,Right head 2 y,0.0057350825518369675,-0.0008483175188302994,0.008532511070370674,0.0001661267101898828,-0.0567859448492527,0.03735046088695526,2638,False
Groom,209,dist_S1_S2_roll_mean,Mean distance Center body - Center body,0.005537151824682951,-0.003981452435255051,0.006685272324830294,0.00013016124900254935,-0.051592424511909485,0.02852645143866539,2638,False
Groom,210,S1_x_roll_mean,Mean center body x,0.00552584370598197,-0.0026537952944636345,0.0059156944043934345,0.00011517768237104508,-0.012316455133259296,0.012328787706792355,2638,False
Groom,211,dist_B2R_B3L,Distance Right body 2 - Left body 3,0.00551951676607132,-0.0025383969768881798,0.006210948806256056,0.00012092624127076274,-0.0517076700925827,0.02358236163854599,2638,False
Groom,212,dist_B2R_B3L_roll_mean,Mean distance Right body 2 - Left body 3,0.005473518278449774,0.002820436144247651,0.012820049189031124,0.00024960443399151585,-0.3179297149181366,0.1159546822309494,2638,False
Groom,213,dist_B2L_B2R_roll_mean,Mean distance Left body 2 - Right body 2,0.005406264215707779,-0.0037529158871620893,0.006560850888490677,0.00012773878230713814,-0.055775873363018036,0.042958203703165054,2638,False
Groom,214,dist_H2R_S1_roll_std,SD distance Right head 2 - Center body,0.005324145779013634,-0.0011550582712516189,0.008012976497411728,0.0001560114500133934,-0.0326220765709877,0.03800369054079056,2638,False
Groom,215,dist_B3L_H1R_roll_mean,Mean distance Left body 3 - Right head 1,0.005257798824459314,-0.0014679720625281334,0.012310564517974854,0.0002396848438970285,-0.011654969304800034,0.08192376792430878,2638,False
Groom,216,dist_B1R_H2R_roll_mean,Mean distance Right body 1 - Right head 2,0.005256433039903641,-0.0010600328678265214,0.008419784717261791,0.00016393194501006236,-0.04763701185584068,0.03798381984233856,2638,False
Groom,217,B1L_x_t-3,Left body 1 x (lag 3),0.00511579355224967,-0.0023487224243581295,0.007554604671895504,0.000147087019351807,-0.03895240277051926,0.015729594975709915,2638,False
Groom,218,orientation_angle_t-2,Orientation angle (lag 2),0.00506716500967741,-0.0018426687456667423,0.006622107699513435,0.0001289314432258297,-0.029804585501551628,0.011745297349989414,2638,False
Groom,219,dist_H1R_S1_roll_std,SD distance Right head 1 - Center body,0.004984196741133928,-0.0014617836568504572,0.010869805701076984,0.0002116334859258149,-0.09760623425245285,0.06608863174915314,2638,False
Groom,220,dist_B1R_B2L,Distance Right body 1 - Left body 2,0.00496373325586319,-0.0006423366139642894,0.0060979449190199375,0.00011872607254313058,-0.040880247950553894,0.0221131332218647,2638,False
Groom,221,H2L_y_t-2,Left head 2 y (lag 2),0.004960957914590836,-0.002068377798423171,0.00716760940849781,0.00013955227964422255,-0.07949381321668625,0.022090265527367592,2638,False
Groom,222,H1L_x_t-5,Left head 1 x (lag 5),0.004936792887747288,-0.0010086449328809977,0.00533832935616374,0.00010393647151881523,-0.015584021806716919,0.011803338304162025,2638,False
Groom,223,H2R_x_roll_std,SD right head 2 x,0.004875927232205868,0.0009811235358938575,0.005594915244728327,0.00010893216026704335,-0.029232509434223175,0.017079422250390053,2638,False
Groom,224,centroid_velocity_roll_std,SD centroid velocity,0.004851314704865217,-0.0013387140352278948,0.008329607546329498,0.0001621762090235913,-0.023740336298942566,0.093926340341568,2638,False
Groom,225,tail_x_t-4,Tail x (lag 4),0.004686776082962751,-0.002032256918027997,0.006180969532579184,0.00012034254931082901,-0.05361192300915718,0.025302676483988762,2638,False
Groom,226,S2_y_t-1,Center body y (lag 1),0.004683339037001133,-0.002046181820333004,0.007959079928696156,0.0001549620919079779,-0.042210355401039124,0.16501584649085999,2638,False
Groom,227,H2L_velocity,Left head 2 velocity,0.0046165683306753635,-0.0019464479992166162,0.008825241588056087,0.00017182612944339294,-0.08230911195278168,0.07694058865308762,2638,False
Groom,228,H2L_y_roll_std,SD left head 2 y,0.004570748191326857,-0.0036442107520997524,0.003563223872333765,6.937543411299057e-05,-0.02336353063583374,0.011999883688986301,2638,False
Groom,229,dist_B1R_S1_roll_mean,Mean distance Right body 1 - Center body,0.0045699141919612885,-0.0028620134107768536,0.008346723392605782,0.00016250945198226363,-0.15029415488243103,0.05847121775150299,2638,False
Groom,230,H1L_velocity_roll_sum,Summed left head 1 velocity,0.004509214777499437,-0.0038770800456404686,0.0040878066793084145,7.95889826482504e-05,-0.0528985969722271,0.009932762943208218,2638,False
Groom,231,dist_H2L_nose_roll_std,SD distance Left head 2 - Nose,0.0045032622292637825,-0.0014178763376548886,0.013031816110014915,0.0002537275041662786,-0.00421122508123517,0.17141404747962952,2638,False
Groom,232,orientation_change_5,Orientation change (5 frames),0.004456989001482725,-0.0009367408929392695,0.017540182918310165,0.0003415047294185413,-0.0030132699757814407,0.19880075752735138,2638,False
Groom,233,dist_B1R_B3L,Distance Right body 1 - Left body 3,0.004444153513759375,-0.0030401991680264473,0.005639390554279089,0.00010979808787023178,-0.0378316231071949,0.02915232628583908,2638,False
Groom,234,dist_B1L_H2R,Distance Left body 1 - Right head 2,0.004363508429378271,-0.0018472811207175255,0.007902586832642555,0.0001538621798049142,-0.11082683503627777,0.22079798579216003,2638,False
Groom,235,dist_B2R_S2_roll_std,SD distance Right body 2 - Center body,0.004239724483340979,-0.00119413819629699,0.009934086352586746,0.00019341517062054677,-0.10180898755788803,0.08307871967554092,2638,False
Groom,236,dist_B1L_B2R_roll_mean,Mean distance Left body 1 - Right body 2,0.004212126601487398,-0.0016862200573086739,0.005279000382870436,0.00010278134531143348,-0.031158510595560074,0.020615994930267334,2638,False
Groom,237,nose_y_t-2,Nose y (lag 2),0.0041145882569253445,-0.0009221994550898671,0.0073276725597679615,0.00014266868518109582,-0.08087794482707977,0.02458164468407631,2638,False
Groom,238,B3R_x_t-1,Right body 3 x (lag 1),0.0041111428290605545,-0.0025735164526849985,0.007191876415163279,0.00014002475462260134,-0.08683136850595474,0.10074760764837265,2638,False
Groom,239,dist_B2R_H1L,Distance Right body 2 - Left head 1,0.004102225881069899,-0.002614659955725074,0.006105152890086174,0.00011886641065819449,-0.06725819408893585,0.04921358823776245,2638,False
Groom,240,tail_y_roll_mean,Mean tail y,0.0040076845325529575,-0.0018155050929635763,0.0050847795791924,9.899989540772237e-05,-0.04349728673696518,0.026967128738760948,2638,False
Groom,241,H2R_velocity_roll_mean,Mean right head 2 velocity,0.0040045492351055145,-0.0036068956833332777,0.0038553383201360703,7.506285857832127e-05,-0.03184165805578232,0.02212083339691162,2638,False
Groom,242,S1_x_t-1,Center body x (lag 1),0.003836696734651923,-0.002259772503748536,0.004724773112684488,9.199062352576447e-05,-0.02800493687391281,0.042094506323337555,2638,False
Groom,243,dist_B1R_tail_roll_std,SD distance Right body 1 - Tail,0.003796855453401804,0.0010303831659257412,0.011856869794428349,0.00023085147570896768,-0.08779878169298172,0.14748750627040863,2638,False
Groom,244,B2L_x,Left body 2 x,0.0037395101971924305,-0.0013133888132870197,0.006880359258502722,0.0001339595623272837,-0.05605843663215637,0.0176348015666008,2638,False
Groom,245,nose_y,Nose y,0.003711847821250558,-0.0017939385725185275,0.005507936701178551,0.00010723870107573825,-0.06603458523750305,0.04219232127070427,2638,False
Groom,246,B3R_x_roll_mean,Mean right body 3 x,0.003711539087817073,-0.0009642771910876036,0.005856039468199015,0.00011401620971489114,-0.05738821253180504,0.04779522120952606,2638,False
Groom,247,dist_B1L_B3L_roll_mean,Mean distance Left body 1 - Left body 3,0.0036437183152884245,-0.0026499172672629356,0.004071802366524935,7.927738107989126e-05,-0.029750168323516846,0.02365037053823471,2638,False
Groom,248,global_body_angular_velocity_roll_std,SD global body angular velocity,0.0035927463322877884,-0.0004974439507350326,0.006814723834395409,0.00013268165046887085,-0.05115479975938797,0.016294261440634727,2638,False
Groom,249,B3R_x_t-2,Right body 3 x (lag 2),0.0035804826766252518,-0.0009949278319254518,0.004837199114263058,9.417954090635909e-05,-0.01899850368499756,0.020090045407414436,2638,False
Groom,250,dist_B2L_H2L_roll_std,SD distance Left body 2 - Left head 2,0.003526198910549283,9.138751920545474e-05,0.004556700121611357,8.87182676098477e-05,-0.021504150703549385,0.016343457624316216,2638,False
Groom,251,dist_B2R_H1L_roll_mean,Mean distance Right body 2 - Left head 1,0.003501271829009056,-0.0015148086240515113,0.00592353381216526,0.00011533031446401625,-0.03559138625860214,0.06519501656293869,2638,False
Groom,252,B3L_x_t-5,Left body 3 x (lag 5),0.00340071227401495,-0.0010871626436710358,0.0037741658743470907,7.348244323918196e-05,-0.01889452524483204,0.012620853260159492,2638,False
Groom,253,dist_H2L_nose_roll_mean,Mean distance Left head 2 - Nose,0.003285766579210758,-0.0010956863407045603,0.0165985319763422,0.0003231709268783301,-0.003480559214949608,0.406445175409317,2638,False
Groom,254,dist_B1L_H1L_roll_mean,Mean distance Left body 1 - Left head 1,0.0032581156119704247,0.00019543778034858406,0.016776973381638527,0.0003266451542633349,-0.0016729068011045456,0.185930535197258,2638,False
Groom,255,angular_velocity_roll_std,SD angular velocity,0.00324979517608881,-0.002974429167807102,0.002502975519746542,4.8732557784216405e-05,-0.031615518033504486,0.03498446196317673,2638,False
Groom,256,B1R_x_t-1,Right body 1 x (lag 1),0.003213845891878009,-0.0009839321719482541,0.00410008430480957,7.982802617443265e-05,-0.02496783807873726,0.01753786765038967,2638,False
Groom,257,H1L_y_t-5,Left head 1 y (lag 5),0.0030113395769149065,-0.00022638117661699653,0.004926731809973717,9.5922729056972e-05,-0.047762878239154816,0.026579808443784714,2638,False
Groom,258,dist_B1R_H2L_roll_std,SD distance Right body 1 - Left head 2,0.003010460641235113,0.0009369534673169255,0.015627743676304817,0.0003042698243487282,-0.2873917520046234,0.140123650431633,2638,False
Groom,259,dist_B2R_H2R_roll_mean,Mean distance Right body 2 - Right head 2,0.002966540167108178,-0.001779950107447803,0.004008178133517504,7.80386268104028e-05,-0.04641267657279968,0.01711893640458584,2638,False
Groom,260,dist_B3L_tail,Distance Left body 3 - Tail,0.0028869921807199717,0.0025246867444366217,0.001972327707335353,3.8400924503194565e-05,-0.013333354145288467,0.01300084963440895,2638,False
Groom,261,B2L_y_t-3,Left body 2 y (lag 3),0.002875667065382004,-0.0008909539901651442,0.004803910385817289,9.353141435867684e-05,-0.03124849498271942,0.05744970217347145,2638,False
Groom,262,dist_H1R_S1,Distance Right head 1 - Center body,0.002846409333869815,-0.001637845067307353,0.00809834897518158,0.00015767363934496238,-0.04931763559579849,0.06847283244132996,2638,False
Groom,263,dist_H1R_tail_roll_mean,Mean distance Right head 1 - Tail,0.002831703517585993,0.0004268792108632624,0.026064427569508553,0.0005074704936675614,-0.03910335153341293,0.7136399149894714,2638,False
Groom,264,nose_x_t-5,Nose x (lag 5),0.0028290904592722654,-0.0006711827591061592,0.005550428759306669,0.0001080660150713256,-0.1213420182466507,0.07632605731487274,2638,False
Groom,265,dist_B1L_S1_roll_mean,Mean distance Left body 1 - Center body,0.002820373745635152,-0.0012330092722550035,0.014037813991308212,0.00027331413195954174,-0.30655795335769653,0.17243261635303497,2638,False
Groom,266,dist_B1R_B2R_roll_std,SD distance Right body 1 - Right body 2,0.0027839848771691322,-0.0007422686903737485,0.005075972527265549,9.882842342825318e-05,-0.12487652152776718,0.026114119216799736,2638,False
