animal,cluster,seconds,percent
63.3,Freeze,95.0,23.058252427184467
63.3,Sniff,7.5,1.820388349514563
63.3,Groom,0.0,0.0
63.3,Turn,239.5,58.13106796116505
63.3,Locomotion,47.0,11.407766990291263
63.3,Climb,18.75,4.550970873786408
63.3,Jump,4.25,1.0315533980582525
