animal,cluster,seconds,percent
74.1,Freeze,90.5,20.371412492965675
74.1,Sniff,50.75,11.423747889701746
74.1,Groom,0.0,0.0
74.1,Turn,269.75,60.72031513787282
74.1,Locomotion,10.75,2.4198086662915026
74.1,Climb,18.25,4.108047270680923
74.1,Jump,4.25,0.9566685424873381
